"報告年度:2023","議題:投資人溝通"
"公司代號","公司名稱","公司年度召開法說會次數(次)-公司年度召開法說會次數(次)","利害關係人或公司治理專區連結-利害關係人或公司治理專區連結"
"=""2464""","盟立","1","https://www.mirle.com.tw/about/11/"
"=""2465""","麗臺","1","http://www.leadtek.com/cht/company/investor_financial.aspx"
"=""2466""","冠西電","1","https://www.cosmo-inc.com/tw/about/index.aspx?root=6"
"=""2467""","志聖","1","https://www.csun.com.tw/investor-relations/%e5%88%a9%e5%ae%b3%e9%97%9c%e4%bf%82%e4%ba%ba/"
"=""2468""","華經","2","http://www.fis.com.tw"
"=""2471""","資通","2","http://www.ares.com.tw/about-ares/stakeholder/"
"=""2472""","立隆電","2","www.lelon.com.tw"
"=""2474""","可成","51","https://www.catcher-group.com/tw/company_contact.aspx"
"=""2476""","鉅祥","1","www.gs.com.tw"
"=""2477""","美隆電","1","www.meiloon.com.tw/"
"=""2478""","大毅","1","https://www.tai.com.tw/zh-Hant/esg1_3"
"=""2480""","敦陽科","4","https://www.sti.com.tw/web/official/interested-party"
"=""2481""","強茂","3","https://www.panjit.com.tw/tw/Esg/stakeholder"
"=""2482""","連宇","1","https://uicpaymentsinc.com/investor-relations/"
"=""2483""","百容","2","http://www.ece.com.tw/zh/about-detail.php?id=5"
"=""2484""","希華","1","http://www.siward.com.tw/tw/stakeholders.php"
"=""2485""","兆赫","1","http://www.zinwell.com.tw/investors_ch/investor_contact.html"
"=""2486""","一詮","1","http://www.i-chiun.com.tw/_ch/01_about/01_detail.php?ID=13"
"=""2488""","漢平","1","http://www.hanpin.com.tw/C_6_Investors_06.html"
"=""2489""","瑞軒","1","www.amtran.com.tw"
"=""2491""","吉祥全","1","www.focl.com.tw"
"=""2492""","華新科","1","http://www.passivecomponent.com/findex.asp"
"=""2493""","揚博","1","http://www.ampoc.com.tw/Investor/Interested"
"=""2495""","普安","1","https://www.infortrend.com/tw/About/concern"
"=""2496""","卓越","1","https://www.chenliedu2496.com/tw/公司治理/公司治理-利害關係人"
"=""2497""","怡利電","2","HTTP://www.e-lead.com.tw"
"=""2498""","宏達電","4","http://www.htc.com/tw/csr/stakeholders/stakeholder-engagement/"
"=""2501""","國建","1","http://cathayred-csr.com/pro-43/利害關係人專區"
"=""2504""","國產","2","http://www.gdc.com.tw/investor.aspx"
"=""2505""","國揚","1","http://www.kycc.com.tw/tw/index.php"
"=""2506""","太設","1","www.pacific-group.com.tw"
"=""2509""","全坤建","1","www.gtg.com.tw/cn/invest/service5.asp"
"=""2511""","太子","2","https://www.prince.com.tw"
"=""2514""","龍邦","1","http://www.longbon.com.tw"
"=""2515""","中工","1","www.bes.com.tw"
"=""2516""","新建","1","http://www.newasia.com.tw/investor_06_contact.php"
"=""2520""","冠德","2","http://www.kindom.com.tw/index.php?target=investor-relations.php"
"=""2524""","京城","1","http://www.kingtown.com.tw/06.php?A_1=%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA"
"=""2527""","宏璟","1","http://www.asehcc.com.tw/?cat=8"
"=""2528""","皇普","2","http://crowell.com.tw/relationship.php?MT_id=site2017121815325784"
"=""2530""","華建","1","https://www.delpha.com.tw/stakeholders"
"=""2534""","宏盛","1","http://www.hsc.com.tw"
"=""2535""","達欣工","2","http://www.dacin.com.tw/investors/stakeholder.php"
"=""2536""","宏普","1","http://www.hong-pu.com.tw/index.php/stakeholder-engagement"
"=""2537""","聯上發","1","https://www.5v.com.tw/investor_4.php"
"=""2538""","基泰","1","www.keetai.com.tw"
"=""2539""","櫻花建","1","www.sakurad.com.tw"
"=""2540""","愛山林","1","https://www.isanlin.com/retailer"
"=""2542""","興富發","1","http://www.highwealth.com.tw/"
"=""2543""","皇昌","1","www.hcgc.com.tw"
"=""2545""","皇翔","1","www.hhe.com.tw"
"=""2546""","根基","2","https://www.kedge.com.tw/investor/"
"=""2547""","日勝生","2","http://www.radium.com.tw"
"=""2548""","華固","4","https://www.huaku.com.tw/governanceDetail?id=0jNY70s1hKSSBfJA"
"=""2597""","潤弘","1","www.rtc.com.tw"
"=""2601""","益航","1","http://www.firsteam.com.tw/investors_info.html"
"=""2603""","長榮","2","http://www.evergreen-marine.com/tw/tbi1/jsp/TBI1_Stakeholder.jsp"
"=""2605""","新興","2","www.snc.com.tw/利害關係人"
"=""2606""","裕民","4","http://www.uming.com.tw/investor_relations"
"=""2607""","榮運","2","http://www.evergreen-eitc.com.tw/eitchtdocs/jsp/c_7/c_7_7_1.jsp"
"=""2608""","嘉里大榮","2","https://www.kerrytj.com/zh/esg/stakeholders/sustainable_stakeholder.html"
"=""2609""","陽明","4","https://esg.yangming.com/esg/stakeholder/1/"
"=""2610""","華航","2","https://www.china-airlines.com/tw/zh/about-us/stakeholder"
"=""2611""","志信","2","www.tsgroup.com.tw"
"=""2612""","中航","4","http://www.cmt.tw"
"=""2613""","中櫃","2","http://www.cctcorp.com.tw"
"=""2614""","東森","1","https://www.emic.com.tw/contact.php"
"=""2615""","萬海","4","https://tw.wanhai.com/views/contactus/Contactus_invest.xhtml?file_num=75322&parent_id=65578&top_file"
"=""2616""","山隆","1","www.slc.com.tw"
"=""2617""","台航","1","http://www.taiwanline.com.tw/"
"=""2618""","長榮航","2","https://www.evaair.com/zh-tw/about-eva-air/stakeholder-interest/"
"=""2630""","亞航","1","http://www.airasia.com.tw/index.php?option=module&lang=cht&task=showlist&id=456&index=6"
"=""2633""","台灣高鐵","5","http://www.thsrc.com.tw/tw/Article/ArticleContent/699e4e91-3cdd-422c-8dc4-ed8747a11195"
"=""2634""","漢翔","4","http://www.aidc.com.tw/tw/cse/stakeholder"
"=""2636""","台驊投控","4","www.t3ex-group.com"
"=""2637""","慧洋-KY","2","http://www.wisdomlines.com.tw/esg"
"=""2642""","宅配通","2","https://www.e-can.com.tw/aboutUs_contact.aspx"
"=""2645""","長榮航太","1","https://www.egat.com.tw/zh-hant/corporate-social-responsibility/stakeholders-and-issue-management/"
"=""2646""","星宇航空","0","N/A"
"=""2701""","萬企","1","www.wanhwa.com.tw"
"=""2702""","華園","1","www.hotelhg.com.tw"
"=""2704""","國賓","1","http://investor.ambassador-hotels.com/stakeholder.htm"
"=""2705""","六福","2","https://www.leofoo.com.tw/zh-TW/?Psn=10404"
"=""2706""","第一店","1","http://twfirsthotel.com.tw/relation.html"
"=""2707""","晶華","4","https://www.silkshotelgroup.com/tw/relationship"
"=""2712""","遠雄來","1","https://www.farglory-hotel.com.tw/investors/stakeholder/"
"=""2722""","夏都","4","www.chateau-hotels.com.tw/sustainability/index.php?index_id=30"
"=""2723""","美食-KY","4","http://www.85cafe.com"
"=""2727""","王品","5","www.wowprime.com"
"=""2731""","雄獅","2","http://www.liontravel.com/info/investors/"
"=""2739""","寒舍","1","http://www.mhh-group.com/csr.aspx"
"=""2748""","雲品","2","http://www.fdc-i.com/investor_relations"
"=""2753""","八方雲集","2","www.8way.com.tw"
"=""2762""","世界健身-KY","1","https://investor.worldgymtaiwan.com/stakeholders"
"=""2801""","彰銀","4","https://www.bankchb.com/frontend/mashup.jsp?funcId=bbff2f5c15"
"=""2812""","台中銀","4","http://www.tcbbank.com.tw"
"=""2816""","旺旺保","1","https://www.wwunion.com/?page_id=2389"
"=""2820""","華票","2","http://www.cbf.com.tw/ct.asp?xItem=14418&CtNode=639&mp=1"
"=""2832""","台產","2","https://www.tfmi.com.tw/investor_CG.aspx"
"=""2834""","臺企銀","4","https://ir.tbb.com.tw/stakeholders/procedures-for-the-analysis-of-material-issues"
"=""2836""","高雄銀","4","www.bok.com.tw/"
"=""2838""","聯邦銀","2","www.ubot.com.tw/interestrelationship"
"=""2845""","遠東銀","4","https://www.feib.com.tw/csr/csr.aspx"
"=""2849""","安泰銀","1","https://www.entiebank.com.tw/entie/0.1.5.3"
"=""2850""","新產","2","http://www.skinsurance.com.tw/SKI/NewsShow.aspx?uID=82"
"=""2851""","中再保","2","https://www.centralre.com/content/information/information07.htm"
"=""2852""","第一保","1","www.firstins.com.tw"
"=""2855""","統一證","4","https://www.pscnet.com.tw/pscnetAbout/stakeholderArea.do"
"=""2867""","三商壽","2","http://www.mli.com.tw/MLI_Public/AboutUsDefault2.aspx?tid=Nav02&mid=40224"
"=""2880""","華南金","4","https://www.hnfhc.com.tw/HNFHC/csr/a.do?id=3b65bd63080000007efe&parent_menu=1"
"=""2881""","富邦金","4","https://www.fubon.com/financialholdings/citizenship/stakeholders/stakeholders_way.html"
"=""2882""","國泰金","8","https://www.cathayholdings.com/holdings/governance/stakeholder"
"=""2883""","開發金","4","https://www.kgi.com/zh-tw/esg/governance"
"=""2884""","玉山金","7","https://www.esunfhc.com"
"=""2885""","元大金","7","https://www.yuanta.com/TW/ESG/Stakeholder-Engagement/Contacts"
"=""2886""","兆豐金","3","http://www.megaholdings.com.tw/tc/StakeArea.aspx"
"=""2887""","台新金","10","https://www.taishinholdings.com.tw/tsh/responsibility/stakeholder/interaction/"
"=""2889""","國票金","4","www.ibf.com.tw"
"=""2890""","永豐金","4","https://www.sinopac.com/stakeholders/20170210145654630000000000000426.html"
"=""2891""","中信金","4","https://www.ctbcholding.com/content/twhoo/zh_tw/stakeholder.html"
"=""2892""","第一金","4","https://www.firstholding.com.tw/sites/firstholding/contact"
"=""2897""","王道銀行","4","https://www.o-bank.com/about/govern/stakeholder"
"=""2901""","欣欣","1","http://www.shinshinltd.com.tw/#/contact"
"=""2903""","遠百","2","https://esg.feds.com.tw/"
"=""2904""","匯僑","1","http://www.poc.com.tw/tw/manpower/stakeholder.aspx"
"=""2905""","三商","1","http://www.mercuries.com.tw"
"=""2906""","高林","1","http://www.collins.com.tw/web/responsibility/responsibility.jsp?dm_no=DM1668509119660&cp_no=CP150528"
"=""2908""","特力","1","http://www.testritegroup.com/GWS/zh_TW/"
"=""2910""","統領","1","http://www.tonlin.com.tw/CSR/CSR?id=33&name=利害關係人專區"
"=""2911""","麗嬰房","1","http://www.enphants.com/c/stakeholder.php"
"=""2912""","統一超","6","http://www.7-11.com.tw/communication.asp"
"=""2913""","農林","2","http://www.ttch.com.tw/stakeholder/stakeholder"
"=""2915""","潤泰全","1","www.ruentex.com.tw/financial/Financial_cn.htm"
"=""2923""","鼎固-KY","1","https://www.sinohorizon.tw/governance/stakeholders"
"=""2929""","淘帝-KY","1","http://www.topbi.com.tw/contacts/contact_mail_tw"
"=""2939""","凱羿-KY","1","www.vitafoss.com"
"=""2945""","三商家購","2","https://www.simplemartretail.com/"
"=""3002""","歐格","1","https://www.ahoku.com.tw/zh-TW/page/-/Social-Responsibility_Stakeholders.html"
"=""3003""","健和興","1","www.ksterminals.com.tw"
"=""3004""","豐達科","1","http://www.nafco.com.tw"
"=""3005""","神基","3","https://tw.getacgroup.com/sustainability/index.php?index_id=64"
"=""3006""","晶豪科","2","https://www.esmt.com.tw/zh-tw/CSR/%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA"
"=""3008""","大立光","4","http://www.largan.com.tw/html/about/governance.php"
"=""3010""","華立","4","https://esg.wahlee.com/strategy.html"
"=""3011""","今皓","1","http://www.jh.com.tw/stakeholder.php"
"=""3013""","晟銘電","1","http://www.uneec.com/tw/stakeholder"
"=""3014""","聯陽","4","https://www.ite.com.tw/tw/esg/Sustainable-Development/Stakeholder"
"=""3015""","全漢","3","https://www.fsp-group.com/tw/StakeholderEngagement.html"
"=""3016""","嘉晶","1","http://www.epi.episil.com/stakeholders/contact-us"
"=""3017""","奇鋐","4","https://www.avc.co/zh-tw/CorporateResponsibility/Stakeholders"
"=""3018""","隆銘綠能","1","www.lmgte.com.tw"
"=""3019""","亞光","1","http://www.asia-optical.com/sub_level.php?ls=228"
"=""3021""","鴻名","2","http://www.welltend.com.tw/"
"=""3022""","威強電","3","new.ieiworld.com/tw/finance/con_show.php?op=showone&cid=52"
"=""3023""","信邦","5","www.sinbon.com"
"=""3024""","憶聲","1","www.action.com.tw"
"=""3025""","星通","1","https://www.looptelecom.com/tw/ir/stake"
"=""3026""","禾伸堂","4","http://www.holystone.com.tw/duty.do?ccId=7"
"=""3027""","盛達","4","http://www.billion.com/index.aspx?lang=TW"
"=""3028""","增你強","1","https://www.zenitron.com.tw/tw/investor-relations/stakeholder"
"=""3029""","零壹","2","WWW.ZERONE.COM.TW"
"=""3030""","德律","2","http://www.tri.com.tw/tw/investor/investor.html"
"=""3031""","佰鴻","1","www.brtled.com/web/investor/investor_8.jsp?no=7"
"=""3032""","偉訓","1","http://www.hec-group.com.tw/index.php?id=170&L=1"
"=""3033""","威健","2","http://www.weikeng.com/content.php?no=69&lan=tw"
"=""3034""","聯詠","4","https://www.novatek.com.tw/zh-TW/Html/stakeholder"
"=""3035""","智原","4","https://www.faraday-tech.com/tw/content/CSR/StakeholderEngagement"
"=""3036""","文曄","9","http://www.wtmec.com/WT/?page_id=2024"
"=""3037""","欣興","2","www.unimicron.com"
"=""3038""","全台","1","www.edtc.com"
"=""3040""","遠見","1","http://www.gv.com.tw/relation.php"
"=""3041""","揚智","2","https://reurl.cc/RLdbGz"
"=""3042""","晶技","7","https://esg.txccorp.com/esg/31_1/189/"
"=""3043""","科風","1","WWW.PCMUPS.COM.TW"
"=""3044""","健鼎","6","https://www.tripod-tech.com/article/%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA-62303312aa27f"
"=""3045""","台灣大","12","http://corp.taiwanmobile.com/social-responsibility/stakeholder-0.html"
"=""3046""","建碁","2","https://www.aopen.com/TW_ch/about/investors/stakeholder"
"=""3047""","訊舟","1","http://www.edimax.com/edimax/post/post/data/edimax/tw/stakeholder/"
"=""3048""","益登","1","https://www.edomtech.com/tw/inverstor/"
"=""3049""","精金","1","https://www.hannstouch.com/tw"
"=""3050""","鈺德","1","http://www.utechmedia.com.tw/content/d/d3-2.asp"
"=""3051""","力特","1","http://www. optimax.com.tw"
"=""3052""","夆典","1","http://www.apexgrp.com.tw/investor/investor_06.html"
"=""3054""","立萬利","2","http://www.liwanli.com.tw/tw/shareholders/"
"=""3055""","蔚華科","1","https://www.spirox.com.tw/investor/corporate-governance"
"=""3056""","富華新","1","https://www.fuhua-inno.com.tw/investors/stakeholder"
"=""3057""","喬鼎","1","https://www.promise.com/tw/Stakeholder"
"=""3058""","立德","1","http://www.lei.com.tw/tw/relations/index.aspx"
"=""3059""","華晶科","1","www.altek.com.tw"
"=""3060""","銘異","1","http://www.minaik.com.tw/ch/contact_01.aspx"
"=""3062""","建漢","1","https://www.cybertan.com.tw/public/tw/about-06"
"=""3090""","日電貿","2","www.ndb.com.tw/利害關係人專區/"
"=""3092""","鴻碩","1","http://www.hotron-ind.com/"
"=""3094""","聯傑","1","http://tw.davicom.com.tw/page1.aspx?no=280160"
"=""3130""","一零四","2","https://corp.104.com.tw/zh/sustainability/stakeholders/"
"=""3138""","耀登","2","www.auden.com.tw"
"=""3149""","正達","1","http://www.gtoc.com.tw/webc/html/csr/03.aspx?nav=2"
"=""3150""","鈺寶-創","0","https://www.syncomm.com.tw/tw/esg"
"=""3164""","景岳","2","http://www.genmont.com.tw/investor/"
"=""3167""","大量","2","http://www.taliang.com"
"=""3168""","眾福科","0","不適用"
"=""3189""","景碩","18","www.kinsus.com.tw"
"=""3209""","全科","2","https://www.alltek.com/%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA/"
"=""3229""","晟鈦","1","http://investor.cheer-time.com.tw/"
"=""3231""","緯創","10","https://esg.wistron.com/ch/stakeholders/communication"
"=""3257""","虹冠電","1","https://www.championmicro.com.tw/investors/Category/12"
"=""3266""","昇陽","1","https://www.sunty.com.tw/suntyESG/stakeholder.html"
"=""3296""","勝德","1","https://www.power-tech.com.tw/tw/corporate_social.php"
"=""3305""","昇貿","1","http://www.shenmao.com"
"=""3308""","聯德","1","www.bestec.com.tw"
"=""3311""","閎暉","1","https://www.silitech.com/ch/contact.aspx"
"=""3312""","弘憶股","3","http://www.gmitec.com/stakeholder"
"=""3321""","同泰","1","http://www.uniflex.com.tw"
"=""3338""","泰碩","1","https://www.taisol.com/esg/stakeholder-relation"
"=""3346""","麗清","2","http://www.lastertech.com/?lang=1&TTo=zh-tw"
"=""3356""","奇偶","2","https://www.geovision.com.tw/TW/7_7.asp"
"=""3376""","新日興","7","https://www.szs-group.com/page/stakeholder-communication?"
"=""3380""","明泰","2","https://www.alphanetworks.com/csr/1580fca6668612ae"
"=""3406""","玉晶光","1","http://www.gseo.com/contact/stakeholder.php"
"=""3413""","京鼎","4","http://www.foxsemicon.com.tw/"
"=""3416""","融程電","3","www.winmate.com.tw"
"=""3419""","譁裕","2","https://www.whayu.com/tw/html/page/page.php?cid=21&cid2=125&unid=1"
"=""3432""","台端","1","http://www.taitwun.com.tw/stakeholders_tw.asp?LangeType="
"=""3437""","榮創","1","www.aot.com.tw"
"=""3443""","創意","214","http://www.guc-asic.com/10-0.php"
"=""3447""","展達","1","www.xavi.com.tw"
"=""3450""","聯鈞","1","http://www.elaser.com.tw"
"=""3481""","群創","9","http://www.innolux.com"
"=""3494""","誠研","1","www.hiti.com/tw/Info/stakeholder.aspx"
"=""3501""","維熹","1","www.wellshin.com.tw/chinese/ParticipantZone.asp"
"=""3504""","揚明光","2","http://www.youngoptics.com/chinese/%e5%88%a9%e5%ae%b3%e9%97%9c%e4%bf%82%e4%ba%ba/"
"=""3515""","華擎","4","http://www.asrock.com/general/about.tw.asp?cat=Stakeholder"
"=""3518""","柏騰","2","http://www.pttech.com.tw/stakeholders/"
"=""3528""","安馳","1","https://www.macnica.com/apac/anstek/zh_tw/investors/stake-holders/employee-relations/"
"=""3530""","晶相光","2","www.soinc.com.tw"
"=""3532""","台勝科","2","www.fstech.com.tw/interestedparty/index.html"
"=""3533""","嘉澤","14","https://www.lotes.cc/"
"=""3535""","晶彩科","2","www.favite.com"
"=""3543""","州巧","1","http://www.jochu.com/Stakeholder.html"
"=""3545""","敦泰","4","http://www.focaltech-electronics.com"
"=""3550""","聯穎","1","http://www.copartner.com.tw/front/bin/cglist.phtml?Category=101793"
"=""3557""","嘉威","1","www.jiaweils.com"
"=""3563""","牧德","1","www.machvision.com.tw"
"=""3576""","聯合再生","2","http://www.urecorp.com"
"=""3583""","辛耘","4","www.scientech.com.tw/zh-hant/pages/%E6%8A%95%E8%B3%87%E4%BA%BA%E5%8F%8A%E5%88%A9%E5%AE%B3%E9"
"=""3588""","通嘉","1","www.leadtrend.com.tw"
"=""3591""","艾笛森","5","https://www.edison-opto.com/stakeholders_tw_1.php"
"=""3592""","瑞鼎","4","https://esg.rad-ic.com/esg/link/stakeholder-engagement/"
"=""3593""","力銘","1","https://www.logah.com/corporate-social-responsibility/interested-parties/"
"=""3596""","智易","3","www.arcadyan.com/contentpage.aspx?type=infocontent&L2id=171&infoid=56"
"=""3605""","宏致","1","www.acesconn.com"
"=""3607""","谷崧","1","www.coxongroup.com/?page_id=1764"
"=""3617""","碩天","2","https://www.cyberpower.com/tw/zh/investor/corporate"
"=""3622""","洋華","1","http://www.yfo.com.tw/index.php?option=com_content&task=view&id=88&Itemid=97"
"=""3645""","達邁","1","https://www.taimide.com.tw/zh/article-835818"
"=""3652""","精聯","1","http://tw.ute.com/investor-relationship.php?rbu=2"
"=""3653""","健策","1","www.jentech.com.tw/#!stakeholder/cf38"
"=""3661""","世芯-KY","4","www.alchip.com"
"=""3665""","貿聯-KY","14","http://www.bizlinktech.com"
"=""3669""","圓展","2","tw.aver.com/page/IR-Contacts"
"=""3673""","TPK-KY","2","http://www.tpk.com"
"=""3679""","新至陞","1","https://www.nishoku.com.tw/zh-TW/Investor/Relationship"
"=""3686""","達能","1","http://www.danentech.com/investor_cir.aspx"
"=""3694""","海華","1","http://www.azurewave.com/shareholder-service.html"
"=""3701""","大眾控","1","https://www.ficg.com.tw/investor-service/"
"=""3702""","大聯大","5","http://www.wpgholdings.com/stakeholder/index/zhtw"
"=""3703""","欣陸","6","http://www.continental-holdings.com"
"=""3704""","合勤控","2","http://www.zyxelgroup.com/stakeholder.php"
"=""3705""","永信","2","www.yungshingroup.com/category/main.aspx?r=5"
"=""3706""","神達","2","https://www.mitac.com/zh-TW/stakeholders/index"
"=""3708""","上緯投控","2","http://www.swancor.com/tw/"
"=""3711""","日月光投控","19","http://www.aseglobal.com/ch/csr/stakeholder_engagement"
"=""3712""","永崴投控","4","https://reurl.cc/MO6GnK"
"=""3714""","富采","5","https://www.ennostar.com/contact"
"=""3715""","定穎投控","8","https://www.dynaholding.com"
"=""4104""","佳醫","2","https://reurl.cc/XmmZgD"
"=""4106""","雃博","2","https://tw.wellell.com/zh-tw/esg-area/materiality"
"=""4108""","懷特","1","http://www.phytohealth.com.tw/stakeholder.php"
"=""4119""","旭富","2","http://www.sci-pharmtech.com.tw/csr/cmp.html"
"=""4133""","亞諾法","1","https://www.abnova.com/zh-tw/html/milestone"
"=""4137""","麗豐-KY","5","www.chlitina.com"
"=""4142""","國光生","1","http://www.adimmune.com.tw/investors.php?catID=11"
"=""4148""","全宇生技-KY","1","www.allcosmos.com"
"=""4155""","訊映","1","無"
"=""4164""","承業醫","2","www.chcg.com/stakeholders-interaction-operation/"
"=""4190""","佐登-KY","1","https://www.jourdeness.com"
"=""4306""","炎洲","2","http://www.ycgroup.tw/contact.php"
"=""4414""","如興","1","http://www.roohsing.com.tw/zh-tw/shareholder_interested_parties.php"
"=""4426""","利勤","1","http://www.li-cheng.com.tw"
"=""4438""","廣越","1","http://www.qve.com.tw/investor/governanceStakeholder/Default.aspx"
"=""4439""","冠星-KY","1","http://www.tstco.com.hk"
"=""4440""","宜新實業","1","http://www.yishin-textile.com.tw"
"=""4526""","東台","1","http://www.tongtai.com.tw/tw/stakeholder.php"
"=""4532""","瑞智","1","https://www.rechi.com/Stakeholder/connection"
"=""4536""","拓凱","2","http://www.topkey.com.tw/www/_chinese/10_responsibility/01_detail.php?pid=6"
"=""4540""","全球傳動","2","www.tbimotion.com.tw"
"=""4545""","銘鈺","1","https://www.mapi.com.tw"
"=""4551""","智伸科","10","http://www.global.com.tw"
"=""4552""","力達-KY","1","www.lidaholdings.com"
"=""4555""","氣立","1","https://www.chelic.com/"
"=""4557""","永新-KY","1","www.yusin.com"
"=""4560""","強信-KY","1","www.strongh.tw"
"=""4562""","穎漢","1","http://www.ylm.com.tw"
"=""4564""","元翎","1","http://www.twmosa.com/"
"=""4566""","時碩工業","5","http://www.globaltek.com.tw"
"=""4569""","六方科-KY","2","https://sixxontech.com/zh-hant/投資人關係/"
"=""4571""","鈞興-KY","4","http://www.khgears.com/ft/lihai.php"
"=""4572""","駐龍","1","http://www.drewloong.com.tw/?p=273"
"=""4576""","大銀微系統","2","http://www.hiwinmikro.tw"
"=""4581""","光隆精密-KY","2","www.wkgroup.com"
"=""4583""","台灣精銳","1","https://www.apexdyna.com"
"=""4588""","玖鼎電力","1","www.archmeter.com"
"=""4720""","德淵","2","http://www.texyear.com/zh-tw/corporate_stakeholder.php"
"=""4722""","國精化","1","www.qualipoly.com.tw"
"=""4736""","泰博","1","http://www.taidoc.com.tw/taidoc-stakeholder.html"
"=""4737""","華廣","1","http://www.bionime.com.tw/InterestedParties.php"
"=""4739""","康普","2","http://www.coremaxcorp.com/zh-tw/stakeholders"
"=""4746""","台耀","4","http://www.formosalab.com/tw/investors4_1.php?csrtype=6"
"=""4755""","三福化","1","www.sfchem.com.tw"
"=""4763""","材料-KY","4","www.acetekgroup.com"
"=""4764""","雙鍵","1","https://www.dbc.com.tw/tw/invest.php"
"=""4766""","南寶","6","https://www.nanpao.com.tw/csr-show.aspx?id=48"
"=""4770""","上品","7","https://www.alliedsupreme.com/tw/csr-22"
"=""4771""","望隼","2","https://www.vizionfocus.com/"
"=""4807""","日成-KY","1","http://www.regaljewelrygroup.com/TW/InterestedParties/ugC_InterestedParties.asp"
"=""4904""","遠傳","11","https://corporate.fetnet.net/content/corp/tw/CSR/Stakeholder/Stakeholder.html"
"=""4906""","正文","1","https://www.gemteks.com/ir/contact"
"=""4912""","聯德控股-KY","1","http://www.lemtech.com/investor-relations-category/stakeholder-engagement"
"=""4915""","致伸","9","http;//www.primax.com.tw/investor.htm"
"=""4916""","事欣科","1","http://www.pec.tw/web/stakeholder"
"=""4919""","新唐","4","www.nuvoton.com"
"=""4927""","泰鼎-KY","4","https://www.apex-intl.com.tw/esg/stakeholder-engagement"
"=""4930""","燦星網","2","http://www.starcomgistic.com"
"=""4934""","太極","1","http//www.tainergy.com"
"=""4935""","茂林-KY","2","https://www.glthome.com.tw/responsibility-59"
"=""4938""","和碩","7","http://www.pegatroncorp.com/csr/view/id/5/lang/zh_TW"
"=""4942""","嘉彰","1","http://www.chiachang.com/ChiaGroup/profile_5d.aspx"
"=""4943""","康控-KY","1","http://www.concraft.com.tw/traditional_chinese/about_us_stakeholder_engagement.html"
"=""4949""","有成精密","1","http://www.wwpt.com.tw/"
"=""4952""","凌通","1","http://www.generalplus.com/stakeholder_appl.php"
"=""4956""","光鋐","1","http://www.epileds.com.tw/stakeholder_contact.aspx"
"=""4958""","臻鼎-KY","12","www.zdtco.com"
"=""4960""","誠美材","2","http://www.cmmt.com.tw/stakeholder.php?lang=zh"
"=""4961""","天鈺","4","https://www.fitipower.com/stakeholder/communication"
"=""4967""","十銓","1","www.teamgroupinc.com/tw/investors/csr/stakeholder/"
"=""4968""","立積","4","https://www.richwave.com.tw/zh/page.aspx?Id=21"
"=""4976""","佳凌","1","http://www.calin.com.tw/sha.php?m=ins"
"=""4977""","眾達-KY","1","www.pcltech.com/cht/01-5.htm"
"=""4989""","榮科","1","http://www.lcyt.com.tw"
"=""4994""","傳奇","2","http://www.x-legend.tw/03financials/financials_15.php"
"=""4999""","鑫禾","1","http://www.sinher.com.tw/tw/7?action=info"
"=""5007""","三星","1","http://www.sanshing.com.tw/company8.html"
"=""5203""","訊連","6","www.cyberlink.com"
"=""5215""","科嘉-KY","1","http://www.koja.com.tw"
"=""5222""","全訊","2","http://www.transcominc.com.tw/Chinese/investorRelations.php"
"=""5225""","東科-KY","1","https://eastech.com"
"=""5234""","達興材料","1","https://www.daxinmat.com/?sn=1028&lang=zh-TW"
"=""5243""","乙盛-KY","2","https://www.eson.tw/index.php?c=category&id=84"
"=""5244""","弘凱","2","www.brightek.com"
"=""5258""","虹堡","2","https://www.castlestech.com/zh-hant/%e9%97%9c%e6%96%bc%e6%88%91%e5%80%91/%e6%b0%b8%e7%ba%8c%e7%99%bc"
"=""5269""","祥碩","4","https://www.asmedia.com.tw/zh-Hant/investors-page/071yQ84xz2Tg7npd"
"=""5283""","禾聯碩","1","www.heran.com.tw"
"=""5284""","jpp-KY","5","http://www.jppholding.com/10-1.html"
"=""5285""","界霖","1","http://www.jihlin.com.tw/contacts.php?page=2"
"=""5288""","豐祥-KY","4","http://www.eurocharm.com.tw/about/?lang=zh-hant"
"=""5292""","華懋","0","http://www.dtech-group.com"
"=""5306""","桂盟","4","www.kmc-international.com"
"=""5388""","中磊","6","https://www.sercomm.com/tw/sustainability"
"=""5434""","崇越","4","http://www.topco-global.com/webfront/pages/Invertor2.aspx"
"=""5469""","瀚宇博","1","http://tw.hannstarboard.com/investor_relations/"
"=""5471""","松翰","5","http://www.sonix.com.tw/article-tw-1121-7628"
"=""5484""","慧友","1","https://ir.everfocus.com.tw/IR.asp#A01"
"=""5515""","建國","2","http://www.ckgroup.com.tw/responsibility/"
"=""5519""","隆大","2","www.longda.com.tw"
"=""5521""","工信","1","http://www.kseco.com.tw/tw/related.html"
"=""5522""","遠雄","2","http://www.farglory-land.com.tw/"
"=""5525""","順天","1","www.sweeten.com.tw"
"=""5531""","鄉林","1","http://www.shininggroup.com.tw"
"=""5533""","皇鼎","1","https://www.founding.com.tw/stakeholder.php"
