"報告年度:2023","議題:溫室氣體排放"
"公司代號","公司名稱","直接(範疇一)溫室氣體排放量-數據(公噸CO₂e)","直接(範疇一)溫室氣體排放量-資料邊界","直接(範疇一)溫室氣體排放量-確信範圍","能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e)","能源間接(範疇二)溫室氣體排放量-資料邊界","能源間接(範疇二)溫室氣體排放量-確信範圍","其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e)","其他間接(範疇三)溫室氣體排放量-資料邊界","其他間接(範疇三)溫室氣體排放量-確信範圍","溫室氣體排放密集度-密集度(公噸CO₂e/百萬元營業額)"
"=""8210""","勤誠","837.5600","溫室氣體盤查邊界: 勤誠總部、嘉義廠、勤昆廠、前盛廠、勤鋒廠、美國辦公室","確信範圍: 勤誠總部、嘉義廠、勤鋒廠","8,192.9280","溫室氣體盤查邊界: 勤誠總部、嘉義廠、勤昆廠、前盛廠、勤鋒廠、美國辦公室","確信範圍: 勤誠總部、嘉義廠、勤鋒廠","5,245.6784","溫室氣體盤查邊界: 勤誠總部、嘉義廠、勤鋒廠","確信範圍: 勤誠總部、嘉義廠、勤鋒廠","0.8000"
"=""8213""","志超","11,969.2340","志超科技平鎮廠(母公司)、高雄廠(志昱科技)、無錫廠、中山廠、遂寧廠","志超科技平鎮廠(母公司)、及中國區子公司(無錫廠、中山廠、遂寧廠)","232,442.5390","志超科技平鎮廠(母公司)、高雄廠(志昱科技)、無錫廠、中山廠、遂寧廠 ","志超科技平鎮廠(母公司)、中國區子公司(無錫廠、中山廠、遂寧廠)","267,851.5620","志超科技平鎮廠(母公司)、高雄廠(志昱科技)、無錫廠、中山廠、遂寧廠","志超科技平鎮廠(母公司)、中國區子公司(無錫廠、中山廠、遂寧廠)","12.9100"
"=""8215""","明基材","17,153.4237","桃園廠區、雲林廠區及大陸廠區","桃園廠區、雲林廠區及大陸廠區","24,590.5770","桃園廠區、雲林廠區及大陸廠區","桃園廠區、雲林廠區及大陸廠區","31,090.8841","桃園廠區、雲林廠區及大陸廠區","桃園廠區、雲林廠區及大陸廠區","2.4372"
"=""8222""","寶一","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8249""","菱光","12.8761","母公司","N/A","127.7429","母公司","N/A","N/A","N/A","N/A","0.0460"
"=""8261""","富鼎","33.7257","合併財務報表之母子公司","合併財務報表之母子公司","520.8003","合併財務報表之母子公司","合併財務報表之母子公司","345.9853","合併財務報表之母子公司","合併財務報表之母子公司","0.1945"
"=""8271""","宇瞻","125.2509","母公司","母公司","1,765.0065","母公司","母公司","389.1529","母公司","母公司","0.2478"
"=""8341""","日友","113,343.2670","母公司(雲林廠及彰濱廠)","N/A","11,226.5600","母公司(雲林廠及彰濱廠)","N/A","N/A","N/A","N/A","N/A"
"=""8367""","建新國際","5,726.5300","僅母公司","N/A","1,143.9000","僅母公司","N/A","N/A","N/A","N/A","4.6300"
"=""8374""","羅昇","282.6900","僅母公司","N/A","92.9200","僅母公司","N/A","N/A","N/A","N/A","432.2200"
"=""8404""","百和興業-KY","37,283.5800","江蘇百宏複合材料科技股份有限公司、東莞百宏實業有限公司、越南百宏責任有限公司","江蘇百宏複合材料科技股份有限公司、東莞百宏實業有限公司、越南百宏責任有限公司","36,672.8100","江蘇百宏複合材料科技股份有限公司、東莞百宏實業有限公司、越南百宏責任有限公司","江蘇百宏複合材料科技股份有限公司、東莞百宏實業有限公司、越南百宏責任有限公司","958.3700","江蘇百宏複合材料科技股份有限公司、東莞百宏實業有限公司、越南百宏責任有限公司","江蘇百宏複合材料科技股份有限公司(生活廢棄物處理、危險廢棄物處理及生產廢水汙泥處理)、東莞百宏實業有限公司(宿舍用電、生活廢棄物處理、危險廢棄物處理)、越南百宏責任有限公司(生活廢棄物處理、危險廢棄物處理及生產廢水汙泥處理)","14.1100"
"=""8411""","福貞-KY","10,176.1700","本公司(福貞控股)及所屬轉投資孫公司(「鼎新金屬股份有限公司」、「鼎立金屬包裝股份有限公司」、「福建福貞金屬包裝有限公司」、「福建福天食品有限公司」、「山東福貞金屬包裝有限公司」)作為揭露範疇","N/A","29,545.5900","本公司(福貞控股)及所屬轉投資孫公司(「鼎新金屬股份有限公司」、「鼎立金屬包裝股份有限公司」、「福建福貞金屬包裝有限公司」、「福建福天食品有限公司」、「山東福貞金屬包裝有限公司」)作為揭露範疇","N/A","N/A","N/A","N/A","6.6213"
"=""8422""","可寧衛","8,968.1569","可寧衛、吉衛、大寧、岡聯事業、上評資源循環、大倉、可寧衛企業","可寧衛、吉衛、大寧、岡聯事業、上評資源循環、大倉、可寧衛企業","14,343.4636","可寧衛、吉衛、大寧、岡聯事業、上評資源循環、大倉、可寧衛企業","可寧衛、吉衛、大寧、岡聯事業、上評資源循環、大倉、可寧衛企業","7,669.5440","可寧衛、吉衛、大寧、岡聯事業、上評資源循環、大倉、可寧衛企業","可寧衛、吉衛、大寧、岡聯事業、上評資源循環、大倉、可寧衛企業","7.2600"
"=""8429""","金麗-KY","30.5200","包含合併財務報表之母子公司","N/A","667.0300","包含合併財務報表之母子公司 ","N/A","6.9800","包含合併財務報表之母子公司","N/A","N/A"
"=""8438""","昶昕","909.7182","大園一廠、大園廠、海湖廠、蘆竹廠、含銅廢液廠","N/A","15,437.6664","大園一廠、大園廠、海湖廠、蘆竹廠、含銅廢液廠","N/A","1,262.3136","大園一廠、大園廠、海湖廠、蘆竹廠、含銅廢液廠","N/A","5.7525"
"=""8442""","威宏-KY","1,406.0000","合併財務報表之母子公司","N/A","6,592.7000","合併財務報表之母子公司","N/A","9.1000","母公司","N/A","1.0000"
"=""8443""","阿瘦","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8454""","富邦媒","1,815.7027","momo 100% 營運控制據點及國內子公司(富立人身、富立綜保、千卉國際、富昇物流、富美康健)","momo 100% 營運控制據點及國內子公司(富立人身、富立綜保、千卉國際、富昇物流、富美康健)","13,534.7076","momo 100% 營運控制據點及國內子公司(富立人身、富立綜保、千卉國際、富昇物流、富美康健)","momo 100% 營運控制據點及國內子公司(富立人身、富立綜保、千卉國際、富昇物流、富美康健)","1,416,777.1306","momo 100% 營運控制據點及國內子公司(富立人身、富立綜保、千卉國際、富昇物流、富美康健)","momo 100% 營運控制據點及國內子公司(富立人身、富立綜保、千卉國際、富昇物流、富美康健)","0.1390"
"=""8462""","柏文","1,120.6300","包含合併財務報表之母子公司","N/A","26,095.3000","包含合併財務報表之母子公司","N/A","N/A","N/A","N/A","6.3352"
"=""8463""","潤泰材","630,161.4387","母公司個體(涵蓋所有營運據點)","母公司個體(涵蓋所有營運據點)","49,414.9361","母公司個體(涵蓋所有營運據點)","母公司個體(涵蓋所有營運據點)","N/A","N/A","N/A","170.4053"
"=""8464""","億豐","1,330.0000","台灣總公司和彰化廠(膠管)、中國大陸東莞泛昌廠(百葉簾)、東莞億豐廠(百葉窗)、東莞兆豐廠(軟質窗簾)、山東五蓮廠(木質零組件)、柬埔寨三豐廠(百葉簾)、美國達拉斯廠(百葉簾、軟質窗簾輕型組裝)","台灣總公司和彰化廠(膠管)、中國大陸東莞泛昌廠(百葉簾)、東莞億豐廠(百葉窗)、東莞兆豐廠(軟質窗簾)、山東五蓮廠(木質零組件)、柬埔寨三豐廠(百葉簾)、美國達拉斯廠(百葉簾、軟質窗簾輕型組裝)","44,338.0000","台灣總公司和彰化廠(膠管)、中國大陸東莞泛昌廠(百葉簾)、東莞億豐廠(百葉窗)、東莞兆豐廠(軟質窗簾)、山東五蓮廠(木質零組件)、柬埔寨三豐廠(百葉簾)、美國達拉斯廠(百葉簾、軟質窗簾輕型組裝)","台灣總公司和彰化廠(膠管)、中國大陸東莞泛昌廠(百葉簾)、東莞億豐廠(百葉窗)、東莞兆豐廠(軟質窗簾)、山東五蓮廠(木質零組件)、柬埔寨三豐廠(百葉簾)、美國達拉斯廠(百葉簾、軟質窗簾輕型組裝)","81,655.0000","中國大陸東莞億豐廠(百葉窗)、東莞兆豐廠(軟質窗簾)","中國大陸東莞億豐廠(百葉窗)、東莞兆豐廠(軟質窗簾)","1.7000"
"=""8466""","美吉吉-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8467""","波力-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8473""","山林水","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8476""","台境","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8478""","東哥遊艇","432.6900","台灣營運據點","N/A","1,614.1800","台灣營運據點","N/A","N/A","N/A","N/A","0.3200"
"=""8481""","政伸","87.6407","僅母公司","僅母公司","1,298.9434","僅母公司","僅母公司","449.9660","僅母公司","僅母公司","2.5131"
"=""8482""","商億-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8487""","愛爾達","9.0000","母公司(本公司無子公司)","N/A","450.0000","母公司(本公司無子公司)","N/A","N/A","N/A","N/A","0.4740"
"=""8488""","吉源-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8499""","鼎炫-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8926""","台汽電","336,811.8194","僅母公司(台汽電官田廠)","僅母公司(台汽電官田廠)","357.6560","僅母公司(台汽電官田廠)","僅母公司(台汽電官田廠)","N/A","N/A","N/A","141.7166"
"=""8940""","新天地","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8996""","高力","271.0538","合併財務報表之母子公司","合併財務報表之母子公司","8,851.4510","合併財務報表之母子公司","合併財務報表之母子公司","19,319.4109","合併財務報表之母子公司","合併財務報表之母子公司","2.1100"
"=""9802""","鈺齊-KY","3,744.6300","台灣總部、中國和誠廠、柬埔寨齊鼎廠、越南鈺齊廠","N/A","39,929.2600","台灣總部、中國和誠廠、柬埔寨齊鼎廠、越南鈺齊廠","N/A","66.6400","台灣總部、中國和誠廠、柬埔寨齊鼎廠、越南鈺齊廠","N/A","N/A"
"=""9902""","台火","22.6451","包含合併財務報表之母子公司","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""9904""","寶成","44,800.0000","包含母公司個體及子公司製鞋業務範圍","母公司個體","457,200.0000","包含母公司個體及子公司製鞋業務範圍，採用市場基準排放量","母公司個體","18,685.6400","主要盤查產品(成品鞋)下游運輸，與母公司員工航空差旅等兩個項目。","母公司員工航空差旅項目","3.1827"
"=""9905""","大華","3,670.0488","僅母公司","N/A","8,965.9732","僅母公司","N/A","N/A","N/A","N/A","6.0419"
"=""9906""","欣巴巴","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""9907""","統一實","27,921.0000","母公司個體(包含:台灣個體一廠及二廠)","母公司個體(包含:台灣個體一廠及二廠)","63,609.0000","母公司個體(包含:台灣個體一廠及二廠)","母公司個體(包含:台灣個體一廠及二廠)","N/A","N/A","N/A","7.5892"
"=""9908""","大台北","19,082.5289","母公司三棟大樓自用樓層及內湖工務部","N/A","914.5559","母公司三棟大樓自用樓層及內湖工務部","N/A","125.9820","母公司三棟大樓自用樓層及內湖工務部","N/A","5.8763"
"=""9910""","豐泰","14,082.0000","包含豐泰集團總部及各地區子公司，但不包含控股等關係企業，亦不包含於 2023 年 12 月才開始投產之 Vietnam Nam Ha Footwear Company Limited 及 India Tindivanam Footwear Private Limited 兩家子公司。","豐泰集團總部","204,820.0000","包含豐泰集團總部及各地區子公司，但不包含控股等關係企業，亦不包含於 2023 年 12 月才開始投產之 Vietnam Nam Ha Footwear Company Limited 及 India Tindivanam Footwear Private Limited 兩家子公司。","豐泰集團總部","N/A","N/A","N/A","2.5523"
"=""9911""","櫻花","679.7335","盤查邊界為本公司國內各工廠、國內屬本公司組織。","N/A","3,043.1378","盤查邊界為本公司國內各工廠、國內屬本公司組織。","N/A","N/A","N/A","N/A","0.4398"
"=""9912""","偉聯","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""9914""","美利達","1,582.0964","母公司","N/A","3,988.1001","母公司","N/A","6,494.2730","母公司","N/A","0.6030"
"=""9917""","中保科","3,693.7098","總公司旗下據點及分公司","總公司旗下據點及分公司","5,141.1815","總公司旗下據點及分公司","總公司旗下據點及分公司","N/A","N/A","N/A","1.0000"
"=""9918""","欣天然","N/A","N/A","N/A","192.4800","欣欣大樓","N/A","N/A","N/A","N/A","0.1006"
"=""9919""","康那香","2,684.8781","佳里廠: 臺南市佳里區民安里同安寮77-1號 口寮廠: 臺南市將軍區將軍里三吉66之1號 佳里三廠: 臺南市將軍區苓仔寮里源頭1-2號","合理保證等級及5%實質性等級","14,350.6440","佳里廠: 臺南市佳里區民安里同安寮77-1號 口寮廠: 臺南市將軍區將軍里三吉66之1號 佳里三廠: 臺南市將軍區苓仔寮里源頭1-2號","合理保證等級及5%實質性等級","245.7622","佳里廠: 臺南市佳里區民安里同安寮77-1號 口寮廠: 臺南市將軍區將軍里三吉66之1號 佳里三廠: 臺南市將軍區苓仔寮里源頭1-2號","合理保證等級及5%實質性等級","1.8300"
"=""9921""","巨大","9,474.0901","台灣據點","台灣據點","16,880.1065","台灣據點","台灣據點","170,525.1762","台灣據點","台灣據點","0.7857"
"=""9924""","福興","417.2326","高雄市岡山區本洲里育才路88號","N/A","6,388.8660","高雄市岡山區本洲里育才路88號","N/A","4,947.8058","高雄市岡山區本洲里育才路88號","N/A","1.7393"
"=""9925""","新保","2,218.2562","涵蓋台灣新光保全股份有限公司共67個據點","母公司","2,362.7659","涵蓋台灣新光保全股份有限公司共67個據點","母公司","2,992.1408","涵蓋台灣新光保全股份有限公司共67個據點","母公司","1.2391"
"=""9926""","新海","114.0700","母公司","N/A","437.7300","母公司","N/A","245.5300","母公司","N/A","0.2400"
"=""9927""","泰銘","13,736.1091","母公司","N/A","4,769.2736","母公司","N/A","N/A","N/A","N/A","2.6636"
"=""9928""","中視","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""9929""","秋雨","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0000"
"=""9930""","中聯資源","67,664.1760","涵蓋母公司全台灣地區各廠(場)站","涵蓋母公司全台灣地區各廠(場)站","66,971.7119","涵蓋母公司全台灣地區各廠(場)站","涵蓋母公司全台灣地區各廠(場)站","291,700.9232","涵蓋母公司全台灣地區各廠(場)站","涵蓋母公司全台灣地區各廠(場)站","12.1461"
"=""9931""","欣高","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""9933""","中鼎","4,247.8641","中鼎工程100%所有營運據點","中鼎工程100%所有營運據點","5,245.6724","中鼎工程100%所有營運據點","中鼎工程100%所有營運據點","592,198.8965","中鼎工程100%所有營運據點","中鼎工程100%所有營運據點","0.2068"
