"報告年度:2024","議題:溫室氣體排放"
"公司代號","公司名稱","直接(範疇一)溫室氣體排放量-數據(公噸CO₂e)","直接(範疇一)溫室氣體排放量-資料邊界","直接(範疇一)溫室氣體排放量-確信範圍","直接(範疇一)溫室氣體排放量-確信意見","能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e)","能源間接(範疇二)溫室氣體排放量-資料邊界","能源間接(範疇二)溫室氣體排放量-確信範圍","能源間接(範疇二)溫室氣體排放量-確信意見","其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e)","其他間接(範疇三)溫室氣體排放量-活動類別","其他間接(範疇三)溫室氣體排放量-資料邊界","其他間接(範疇三)溫室氣體排放量-確信範圍","其他間接(範疇三)溫室氣體排放量-確信意見","溫室氣體排放密集度-密集度(公噸CO₂e/百萬元營業額)","溫室氣體減量目標、策略及具體行動計畫-溫室氣體減量基準年及其數據、減量目標","溫室氣體減量目標、策略及具體行動計畫-溫室氣體減量策略及具體行動計畫","溫室氣體減量目標、策略及具體行動計畫-溫室氣體減量目標達成情形"
"=""6771""","平和環保-創","505.9457","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","有限確信","2,814.5124","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","有限確信","N/A","","N/A","N/A","","5.2291","","",""
"=""6776""","展碁國際","34.9600","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","629.8300","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","N/A","","N/A","N/A","","0.0000","展碁遵循集團整合能源與氣候變遷策略，預計於2035年達成RE100的目標，亦以科學為基礎之目標（SBT）的方法學，制定長期的減碳目標，期於 2030 年達成營運碳排放相較於 2019 年減碳 50%。","•減碳行動：導入節能技術、提高再生能源比率、落實碳中和目標（Net Zero）。 •原料替代：改用低碳、可持續材料，降低產品生命週期的環境負擔。","2024年度，公司成功將營運碳密集度（單位營收碳排放量）前年下降7.1%，並計劃在2030年前達成50%的減排目標。"
"=""6781""","AES-KY","174.3372","已完成母公司,申報數據包含母公司及部分子公司(兆普、嘉普、太普常熟)，太普越南尚在建廠階段，待實際生產後盤查。","已完成母公司,申報數據包含母公司及部分子公司(兆普、嘉普、太普常熟)，太普越南尚在建廠階段，待實際生產後盤查。","合理保證等級","1,628.2567","已完成母公司,申報數據包含母公司及部分子公司(兆普、嘉普、太普常熟)，太普越南尚在建廠階段，待實際生產後盤查。","已完成母公司,申報數據包含母公司及部分子公司(兆普、嘉普、太普常熟)，太普越南尚在建廠階段，待實際生產後盤查。","合理保證等級","118,707.2979","購買之商品及勞務,與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送","已完成母公司,申報數據包含母公司及部分子公司(兆普、嘉普、太普常熟)，太普越南尚在建廠階段，待實際生產後盤查。","已完成母公司,申報數據包含母公司及部分子公司(兆普、嘉普、太普常熟)，太普越南尚在建廠階段，待實際生產後盤查。","合理保證等級","0.1796","以2020年範疇一和二排放量7,159公噸CO2e為基準，2030年範疇一和二絕對溫室氣體排放量較2020年基準年降低51%。","1. 減量投資：在氣候變遷之減緩/調適投入費用，主要包含太陽能板設置、碳盤查及查證、永續環保提案改善活動等費用。 2. 產品或服務帶給客戶或消費者之減碳效益：因應全球低碳能源轉型，透過設置屋頂型太陽能光電、簽訂再生能源購電協議及採購再生能源憑證提升再生能源占比，逐步達成2040 年RE 100目標。2024年於廠內設置太陽能發電系統自發自用，發電量計3,582,341度，並購買再生能源憑證 (GEC) 計5,764,000度，共計減少溫室氣體排放4,242公噸CO2e。","2024年範疇一和二排放量為1,803公噸CO2e，相較2020年範疇一和二排放量7,159公噸CO2e，絕對減量75% (5,356公噸CO2e)。"
"=""6782""","視陽","14.0000","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","有限確信","21,095.0000","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","有限確信","4,176.0000","購買之商品及勞務","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","有限確信","5.7500","","",""
"=""6789""","采鈺","5,235.0284","已完成母公司","已完成母公司","合理保證等級","30,753.0655","已完成母公司","已完成母公司","合理保證等級","32,350.6204","購買之商品及勞務,與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,員工通勤,下游運輸及配送,下游租賃資產","已完成母公司","已完成母公司","有限保證等級","3.5981","1. 現址式高效破壞削減設備（Local scrubber, LSC）尾氣削減率：2025年LSC尾氣削減率>90%；2027年LSC尾氣削減率>95%；2030年LSC尾氣削減率>98%。 2. 再生能源採購目標，持續積極參與再生能源的使用與購買，以達淨零排放之目標：2025年再生能源使用率26%；2030年再生能源使用率40%；2050年再生能源使用率100%。","1. 力行尾氣削減最大化，以減少範疇一溫室氣體排放。 2. 密切關注與RE100全球再生能源倡議等各項氣候行動，積極參與再生能源的使用與購買。","力行尾氣削減最大化為2025年度起新設目標，尚未統計目標達成率。2024年采鈺公司新竹廠及龍潭廠再生能源使用率為37.1%，優於目標值(目標值>24%)。"
"=""6790""","永豐實","62,865.5136","已完成合併財務報表之母子公司","包含台灣及大陸之紙品及潔品全數生產據點","合理保證等級","138,820.4419","已完成合併財務報表之母子公司","包含台灣及大陸之紙品及潔品全數生產據點","合理保證等級","62,322.8100","購買之商品及勞務,資本財,與燃料及能源相關活動（未納入範疇1或範疇2）,營運中產生之廢棄物,商務旅行","永豐餘消費品實業股份有限公司、永昇圃農業生物科技股份有限公司","永豐餘消費品實業股份有限公司、永昇圃農業生物科技股份有限公司","有限保證等級","18.5100","本公司以 2018 年為基準年 ( 每公噸產品排放1.27 公噸CO2e)，目標邊界範疇為台灣主要紙品工廠，訂定減排目標（範疇一 + 範疇二）溫室氣體排放密度達到2025 年減碳5 %，2030 年減碳8 %，2050 年淨零碳排。","本公司的因應策略及具體行動計畫為： (1) 以單位耗能作加入生產指標，定期檢視，並列入設備更新的中長期規劃。 (2) 廠區節能措施、能源系統追蹤及管理，廠區節能措施、能源系統追蹤及管理，提高能源效率。 (3) 以替代燃料「代煤」為核心工作，持續擴大天然氣等低碳能源使用。 (4) 持續落實循環經濟推動。","2024 年1.06 ( 公噸產品/ 公噸CO2e)，較基準年（2018）降減17%。"
"=""6792""","詠業","208.7386","已完成母公司,詠業科技詠榮廠、詠智廠、台南廠及詠業科技(深圳)有限公司","詠業科技詠榮廠、詠智廠、台南廠及詠業科技(深圳)有限公司","合理保證等級","4,588.4877","已完成母公司,詠業科技詠榮廠、詠智廠、台南廠及詠業科技(深圳)有限公司","已完成母公司,詠業科技詠榮廠、詠智廠、台南廠及詠業科技(深圳)有限公司","合理保證等級","1,379.8124","購買之商品及勞務,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送","已完成母公司,詠業科技詠榮廠、詠智廠、台南廠及詠業科技(深圳)有限公司","已完成母公司,詠業科技詠榮廠、詠智廠、台南廠及詠業科技(深圳)有限公司","有限保證等級","5.0222","以2024年為基準年，2026年溫室氣體排放強度減少3%，2030年溫室氣體排放強度減少10%","通過ISO 14064-1組織型溫室氣體盤查查證 能源消耗量	：以2024年為基準年，2026年用電密集度減少1%，2030年用電密集度減少2% 用水量：	以2024年為基準年，2026年用水強度減少3%，2030年用水強度減少10% 廢棄物減量	：•2026年廢棄物回收再利用率達30%                              •2030年廢棄物回收再利用率達40%                              •2035年廢棄物回收再利用率達55% ","範疇一+範疇二排放量為4,797.23公噸CO2e，較2023年減量9.27%"
"=""6794""","向榮生技-創","5.0700","已完成母公司","N/A","","902.6700","已完成母公司","N/A","","N/A","","N/A","N/A","","0.0573","","",""
"=""6796""","晉弘","19.3200","已完成母公司","N/A","","482.4000","已完成母公司","N/A","","N/A","","N/A","N/A","","0.9310","為持續達成國際減量趨勢，本公司以112年為基準，設定近三年年碳排量增加不超過基準之5%之目標，詳公司網頁永續環境相關說明。","","113年已達成112年基準年之目標。"
"=""6799""","來頡","7.7898","已完成母公司","N/A","","83.4869","已完成母公司","N/A","","17.1377","與燃料及能源相關活動（未納入範疇1或範疇2）","已完成母公司","N/A","","0.1006","本公司範疇一溫室氣體排放主要來自冰箱、實驗室設備及空調等冷媒設備之逸散排放。由於此類設備之減量空間有限，未來將於設備汰換時優先考量選用全球暖化潛勢（GWP）值較低之冷媒，以逐步降低直接排放對環境之影響。","本公司範疇一溫室氣體排放主要來自冰箱、實驗室設備及空調等冷媒設備之逸散排放。由於此類設備之減量空間有限，未來將於設備汰換時優先考量選用全球暖化潛勢（GWP）值較低之冷媒，以逐步降低直接排放對環境之影響。","本公司因應氣候變遷，致力於推動以下策略： （一）落實溫室氣體盤查管理：2025年早於法遵年限導入GHG Protocol溫室氣體盤查，實施教育訓練提升同仁認知，完整掌握排放源，建立溫室氣體盤查資料庫以作為決策依據。 （二）推動節能減碳：於內部積極實施全體員工節約資源之教育宣導及巡迴檢查，避免資源（如水、電、紙張等）浪費，亦持續透過節電節水、減少一次性用品使用、推行無紙化電子簽核、紙張回收及垃圾分類等措施，強化日常節能行為。 （三）持續提升高效能技術研發能力：專注開發小體積、高效率、低待機功耗及高整合度之電源管理IC產品，協助客戶實現減碳效益，進一步實踐本公司節能減碳與永續發展之目標。"
"=""6805""","富世達","400.3100","已完成合併財務報表之母子公司","大陸地區","合理保證等級","5,112.7200","已完成合併財務報表之母子公司","大陸地區","合理保證等級","12,338.3400","資本財,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送,投資","臺灣地區、大陸地區","大陸地區","合理保證等級","0.6730","溫室氣體減量基準年及減量目標研擬中。","2024年度持續落實節能減排：全年進行節能管理，同時對各部門加強節約用電的意識宣傳，張貼宣傳標語，提高員工節電意識。在水資源管理方面，持續宣導節水觀念及節水設備改善，以提升水資源使用效率。在廢棄物管理方面積極落實資源回收分類，本公司亦訂有「廢棄物管理辦法」，積極管控各項環境指標。","溫室氣體減量基準年及減量目標研擬中。"
"=""6806""","森崴能源","87.6178","母公司+部分子公司","母公司+部分子公司","合理保證等級","178.7845","母公司+部分子公司","母公司+部分子公司","有限確信","142.9461","與燃料及能源相關活動（未納入範疇1或範疇2）,營運中產生之廢棄物,商務旅行,員工通勤","母公司+部分子公司","母公司+部分子公司","有限確信","0.3593","無","無","無"
"=""6807""","峰源-KY","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","","N/A","N/A","","0.0324","","",""
"=""6830""","汎銓","213.5410","已完成母公司","N/A","","4,273.7189","已完成母公司","N/A","","930.3949","購買之商品及勞務,與燃料及能源相關活動（未納入範疇1或範疇2）,營運中產生之廢棄物","已完成母公司","N/A","","2.7800","","",""
"=""6834""","天二科技","237.2654","已完成母公司","已完成母公司","有限確信","7,958.9383","已完成母公司","已完成母公司","有限確信","N/A","","N/A","N/A","","6.7127","","",""
"=""6835""","圓裕","1,622.5953","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","7,487.8133","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","13,270.7154","與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送,已銷售產品生命週期結束之處理","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","母公司：有限保證等級 子公司：合理保證等級","3.7368","","",""
