"報告年度:2024","議題:廢棄物管理"
"公司代號","公司名稱","有害廢棄物(公噸(t))-有害廢棄物(公噸(t))","非有害廢棄物(公噸(t))-非有害廢棄物(公噸(t))","總重量(有害+非有害)(公噸(t))-總重量(有害+非有害)(公噸(t))","資料邊界-資料邊界","廢棄物密集度-密集度(公噸/單位)","廢棄物密集度-單位","產品生產過程所製造之有害廢棄物回收百分比-產品生產過程所製造之有害廢棄物回收百分比","有害廢棄物之百分比-有害廢棄物之百分比","驗證標準-取得驗證"
"=""3045""","台灣大","0.0000","2,101.9014","2,101.9014","含合併財務報表之母子公司共29家","N/A","N/A","0.0000%","0.0000%","N/A"
"=""3046""","建碁","0.0000","3.3572","3.3572","含合併財務報表之母子公司","0.0005","公噸/百萬元營業額","","","N/A"
"=""3047""","訊舟","0.0000","30.0000","30.0000","母公司(台北總公司)","0.0115","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""3048""","益登","0.0000","39.7800","39.7800","一般辦公室相關營運生活垃圾及廢棧板","N/A","N/A","N/A","","N/A"
"=""3049""","精金","112.8000","1,115.3500","1,228.1000","本公司導入ISO 14001管理系統，建置事業廢棄物管理相關程序。  目前公司產出事業廢棄物種類分別為：非有害事業廢棄物、有害事業廢棄物，若未能妥善清理廢棄物，除對事業營運造成影響外，更會對環境有重大衝擊。因此，我們的營運活動皆依環境友善之概念，2024 年廢液回收率約81.1%；進行紙張重複再利用等相關循環經濟舉措；並依法委由國內合格廠商進行廢棄物清運及處理，以降低營運產生廢棄物對環境產生的負面衝擊。  確實掌握廢棄物的流向，確保所有廢棄物均合法且妥善處理或再利用，我們慎選廢棄物清除處理廠商(如:順倉、易增、致圓方正、岦陞等)，定期查訪收受【事業委託清理之相當注意義務認定準則】廢棄物之受託者，稽核其委託之廢棄物貯存、清除、處理、再利用之操作管理情形，並向事業負責人或其授權之人報告。生產端也投入廢棄物減量活動，提出製程技術改善專案，調整生產操作參數，提升鋁蝕刻劑循環使用量，藉此落實源頭減量。塑膠發泡包裝材，為玻璃面板最大宗的塑膠廢棄物，藉由回收包裝材清洗及整修方案，來提高包裝材妥善率及適用性，延長回收使用頻率，有效減少淘汰率，降低廢棄物產出。","N/A","N/A","93.4700%","9.1900%","ISO 14001"
"=""3050""","鈺德","146.4920","50.3400","196.8320","僅母公司","N/A","N/A","","","ISO 14001"
"=""3051""","力特","1.3000","499.8300","501.1300","母公司","0.2655","公噸/百萬元營業額","0.0000%","0.2600%","N/A"
"=""3052""","夆典","0.0000","0.6900","0.6900","範圍為企業總部(新北市新民街)辦公處所。","0.0003","公噸/百萬元營業額","","","企業總部(新北市新民街)溫室氣體盤查範疇三確信項目包含事業廢棄物所造成之排放。"
"=""3054""","立萬利","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""3055""","蔚華科","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""3056""","富華新","0.0000","0.0000","0.0000","資料涵蓋母公司及子公司總太營造","N/A","N/A","","","N/A"
"=""3057""","喬鼎","0.0000","5.6500","5.6500","母公司","0.0099","公噸/百萬元營業額","","","N/A"
"=""3058""","立德","34.3860","252.8660","287.2520","集團主要營運據點","0.1910","公噸/百萬元營業額","54.2300%","","N/A"
"=""3059""","華晶科","0.0000","50.0000","50.0000","新竹總部、台北辦公室","N/A","N/A","0.0000%","","N/A"
"=""3060""","銘異","0.0000","12.7900","12.7900","僅母公司桃園市龜山區範疇","N/A","N/A","","","ISO 14001"
"=""3062""","建漢","12.5070","223.7400","236.2470","台灣總部與越南製造中心","0.0700","公噸/百萬元營業額","100.0000%","","N/A"
"=""3090""","日電貿","N/A","N/A","13.1500","盤查範圍為日電貿公司/新店、中和","0.0075","公噸/百萬元營業額","N/A","","N/A"
"=""3092""","鴻碩","0.0000","20.1799","20.1799","合併財務報表重要子公司-鴻碩精密電工(湖北)有限公司","0.0104","公噸/百萬元營業額","","","ISO 9001,ISO 14001"
"=""3094""","聯傑","0.3960","0.0000","0.3960","母公司","0.0027","公噸/百萬元營業額","","","N/A"
"=""3130""","一零四","0.0000","42.9200","42.9200","包含新店總公司","0.0172","公噸/百萬元營業額","","","N/A"
"=""3138""","耀登","0.0000","6.1520","6.1520","母公司","46.0000","公噸 / 人","","","N/A"
"=""3149""","正達","0.0000","280.9900","280.9900","母公司","0.4500","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001"
"=""3150""","鈺寶-創","0.1900","27.2800","27.4700","已完成母公司","0.0800","公噸/百萬元營業額","","","N/A"
"=""3164""","景岳","1.4400","51.2112","52.6512","113年全廠廢棄物清運量","0.7403","公噸/產品","","","N/A"
"=""3167""","大量","0.0000","66.6600","66.6600","僅母公司","N/A","N/A","","","N/A"
"=""3168""","眾福科","9.2900","27.4700","36.7600","眾福科技股份有限公司（含桃園工廠）及眾福科技（蘇州）股份有限公司為揭露範疇","0.0108","公噸/百萬元營業額","","","N/A"
"=""3189""","景碩","7,045.1400","4,865.9200","11,911.0600","石磊廠、清華廠、新豐廠、幼獅廠","0.3900","公噸/百萬元營業額","96.3173%","","N/A"
"=""3209""","全科","0.0000","56.6000","56.6000","本公司於台灣總部、台灣的各點辦公室及物流倉儲。","0.0012","公噸/百萬元營業額","0.0000%","","N/A"
"=""3229""","晟鈦","83.0860","145.0450","228.1310","合併財務報表之母子公司","0.2485","公噸/百萬元營業額","","","ISO 14001"
"=""3231""","緯創","1,426.4800","36,871.5100","38,297.9900","邊界包括緯創資通股份有限公司、製造廠區性質之子公司以及專業投資/控股事業，與前一報告期間相較，新增納入所有售後服務據點性質之子公司。","0.0560","公噸/百萬元營業額","2.5000%","3.7000%","ISO 14001"
"=""3257""","虹冠電","0.0000","0.4430","0.4430","母公司","0.0005","公噸/百萬元營業額","","","N/A"
"=""3266""","昇陽","0.0000","1.8600","1.8600","總公司辦公區域","0.0245","公噸/人","","","N/A"
"=""3296""","勝德","0.1300","236.5650","236.6950","採營運控制權法定義 包含勝德國際研發股份有限公司、東莞詮盛電器有限公司、勝興(越南-海陽)科技責任有限公司","N/A","N/A","","","N/A"
"=""3305""","昇貿","3.0600","51.3728","54.4328","本公司以下營運據點：昇貿科技股份有限公司","0.0215","公噸/百萬元營業額","0.0000%","5.6200%","N/A"
"=""3308""","聯德","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""3311""","閎暉","0.0000","48.0250","48.0250","母公司","0.0421","公噸/百萬元營業額","","","N/A"
"=""3312""","弘憶股","0.0000","0.7100","0.7100","母公司","N/A","N/A","","","N/A"
"=""3321""","同泰","279.9400","389.8100","669.7500","母公司","0.5200","公噸/百萬元營業額","","","N/A"
"=""3338""","泰碩","23.1790","8.9240","32.1030","台北泰碩、東莞泰碩、蘇州泰碩、泗陽泰碩","N/A","N/A","0.0000%","72.2020%","N/A"
"=""3346""","麗清","24.8000","179.7000","204.5000","母公司 (中和廠辦及觀音廠 2024/01-2024/12)","7.3561","公噸/百萬元營業額","0.0000%","12.1000%","ISO 14001"
"=""3356""","奇偶","0.0000","17.7168","17.7168","內湖總公司、港墘辦公室、汐止辦公室及廠房","0.0276","公噸/百萬元營業額","","","N/A"
"=""3376""","新日興","160.6800","2,182.0988","2,342.7788","新日興及海外子公司","0.1800","公噸/百萬元營業額","","","N/A"
"=""3380""","明泰","74.5311","1,018.3623","1,092.8934","新竹+常熟+越南廠","0.0002","公噸/產品","82.2200%","6.8200%","ISO 14001"
"=""3406""","玉晶光","0.0000","441.6820","441.6820","玉晶光電(股)公司 中科廠","0.7100","公噸/百萬元營業額","","","N/A"
"=""3413""","京鼎","N/A","N/A","2,996.9400","N/A","0.1821","公噸/百萬元營業額","","","N/A"
"=""3416""","融程電","0.4280","39.2370","39.6650","母公司","0.0141","公噸/百萬元營業額","","1.0790%","ISO 14001"
"=""3419""","譁裕","0.0000","17.5400","17.5400","台灣(新竹總部、鳳山製造中心)","0.0140","公噸/百萬元營業額","","","N/A"
"=""3432""","台端","0.0000","0.0000","0.0000","包含合併財務報表之母子公司","N/A","N/A","N/A","N/A","N/A"
"=""3437""","榮創","8.7120","52.5100","61.2220","母公司(湖口/四維廠區)","0.0332","公噸/百萬元營業額","0.0000%","14.2302%","ISO 14001"
"=""3443""","創意","N/A","N/A","6.5770","新竹總部","N/A","N/A","","","N/A"
"=""3447""","展達","62.4000","199.7000","262.1000","母公司(台北總部)、合併財務報表之子公司(蘇州工廠、泰國工廠)","0.1025","公噸/百萬元營業額","83.2000%","23.8077%","N/A"
"=""3450""","聯鈞","0.5368","130.2883","130.8251","母公司","N/A","N/A","","","N/A"
"=""3481""","群創","17,723.0000","51,828.0000","69,551.0000","母公司及部分子公司","0.3213","公噸/百萬元營業額","77.1800%","25.7500%","ISO 14001"
"=""3494""","誠研","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""3501""","維熹","16.2700","74.0000","90.2700","合併財務報表之母子公司(不含美日子公司)","0.0150","公噸/百萬元營業額","","","N/A"
"=""3504""","揚明光","2.6564","91.5700","94.2264","新竹科學園區新安路7號地下1樓至3樓","0.0440","公噸/百萬元營業額","0.0000%","2.8192%","ISO 14001"
"=""3515""","華擎","N/A","N/A","9.0980","母公司(台灣)","0.0278","員工人均廢棄物量","","","N/A"
"=""3518""","柏騰","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""3528""","安馳","N/A","N/A","50.0000","N/A","N/A","N/A","","","N/A"
"=""3530""","晶相光","0.0000","0.2188","0.2188","廢棄物處理及運輸及紙張使用之溫室氣體總排放","0.2188","公噸/產品","","","ISO 14064-1"
"=""3532""","台勝科","N/A","N/A","5,271.2200","母公司","0.0330","公噸/產品","0.0000%","","N/A"
"=""3533""","嘉澤","503.6900","10,872.2150","11,375.9050","廣州廠、中山廠、蘇州廠、越南廠","0.3780","公噸/百萬元營業額","","","N/A"
"=""3535""","晶彩科","0.0000","18.1000","18.1000","總公司","N/A","N/A","0.0000%","0.0000%","N/A"
"=""3543""","州巧","35.7500","1,990.6400","2,026.3900",".","0.0417","公噸/百萬元營業額","","","ISO 14001"
"=""3545""","敦泰","0.4590","38.2100","38.6990","敦泰電子股份有限公司(台灣母公司)","0.0027","公噸/百萬元營業額","0.0000%","","N/A"
"=""3550""","聯穎","N/A","N/A","15.5770","資料涵蓋範圍為本公司位於台灣地區之辦公室範圍。 計算方式為依照環境部公告之平均每人每日一般廢棄物產生量乘上每月員工人數乘上上班天數得之。","0.0708","公噸/百萬元營業額","","","N/A"
"=""3557""","嘉威","3.5000","1,179.2900","1,182.7900","母公司及大陸子公司","0.2100","公噸/百萬元營業額","","","N/A"
"=""3563""","牧德","0.0000","30.8404","30.8404","新竹市工業東二路2~3號","0.0201","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""3576""","聯合再生","551.4900","1,812.0990","2,363.5890","涵蓋竹科廠、竹南廠及台南廠營運範圍","0.5498","公噸/百萬元營業額","99.7407%","","N/A"
"=""3583""","辛耘","17.2700","265.1180","282.3880","廢棄物清理計畫書，申報資料","N/A","N/A","","","N/A"
"=""3588""","通嘉","0.9400","1.1500","2.0900","母公司","N/A","N/A","N/A","N/A","N/A"
"=""3591""","艾笛森","21.4390","284.6280","306.0670","母公司及全球生產基地","0.1196","公噸/百萬元營業額","37.4600%","7.0000%","N/A"
"=""3592""","瑞鼎","24.8700","1.1400","26.0100","母公司 ","0.0012","公噸/百萬元營業額","54.4300%","N/A","ISO 14001"
"=""3593""","力銘","10.3800","89.8000","100.1800","台灣力銘科技股份有限公司/蘇州隆登電子科技有限公司/蘇州瑞登科技有限公司","N/A","N/A","","","N/A"
"=""3596""","智易","68.7710","1,679.9090","1,748.6800","1.智易科技股份有限公司 2.Arcadyan Technology (Vietnam) Co., Ltd.","0.0357","公噸/百萬元營業額","40.0867%","","N/A"
"=""3605""","宏致","313.0600","1,245.7520","1,558.8120","【母公司】宏致電子股份有限公司、【合併財務報表之(部分)子公司】廣迎新工業股份有限公司、龍翰科技股份有限公司、志展實業股份有限公司、香港商創世紀有限公司台灣分公司、昆山宏致電子有限公司、蘇州市加利斯精密金屬工藝製品有限公司、蘇州龍翰電子有限公司、東莞宏致電子有限公司、東莞奇翰電子有限公司、東莞廣迎五金塑膠製品有限公司、菲律賓龍翰股份有限公司、宏致精密責任有限公司","0.1100","公噸/百萬元營業額","94.3100%","20.0800%","N/A"
"=""3607""","谷崧","0.0000","20.6700","20.6700","母公司","0.0500","公噸/百萬元營業額","","","N/A"
"=""3617""","碩天","94.8135","363.3030","458.1165","母公司、中國及菲律賓部份子公司(東莞市碩擎能源科技有限公司、碩擎能源科技（深圳）有限公司、碩天電源（深圳）有限公司、碩達電子（深圳）有限公司、廣升電子（深圳）有限公司、寧遠縣碩寧電子有限公司、Cyber Power Systems Manufacturing, Inc.與 Phisonic Technology Corporation)","0.0092","母公司：0.0092 公噸 CO₂e/百萬營業額；中國及菲律賓部份子公司：0.1264 公噸 CO₂e/百萬營業額","","24.4133%","N/A"
"=""3622""","洋華","1.1200","42.1070","43.2270","母公司","0.0270","公噸/百萬元營業額","0.0000%","2.5910%","N/A"
"=""3645""","達邁","3.6740","15,930.1140","15,933.7880","母公司","7.2041","公噸/百萬元營業額","81.1105%","0.0231%","ISO 14001"
"=""3652""","精聯","0.0000","5.2900","5.2900","母公司之文件紙張銷毀量及電子廢棄物數量","0.0025","公噸/百萬元營業額","","","N/A"
"=""3653""","健策","768.7525","3,938.1459","4,706.8984","母公司 ","0.3532","公噸/百萬元營業額","","","ISO 14001"
"=""3661""","世芯-KY","0.0680","0.8420","0.9100","台北及新竹營運據點","0.0000","公噸/百萬元營業額","","","N/A"
"=""3665""","貿聯-KY","112.7500","7,631.1700","7,743.9200","2024年統計範圍涵蓋集團 35個生產據點:昆山貿聯廠、昆山翔光廠、常州廠、常州BCNC廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、台灣台南廠、新加坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、加州廠、密西根廠、德州廠、墨西哥廠、加拿大廠、塞爾維亞廠、斯洛伐克廠、德國廠、法國廠、捷克廠、義大利廠、印尼巴淡廠。","14.3193","公噸/百萬元營業額","7.8300%","1.4560%","N/A"
"=""3669""","圓展","6.7780","74.5840","81.3620","母公司 ","0.0390","公噸/百萬元營業額","","","ISO 9001"
"=""3673""","TPK-KY","233.3382","6,673.5829","6,906.9211","包含合併財務報表之母子公司","0.1003","公噸/百萬元營業額","100.0000%","3.3783%","ISO 14001"
"=""3679""","新至陞","143.8980","1,323.1930","1,467.0910","新至陞廢棄物管理範疇邊界包含台北廠區、昆山廠及越南廠","0.3440","公噸/百萬元營業額","0.0000%","9.8084%","N/A"
"=""3686""","達能","0.0000","1.2400","1.2400","包含合併財務報表之母子公司","0.0150","公噸/百萬元營業額","","","N/A"
"=""3694""","海華","19.8340","112.8240","132.6580","紘華(上海)","0.0010","公噸/產品","","","N/A"
"=""3701""","大眾控","116.1000","382.1200","498.2200","廣上科技(一般生活廢棄物/事業廢棄物 )、才眾電腦(僅計算事業廢棄物)","0.0126","公噸/百萬元營業額","3.6900%","","ISO 9001,ISO 14001"
"=""3702""","大聯大","0.0000","366.6830","366.6830","辦公區域統計範圍包含台灣地區（臺北）、中國大陸（含外點 : 香港、深圳、廣州、珠海、東莞、上海、北京、蘇州，共8城市）。 物流倉庫統計範圍：臺灣地區（林口）、中國大陸（東莞、香港）。","0.0948","公噸/資料邊界各據點員工合計數","N/A","0.0000%","依照確信準則3000號「非屬歷史性財務資訊查核或核閱之確信案件」進行有限確信驗證，指標揭露內容參照GRI 306-3：2020 廢棄物的產生"
"=""3703""","欣陸","1.1900","41,483.1302","41,484.3202","母公司及主要營運子公司","1.3512","公噸/百萬元營業額","","","ISO 14001,驗證範圍：淡水水資源回收中心、鳳山水資源中心、安平水資源中心、臨海水資源中心"
"=""3704""","合勤控","0.3666","41.1600","41.5260","2024年台灣盟創科技","0.0190","公噸/百萬元營業額","96.2051%","","N/A"
"=""3705""","永信","17.5500","417.0100","434.5600","永信藥品工業股份有限公司之幼獅廠(含二、三廠)、頂店廠及生技食品廠、永鴻國際生技股份有限公司之新竹廠。","0.0541","公噸/百萬元營業額","","","N/A"
"=""3706""","神達","235.2154","2,654.0883","2,889.3037","神達控股股份有限公司 (母公司)，神達電腦股份有限公司，神雲科技股份有限公司，神達數位股份有限公司，昆達電腦科技（昆山）有限公司，璽達信息科技(昆山)有限公司，佛山市順德區順達電腦廠有限公司，MiTAC Information Systems Corp.","0.0471","公噸/百萬元營業額","72.1000%","8.1400%","AA1000"
"=""3708""","上緯投控","14.5800","494.0860","508.6660","上緯興業股份有限公司、上偉碳纖複合材料股份有限公司、旺來企業股份有限公司、磁震科技開發股份有限公司 ","0.0646","公噸/百萬元營業額","0.0000%","2.8663%","N/A"
"=""3711""","日月光投控","22,497.0000","54,360.0000","76,857.0000","日月光半導體製造股份有限公司高雄廠、中壢廠、無錫廠、上海材料廠、上海月芯半導體、日本廠、韓國廠、新加坡廠、馬來西亞廠、ISE Labs、矽品精密工業股份有限公司大豐廠、中山廠、中科廠、二林廠、中工廠、新竹廠、彰化廠、蘇州廠、環電股份有限公司南投廠、張江廠、昆山廠、金橋廠、惠州廠、蘇州廠、墨西哥廠、越南廠。","0.1290","公噸/百萬元營業額","80.6295%","","ISO 14001"
"=""3712""","永崴投控","7.4600","550.3532","557.8132","永崴含子公司:勁永國際股份有限公司、崴強科技股份有限公司、光燿科技股份有限公司及富崴廠、耀崴廠、富康廠、富彰廠、中旋實業有限公司。","0.0768","公噸/百萬元營業額","0.0480%","1.3374%","N/A"
"=""3714""","富采","7,012.7800","1,543.2300","8,556.0100","包含：富采、晶元光電、隆達電子、晶成半導體、晶品光電(常州)、晶宇光電(廈門)、江蘇璨揚光電、達亮電子(滁州)","0.3508","公噸/百萬元營業額","82.5100%","","ISO 14001"
"=""3715""","定穎投控","34,287.6000","9,462.3800","43,749.9800","包含合併財務報表之母子公司","2.4800","公噸/百萬元營業額","94.4555%","78.0000%","ISO 14001,UL 2799"
"=""3716""","中化控股","14.6140","546.1950","560.8090","母公司+中化製藥","0.1247","公噸/百萬元營業額","100.0000%","2.6059%","確信準則3000號「非屬歷史性財務資訊查核或核閱之確信案件」"
"=""4104""","佳醫","0.0000","74.1430","74.1430","僅母公司","0.0140","公噸/百萬元營業額","","","N/A"
"=""4106""","雃博","0.0000","52.6310","52.6310","母公司(土城廠)","0.0568","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""4108""","懷特","0.0000","16.0470","16.0470","台北總公司、楊梅精製廠","N/A","N/A","","","N/A"
"=""4119""","旭富","2,805.9700","2,145.2800","4,951.2500","僅母公司","3.2494","公噸/百萬元營業額","","","N/A"
"=""4133""","亞諾法","0.0000","5.3000","5.3000","資料涵蓋範圍:合併公司113年廢棄物量資料涵蓋範圍包含亞諾法各營運據點(台北總公司及中壢青埔廠)，因合併子公司皆無實質營運據點及員工，故無產生廢棄物。113年為基準年。(本公司產出之廢棄物皆為非有害廢棄物。)","N/A","N/A","0.0000%","0.0000%","N/A"
"=""4137""","麗豐-KY","7.8700","75.6080","83.4780","本集團子公司暨供應鏈-微碩（上海）日用品有限公司","N/A","N/A","","","N/A"
"=""4142""","國光生","12.8522","304.8240","317.6800","台中潭子廠2024.01.01~2024.12.31","0.2040","公噸/百萬元營業額","0.0000%","0.0404%","ISO 14001"
"=""4148""","全宇生技-KY","28.4200","462.1600","490.5800","馬來西亞子公司","0.3423","公噸/百萬元營業額","","","N/A"
"=""4155""","訊映","0.0000","36.9200","36.9200","委託廠商清運一般廢棄物之清運總量","N/A","N/A","N/A","N/A","N/A"
"=""4164""","承業醫","0.0000","9.7260","9.7260","包含合併財務報表之母子公司","0.0027","公噸/百萬元營業額","","","N/A"
"=""4190""","佐登-KY","0.0000","109.6680","109.6680","佐登妮絲嘉義生技園區","N/A","N/A","","","N/A"
"=""4306""","炎洲","3.1340","7,122.0870","7,125.2210","彰化薄膜廠+彰化膠帶廠","1.3284","公噸/百萬元營業額","0.0000%","","N/A"
"=""4414""","如興","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""4426""","利勤","860.2620","8.9018","869.1638","母公司","N/A","N/A","N/A","N/A","N/A"
"=""4438""","廣越","0.0000","16.9497","16.9497","廢棄物統計邊界為台灣據點（台北內湖總公司、金漢新莊總部；包含廣越企業母公司及子公司尚弘羽絨、金漢實業）","0.0494","公噸/人","","","N/A"
"=""4439""","冠星-KY","5,015.1430","1,195.3750","6,210.5180","TOP SPORTS TEXTILE LTD.","0.3716","公噸/產品","","","EMeRet"
"=""4440""","宜新實業","0.0000","46.7000","46.7000","彰化廠","0.0381","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""4526""","東台","0.0000","100.6700","100.6700","路科一廠","0.0028","公噸/百萬元營業額","","","ISO 14001"
"=""4532""","瑞智","0.0000","409.4000","409.4000","桃園觀音營運總部","0.0500","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""4536""","拓凱","3.7100","63.9020","67.6120","廢棄物統計範圍僅包含台灣廠區","N/A","N/A","","","N/A"
"=""4540""","全球傳動","0.0000","756.3120","756.3120","樹林廠","6.6479","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001"
"=""4545""","銘鈺","96.0000","303.0000","399.0000","僅母公司(包含辦公室、廠房及員工宿舍)","0.2800","公噸/百萬元營業額","","","N/A"
"=""4551""","智伸科","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""4552""","力達-KY","91.4000","0.0000","91.4000","泉州廠","N/A","N/A","","","N/A"
"=""4555""","氣立","0.0000","1.5700","1.5700","母公司","0.0011","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""4557""","永新-KY","195.8900","938.4500","1,134.3400","廈門永裕、福州新信、台灣分公司","0.4130","公噸/百萬元營業額","","","N/A"
"=""4560""","強信-KY","0.5300","121.4010","121.9310","已完成合併財務報表之母子公司","N/A","N/A","62.2642%","0.4347%","N/A"
"=""4562""","穎漢","0.0000","7.4156","7.4156","科技一廠/科技二廠/永康廠","0.0108","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""4564""","元翎","4.9700","150.9900","155.9600","臺灣總公司","0.0019","公噸/產品","","","N/A"
"=""4566""","時碩工業","229.0400","1,661.1100","1,890.1500","母公司及包含⼦公司時碩科技股份有限公司、時碩科技(無錫)有限公司、時碩科技(西安)有限公司。","0.4400","公噸/百萬元營業額","81.2600%","12.1200%","N/A"
"=""4569""","六方科-KY","63.1200","798.0500","861.1700","本公司主要營運據點之子公司Global-Thaixon Precision Industry Co., Ltd.及Thaixon Tech Co., Ltd.。","0.5900","公噸/百萬元營業額","","","ISO 14001"
"=""4571""","鈞興-KY","187.1000","305.3400","492.4400","合併財務報表之母子公司","0.1608","公噸/百萬元營業額","100.0000%","37.9900%","N/A"
"=""4572""","駐龍","0.0000","131.5000","131.5000","已完成母公司","N/A","N/A","","","N/A"
"=""4576""","大銀微系統","0.7700","268.5400","269.3100","母公司總部及二廠","0.1351","公噸/百萬元營業額","","","ISO 14001"
"=""4581""","光隆精密-KY","0.0000","63.0030","63.0030","包含合併財務報表之母子公司  ","0.0581","公噸/百萬元營業額","","","N/A"
"=""4583""","台灣精銳","12.0000","203.0000","215.0000","母公司所有廠區","0.0900","公噸/百萬元營業額","","","ISO 14001"
"=""4588""","玖鼎電力","6.9300","61.9300","68.8600","本公司","0.0640","公噸/百萬元營業額","100.0000%","10.0600%","N/A"
"=""4720""","德淵","108.2200","23.2400","131.4600","德淵企業桃園廠","0.0998","公噸/百萬元營業額","0.0000%","82.3216%","ISO 14001"
"=""4722""","國精化","313.0000","5,456.0000","5,769.0000","母公司","N/A","N/A","N/A","","N/A"
"=""4736""","泰博","0.8785","197.2460","198.1245","已完成母公司","0.0525","公噸/百萬元營業額","0.0000%","0.4434%","N/A"
"=""4737""","華廣","55.0100","5.1800","60.1900","母公司","N/A","N/A","","","N/A"
"=""4739""","康普","313.7800","1,480.2400","1,794.0200","康普,天弘,恆誼","0.4900","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""4746""","台耀","540.3700","1,006.0700","1,546.4400","母公司","0.3358","公噸/百萬元營業額","","","ISO 14001"
"=""4755""","三福化","1,615.0300","139.2400","1,754.2700","2024年度善化廠、柳科廠、日東廠及高雄廠","N/A","N/A","0.0000%","92.0600%","N/A"
"=""4763""","材料-KY","520.1600","3,729.4800","4,249.6400","合併財務報表之母子公司","0.2704","公噸/百萬元營業額","0.0000%","12.2400%","ISO 9001,ISO 14001"
"=""4764""","雙鍵","5.0100","1,137.9140","1,142.9240","母公司","0.4229","公噸/百萬元營業額","0.0000%","0.4383%","N/A"
"=""4766""","南寶","3,079.0000","2,124.0000","5,203.0000","母公司及部分子公司(佛山南寶、佛山高盛高新、東莞南寶、東莞佳勤、福清南寶、昆山南寶、越南南寶、越南大登及越南寧平、越南NNV、印尼南寶及泰國南寶)。","0.3030","公噸/百萬元營業額","50.5000%","59.1800%","N/A"
"=""4770""","上品","0.0000","111.6400","111.6400","個體公司","0.0170","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""4771""","望隼","0.0000","742.8385","742.8385","製造生產之廠區(一、二廠)及包裝廠","0.0247","公噸/產品","","","N/A"
"=""4807""","日成-KY","7.8790","89.6920","97.5710","1.重要子公司Regal Jewelry Manufacture Co., Ltd.  2.重要子公司 Regal Plating Co., Ltd.__  3.子公司 Regal Precious Metal Innovation Co., Ltd._ ","0.0549","公噸/百萬元營業額","","","ISO 9001,ISO 14001, Higg FEM Index"
"=""4904""","遠傳","1,738.4530","865.1299","2,603.5829","已完成合併財務報表之母子公司","0.0248","公噸/百萬元營業額","0.0000%","66.7715%","ISO 14001"
"=""4906""","正文","76.4000","1,794.7000","1,871.1000","台灣總部、正鵬(崑山)廠及越南大陸廠","0.0730","公噸/百萬元營業額","70.9000%","","N/A"
"=""4912""","聯德控股-KY","46.9200","11,505.7900","11,552.7100","1.聯德控股股份有限公司 2.聯德精密材料(中國)股份有限公司 3.聯德電子科技(常熟)有限公司 4.昆山聯德滑軌科技有限公司)","1.9900","公噸/百萬元營業額","","0.4060%","ISO 14001"
"=""4915""","致伸","127.3199","2,302.9235","2,430.2434","母公司與主要生產基地","0.0417","公噸/百萬元營業額","1.2611%","5.2390%","UL 2799"
"=""4916""","事欣科","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""4919""","新唐","505.0000","1,947.0000","2,452.0000","新唐科技股份有限公司(含合併財報子公司中之新唐日本)","0.0768","公噸/百萬元營業額","94.8515%","20.5954%","N/A"
"=""4927""","泰鼎-KY","5,977.9020","5,875.0000","11,852.9020","合併財務報告子公司","0.9513","公噸/百萬元營業額","50.4341%","","ISO 9001,ISO 14001"
"=""4930""","燦星網","140.6205","635.3225","775.9430","總公司及主要營運據點（廈門燦坤實業股份有限公司、漳州燦坤實業有限公司、上海燦坤實業有限公司、PT. STAR COMGISTIC INDONESIA、燦坤日本電器株式會社、金鑛連鎖企業股份有限公司）為揭露範疇。","N/A","N/A","","","N/A"
"=""4934""","太極","683.9680","30.8860","714.8540","母公司及越南子公司","3.1491","公噸/年底人數","0.0000%","","N/A"
"=""4935""","茂林-KY","0.0000","74.6200","74.6200","台灣廠區","0.0107","公噸/百萬元營業額","","","ISO 14001"
