"報告年度:2024","議題:廢棄物管理"
"公司代號","公司名稱","有害廢棄物(公噸(t))-有害廢棄物(公噸(t))","非有害廢棄物(公噸(t))-非有害廢棄物(公噸(t))","總重量(有害+非有害)(公噸(t))-總重量(有害+非有害)(公噸(t))","資料邊界-資料邊界","廢棄物密集度-密集度(公噸/單位)","廢棄物密集度-單位","產品生產過程所製造之有害廢棄物回收百分比-產品生產過程所製造之有害廢棄物回收百分比","有害廢棄物之百分比-有害廢棄物之百分比","驗證標準-取得驗證"
"=""1736""","喬山","113.4100","5,792.2800","5,905.6900","集團總部與台灣廠、上海廠、越南廠","0.1669","公噸/百萬元營業額","61.7582%","1.9203%","ISO 14001"
"=""1737""","臺鹽","0.0000","264.7735","264.7735","母公司113年度環境會計年度列帳資料","0.0842","公噸/百萬元營業額","","","N/A"
"=""1752""","南光","9.6600","205.4680","215.1280","總公司","0.0978","公噸/百萬元營業額","","","ISO 14001"
"=""1760""","寶齡富錦","75.7850","447.3604","523.1454","南港總公司, 平鎮廠, 正峰大園廠, 汐止廠, 汐科廠, 龍潭研發中心 ","0.2578","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""1762""","中化生","1,455.7200","479.7100","1,935.4300","中化合成生技股份有限公司","1.4578","公噸/百萬元營業額","30.8438%","75.2143%","確信準則3000號"
"=""1773""","勝一","0.0000","706.6100","706.6100","母公司","0.0690","公噸/百萬元營業額","N/A","","N/A"
"=""1776""","展宇","44.2000","495.1680","539.3680","僅母公司","0.7545","公噸/百萬元營業額","1.0716%","8.1948%","N/A"
"=""1783""","和康生","0.0000","24.1800","24.1800","母公司","0.0355","公噸/百萬元營業額","","","N/A"
"=""1786""","科妍","0.1760","108.0000","108.1760","母公司","N/A","N/A","","","N/A"
"=""1789""","神隆","3,532.9740","394.2350","3,927.2090","僅母公司","1.2511","公噸/百萬元營業額","","","N/A"
"=""1795""","美時","68.6900","515.0200","583.7100","美時台灣南投廠、韓國公州廠及韓國鄉南廠","0.4784","公噸/人","","","N/A"
"=""1802""","台玻","N/A","N/A","N/A","N/A","N/A","N/A","","","ISO 9001,ISO 14001"
"=""1805""","寶徠","0.0000","1.6310","1.6310","寶徠建設-總公司","N/A","N/A","","","N/A"
"=""1806""","冠軍","0.0000","13,816.0500","13,816.0500","苗栗縣造橋鄉豐湖村一鄰乳姑山2號","0.0015","公噸/產品","","","N/A"
"=""1808""","潤隆","0.0000","20,265.5000","20,265.5000","本公司建案：中和圓通337地號、桃園善捷76、台中惠安223、台中中正228、台中文商11、台南新南93。","2.3131","公噸/百萬元營業額","","","N/A"
"=""1809""","中釉","363.3800","95.1800","458.5600","母公司","N/A","N/A","100.0000%","","N/A"
"=""1810""","和成","0.0000","3,220.4300","3,220.4300","新北市鶯歌區八德路1號(二廠).桃園市八德區大發里後庄街89號.1355號(八德廠).桃園市八德區大發里 6鄰福德一路405號.","1.0282","公噸/百萬元營業額","","","N/A"
"=""1817""","凱撒衛","0.0000","53.5900","53.5900","台灣地區 ","0.0192","公噸/百萬元營業額","","","N/A"
"=""1903""","士紙","N/A","4.1200","4.1200","廠區生活垃圾統計","N/A","N/A","","","N/A"
"=""1904""","正隆","0.0000","341,510.0000","341,510.0000","母公司","22.6724","公噸/產品","0.0000%","0.0000%","N/A"
"=""1905""","華紙","0.0000","170,339.0000","170,339.0000","台灣(觀音廠、久堂廠、花蓮廠、台東廠)及中國鼎豐","0.2010","公噸/產品","0.0000%","0.0000%","N/A"
"=""1906""","寶隆","0.0000","5.0000","5.4600","母公司","N/A","N/A","","","N/A"
"=""1907""","永豐餘","385.6000","582,057.0000","582,442.6000","永豐餘林漿紙、工紙紙器、消費品三大事業群之所有生產據點。","0.2063","公噸/產品","","0.0662%","ISO 14001"
"=""1909""","榮成","117.3200","299,552.9400","299,670.2600","母公司及合併財報子公司","N/A","N/A","","","N/A"
"=""2002""","中鋼","13.0400","505,157.6800","505,170.7200","本公司小港廠區(含第三冷軋廠)、煤灰礦泥拌合料加工廠及永光廠","2.6100","公噸/百萬元營業額","94.8000%","0.0030%","ISO 14001"
"=""2006""","東和鋼鐵","33,334.0000","297,908.0000","331,241.3000","母公司","0.1800","公噸/鋼胚產量","100.0000%","10.1000%","ISO 9001,ISO 14001"
"=""2007""","燁興","0.0000","7,302.0000","7,302.0000","本公司","1.0600","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2008""","高興昌","0.0350","547.7900","547.8250","個別財報(本公司無子公司) 高雄總公司、屏東分公司、台北分公司","0.3800","公噸/百萬元營業額","","","N/A"
"=""2009""","第一銅","440.2680","473.9040","914.1720","第一伸銅科技股份有限公司臨海廠","0.0990","公噸/產品","0.0000%","48.1603%","N/A"
"=""2010""","春源","0.0000","12,427.9000","12,427.9000","僅母公司","N/A","N/A","98.0000%","0.0000%","ISO 14001"
"=""2012""","春雨","648.7700","1,647.3800","2,296.1500","岡山廠","N/A","N/A","N/A","28.2500%","ISO 14001"
"=""2013""","中鋼構","0.0000","5,854.9100","5,854.9100","母公司","0.2973","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2014""","中鴻","16,965.8100","57,412.7100","74,378.5200","113/1/1~113/12/31(全公司)","2.4418","公噸/百萬元營業額","100.0000%","22.8300%","N/A"
"=""2015""","豐興","27,627.2400","294,497.0300","322,124.2700","包含合併財務報表之母子公司","9.3697","公噸/百萬元營業額","91.4300%","8.5700%","ISO 14001"
"=""2017""","官田鋼","0.0000","2,359.6600","2,359.6600","官田廠、麻豆廠","0.0210","公噸/產品","0.0000%","0.0000%","N/A"
"=""2020""","美亞","14.6800","6,403.4700","6,418.1500","埔心總廠","1.2200","公噸/百萬元營業額","0.0000%","0.2200%","ISO 14001"
"=""2022""","聚亨","1,737.1100","922.0200","2,659.1300","母公司(一廠;二廠;三廠)","0.5340","公噸/百萬元營業額","N/A","65.3300%","N/A"
"=""2023""","燁輝","181.5700","44,171.2800","44,352.8500","母公司","1.7400","公噸/百萬元營業額","20.0100%","0.4100%","N/A"
"=""2024""","志聯","690.0000","177.0000","867.0000","公司＋工廠","0.7905","公噸/百萬元營業額","","","ISO 14001"
"=""2025""","千興","0.0000","1,565.0900","1,565.0900","僅母公司","0.0015","公噸/千元營業額","0.0000%","0.0000%","N/A"
"=""2027""","大成鋼","106.1400","10,318.2300","10,424.3700","除TCI、PPTH、ERI Group及2024/12/31因收購而取得控制權之Nash Metals,LLC外，已納入所有合併報表子公司。","0.1150","公噸/百萬元營業額","0.2286%","1.0182%","N/A"
"=""2028""","威致","11,815.8800","137,353.8000","149,169.6800","個別公司","0.2516","公噸/產品","100.0000%","7.9211%","N/A"
"=""2029""","盛餘","208.7992","4,070.0000","4,278.7982","僅母公司","0.0032","公噸/產品","0.0000%","4.8799%","N/A"
"=""2030""","彰源","0.0000","785.2800","785.2800","2024年一廠、二廠、三廠、大連廠、元富廠、元山廠","0.0080","公噸/產品","N/A","N/A","N/A"
"=""2031""","新光鋼","0.0000","190.2898","190.2898","母公司個體(台灣廠區)","0.0157","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2032""","新鋼","0.0000","66.9290","66.9290","新莊廠、大園廠","0.0225","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2033""","佳大","0.0000","1,532.1160","1,532.1160","113年財務報告","2.7475","公噸/百萬元營業額","","","N/A"
"=""2034""","允強","311.4300","732.1600","1,043.5900","僅母公司","0.0078","公噸/產品","0.0000%","29.8422%","ISO 14001"
"=""2038""","海光","4,587.2500","36,343.7500","40,931.0000","包含合併財務報表之母子公司 (有害廢棄物：集塵灰。非有害廢棄物：氧化碴、還原碴產出。)","4.2093","公噸/百萬元營業額","","","ISO 9001"
"=""2049""","上銀","259.2700","10,163.2100","10,422.4800","上銀科技母公司所有營運據點","0.5715","公噸/百萬元營業額","0.0000%","2.4876%","ISO 14001"
"=""2059""","川湖","79.1200","271.1500","350.2700"," 母公司及子公司川益科技(股)公司兩個廠區","0.0306","噸 / 千組產品","","","ISO 14001"
"=""2062""","橋椿","109.9000","1,203.1500","1,313.0500","2024/1/1~2024/12/31","N/A","N/A","0.0000%","8.3700%","N/A"
"=""2069""","運錩","0.0000","23.3300","23.3300","母公司","N/A","N/A","","","N/A"
"=""2101""","南港","0.0000","2,653.1000","2,653.1000","已完成合併財務報表之母子公司","1.6250","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001"
"=""2102""","泰豐","0.0800","26.1400","26.2200","僅母公司","N/A","N/A","","","N/A"
"=""2103""","台橡","2,086.4712","3,854.7899","5,941.2611","已完成合併財務報表之母子公司","10.7584","公噸/產品","17.4451%","35.1183%","ISO 9001"
"=""2104""","國際中橡","1,072.0000","12,540.0000","13,612.0000","全集團","0.0348","公噸/產品","1.7800%","7.8800%","ISO 9001,ISO 14001"
"=""2105""","正新","0.4600","2,705.3600","2,705.8200","台灣廠區","2.5867","公噸/產品","0.0000%","0.0200%","ISO 14001"
"=""2106""","建大","7.2500","1,982.3800","1,989.6300","台灣地區","0.0582","公噸/百萬元營業額","","","ISO 14001"
"=""2107""","厚生","0.0000","100.5400","100.5400","母公司","N/A","N/A","","","N/A"
"=""2108""","南帝","19.2800","1,646.6400","1,665.9200","僅母公司","0.0106","公噸/產品","","","ISO 14001"
"=""2109""","華豐","0.0000","207.6200","207.6200","一般事業廢棄物及廢橡膠總量","10.4912","公噸/百萬元營業額","","","ISO 14001"
"=""2114""","鑫永銓","0.0000","511.0000","511.0000","母公司","N/A","N/A","","","N/A"
"=""2115""","六暉-KY","132.9705","6,054.7821","6,187.7526","包含合併財務報表之母子公司","1.9792","公噸/百萬元營業額","N/A","N/A","N/A"
"=""2201""","裕隆","27.5530","5,274.0170","5,301.5700","裕隆汽車母公司個體營運據點(三義廠區)","0.2046","公噸/百萬元營業額","","","ISO 14001"
"=""2204""","中華","54.9723","10,084.4850","10,139.4573","2024年度楊梅廠與新竹廠廢棄物清運量","0.1920","公噸/產品","","","ISO 14001"
"=""2206""","三陽工業","0.0000","11,212.4400","11,212.4400","新竹廠、新豐廠、宿舍、零件業務部","0.2300","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001"
"=""2207""","和泰車","N/A","60.3700","60.3700","和泰母公司","0.1043","公噸/人","0.0000%","0.0000%","N/A"
"=""2208""","台船","310.7365","2,871.8800","3,182.6165","台船公司高雄廠區、基隆廠區","0.1882","公噸/百萬元營業額","","","N/A"
"=""2211""","長榮鋼","0.0000","7,644.7400","7,644.7400","僅母公司(長榮鋼鐵)","0.7637","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001"
"=""2227""","裕日車","0.0000","5.8900","5.8900","本公司產出之生活廢棄物","0.0003","公噸/百萬元營業額","","","ISO 14001"
"=""2228""","劍麟","27.0300","747.5700","774.6000","母公司(台北總部與南投廠)","0.1100","公噸/百萬元營業額","","","ISO 14001"
"=""2231""","為升","2.7205","22.1207","24.8412","母公司","N/A","N/A","","","N/A"
"=""2233""","宇隆","0.0000","342.8300","342.8300","母公司","0.1902","公噸/百萬元營業額","","","N/A"
"=""2236""","百達-KY","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2239""","英利-KY","26.9400","1,104.0400","1,130.9800","開曼英利工業股份有限公司、長春英利汽車工業股份有限公司及英利工業股份有限公司","0.1800","公噸/百萬元營業額","","","N/A"
"=""2241""","艾姆勒","8.4000","15.6700","24.0700","母公司","0.0000","公噸/產品","0.0000%","34.8982%","N/A"
"=""2243""","宏旭-KY","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2247""","汎德永業","0.0000","0.0000","546.2900","合併財務報表全據點","0.0094","公噸/百萬元營業額","","","N/A"
"=""2248""","華勝-KY","88.1436","6.4700","94.6136","全公司","N/A","N/A","","","N/A"
"=""2250""","IKKA-KY","32.7300","442.0923","474.8223","母公司及合併報表子公司","N/A","N/A","","","N/A"
"=""2254""","巨鎧精密-創","0.0000","0.0000","0.0000","已完成母公司","N/A","N/A","","","N/A"
"=""2258""","鴻華先進-創","0.0000","472.2300","472.2300","合併財務報告子母公司","0.0600","公噸/百萬元營業額","","","N/A"
"=""2301""","光寶科","1,114.0000","3,213.0000","4,327.0000","母公司及重要生產據點子公司","0.1410","公噸/百萬元營業額","6.0000%","","UL 2799"
"=""2302""","麗正","1.5000","19.5200","21.0200","母子公司","0.3282","公噸/產品","100.0000%","7.7000%","N/A"
"=""2303""","聯電","29,641.0000","21,695.0000","51,336.0000","母公司、子公司和艦、聯芯、聯穎、USJC ","0.1940","公噸／wafer-m2","97.9000%","57.7000%","ISO 14001"
"=""2305""","全友","0.1690","12.4690","12.6380","合併報表之母子公司","0.0176","公噸/百萬元營業額","100.0000%","","N/A"
"=""2308""","台達電","4,040.0000","53,929.0000","57,969.0000","全球營運據點  ","0.1400","公噸/百萬元營業額","79.0000%","7.0000%","ISO14001、UL2799 "
"=""2312""","金寶","632.3000","17,738.6000","18,370.9000","合併財務報表之母子公司","0.1100","公噸/百萬元營業額","0.2000%","3.4400%","N/A"
"=""2313""","華通","52,108.3000","24,393.9000","76,502.2000","蘆竹廠、大園廠及惠州電腦、惠州精密、重慶廠、蘇州廠、泰國廠","1.1522","公噸/百萬元營業額","94.6557%","68.1136%","ISO 14001"
"=""2314""","台揚","71.5800","41.0200","112.6000","台灣新竹廠+中國無錫廠","0.0679","公噸/百萬元營業額","0.5420%","63.5700%","N/A"
"=""2316""","楠梓電","1,839.8800","749.6600","2,589.5400","僅母公司","0.0022","公噸/產品","","","ISO 9001,ISO 14001"
"=""2317""","鴻海","162,880.0543","617,861.0702","780,741.1246","合併財務報表之母子公司","0.1138","公噸/百萬元營業額","97.5127%","","ISO 9001,ISO 14001,UL 2799"
"=""2321""","東訊","0.0000","4.3600","4.3600","生活垃圾+一般事業廢棄物","48.0451","公噸/產品","","","N/A"
"=""2323""","中環","44.3300","39.0000","83.3300","僅母公司","0.0304","公噸/百萬元營業額","100.0000%","","N/A"
"=""2324""","仁寶","900.5209","2,643.8463","3,544.3672","個體公司","3.8900","公噸/百萬元營業額","94.1100%","25.4000%","UL 2799"
"=""2327""","國巨","1,998.6598","2,961.1023","4,959.7621","母公司","0.1363","公噸/百萬元營業額","76.3300%","","N/A"
"=""2328""","廣宇","0.0000","10.2279","10.2279","母公司","0.0013","公噸/百萬元營業額","N/A","0.0000%","N/A"
"=""2329""","華泰","2,305.9420","143.0460","2,448.9880","母公司","0.1520","公噸/百萬元營業額","1.3500%","5.8400%","N/A"
"=""2330""","台積電","445,152.0000","344,056.0000","789,208.0000","台灣廠區及子公司委外事業廢棄物","1.1500","公斤／十二吋晶圓當量- 光罩數；台灣廠區","99.1000%","56.4000%","UL 2799"
"=""2331""","精英","8,840.3900","2,175.4920","11,015.8820","精英電腦臺灣總部、精英電腦(美國)股份有限公司、精英電腦(日本)股份有限公司、精英電腦(韓國)股份有限公司、興英數位科技(深圳)有限公司及精強科技股份有限公司","0.6200","公噸/百萬元營業額","100.0000%","80.2513%","N/A"
"=""2332""","友訊","0.0000","18.4300","18.4300","公司總部大樓","4.0200","員工人數","0.0000%","0.0000%","ISO 14001"
"=""2337""","旺宏","6,455.6190","4,985.8390","11,441.4580","本公司(包括:總部、晶圓二廠、晶圓五廠及測試廠)","0.4420","公噸/百萬元營業額","99.8173%","","N/A"
"=""2338""","光罩","248.1700","185.1141","433.2841","FAB1+FAB2+FAB3+FAB6","0.0010","公噸/百萬元營業額","99.0000%","57.2765%","N/A"
"=""2340""","台亞","288.4500","407.9800","696.4300","廢溶劑, 污泥, 不可燃物, 混合五金廢料, 廢塑膠, 廢木材, 硫酸銨廢液, 廢離子交換樹脂, 廢化學空瓶","0.1620","公噸/百萬元營業額","94.7235%","41.4184%","ISO 14001"
"=""2342""","茂矽","285.9500","210.6600","496.6100","僅母公司","0.4370","公噸/百萬元營業額","76.7000%","57.6000%","N/A"
"=""2344""","華邦電","9,236.0000","7,815.0000","17,051.0000","母公司","0.3590","公噸/百萬元營業額","88.0000%","","ISO 14001"
"=""2345""","智邦","2.4200","3,109.4800","3,111.9000","母公司","0.0282","公噸/百萬元營業額","0.0000%","","ISO 14001"
"=""2347""","聯強","0.0000","185.0000","185.0000","詳年報說明","N/A","N/A","0.0000%","0.0000%","N/A"
"=""2348""","海悅","N/A","N/A","20.4806","母公司","N/A","N/A","N/A","N/A","N/A"
"=""2349""","錸德","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""2351""","順德","889.9300","595.0400","1,484.9700","母公司","0.1827","公噸/百萬元營業額","","","ISO 14001"
"=""2352""","佳世達","366.0000","13,739.0000","14,105.0000","台灣、蘇州、越南","4.8500","公噸/百萬元營業額","44.2000%","2.5948%","ISO 14001"
"=""2353""","宏碁","0.2500","431.6700","431.9200","包含合併財務報表之母子公司","0.0016","公噸/百萬元營業額","0.0000%","0.0600%","N/A"
"=""2354""","鴻準","1,057.0390","4,342.3060","5,399.3450","大陸主要營運據點(瀋陽、煙臺、太原、昆山、佛山、南寧)","0.0712","公噸/百萬元營業額","0.6187%","","ISO 9001"
"=""2355""","敬鵬","35,822.3830","9,968.2390","45,790.6220","母公司+子公司 敬鵬(常熟)電子有限公司+子公司 敬鵬(泰國)電子","0.0131","m2","94.2000%","78.2300%","ISO 14001"
"=""2356""","英業達","566.7050","35,597.7960","36,164.5010","合併財務報表之母子公司 ","0.0560","公噸/百萬元營業額","77.1000%","","ISO 9001,ISO 14001,UL 2799"
"=""2357""","華碩","52.8000","445.4000","498.2000","華碩營運總部與蘆竹廠","0.0008","公噸/百萬元營業額","N/A","","ISO 14001"
"=""2359""","所羅門","43.2900","121.0000","164.2900","所羅門+子公司-富相科技","0.1610","公噸/百萬元營業額","","41.5081%","N/A"
"=""2360""","致茂","23.8300","604.1300","627.9600","母公司及台灣所屬廠區","0.0290","公噸/百萬元營業額","9.0222%","3.7948%","ISO 9001"
"=""2362""","藍天","59.9979","994.9521","1,054.9500","昆山工廠","N/A","N/A","84.0100%","6.0300%","ISO 14001"
"=""2363""","矽統","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A"
"=""2364""","倫飛","0.0000","44.2470","44.2470","合併財報母子公司","0.0354","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2365""","昆盈","0.2860","24.2900","24.5760","台北總公司及東莞廠","N/A","N/A","100.0000%","1.1637%","ISO 14001"
"=""2367""","燿華","7,419.0000","3,438.0000","10,857.0000","母公司","0.6180","公噸/百萬元營業額","100.0000%","100.0000%","ISO 14001"
"=""2368""","金像電","42,879.9588","13,609.0219","56,488.9807","合併財務報表之母子公司","1.4567","公噸/百萬元營業額","96.6239%","75.9085%","ISO 14001"
"=""2369""","菱生","84.5318","829.6640","914.1958","菱生T1~T6廠","0.1982","公噸/百萬元營業額","0.0000%","9.2500%","ISO 14001"
"=""2371""","大同","7.7180","3,752.8188","3,760.5368","總公司、大園廠、桃園電線電纜廠、桃園壹廠、電表中心、三峽廠","0.2149","公噸/百萬元營業額","0.0000%","0.2052%","ISO 14001"
"=""2373""","震旦行","0.0000","354.3920","354.3920","僅母公司","0.1069","公噸/百萬元營業額","0.0000%","","N/A"
"=""2374""","佳能","0.9500","25.2000","26.1500","佳能企業股份有限公司","N/A","N/A","100.0000%","3.6329%","ISO 14001"
"=""2375""","凱美","0.0000","10.3000","10.3000","凱美電機股份有限公司","N/A","N/A","0.0000%","0.0000%","N/A"
"=""2376""","技嘉","2,651.2700","227.6700","2,878.9400","技嘉科技營運總部、桃園南平廠、中國東莞及寧波廠","10.8600","公噸/百萬元營業額","81.2900%","7.9100%","ISO 14001"
"=""2377""","微星","182.5430","7,372.3710","7,554.9140","微星科技股份有限公司中和廠(微星台北)、微星科技股份有限公司桃園廠(微星桃園)、恩斯邁電子(深圳)有限公司(恩斯邁電子)及微盟電子(昆山)有限公司(微盟電子)","0.0380","公噸/百萬元營業額","2.4162%","0.0000%","N/A"
"=""2379""","瑞昱","9.3000","654.3700","663.6700","廢棄物資料邊界為瑞昱新竹一廠、二廠與三廠產出的廢棄物。","17.3600","公斤/億元單位營收","100.0000%","1.4000%","ISO 9001,ISO 14001"
"=""2380""","虹光","5.2204","72.3800","77.6004","母公司","N/A","N/A","100.0000%","6.7273%","N/A"
"=""2382""","廣達","1,705.9240","80,886.3023","82,592.2263","包含母公司；QSMC廣達上海製造城、QCMC廣達重慶製造城、QMB Co, Ltd.、QMH Computer CO. Ltd.、QCG Computer GMBH、Quanta Mexico Manufacture Center、Quanta Manufacturing Fremont、Quanta Manufacturing Nashville","0.0585","公噸/百萬元營業額","64.1000%","2.0700%","ISO 9001,ISO 14001,UL 2799"
"=""2383""","台光電","9,431.2500","13,917.7100","23,348.9600","母公司: 台光電子材料股份有限公司 子公司: 台光電子材料(昆山)股份有限公司、中山台光電子材料有限公司、台光電子材料(黃石)有限公司","0.3627","公噸/百萬元營業額","71.5800%","11.4800%","N/A"
"=""2385""","群光","460.0600","5,768.4300","6,228.4900","台北總公司、清溪廠、茂瑞廠、吳江廠、重慶廠、泰國廠","0.1010","公噸/百萬元營業額","23.1492%","7.3864%","ISO 14001,UL 2799"
"=""2387""","精元","0.0000","85.2600","85.2600","台灣總公司","0.0060","公噸/百萬元營業額","","","N/A"
"=""2388""","威盛","N/A","N/A","0.1000","N/A","0.0063","公噸/百萬元營業額","100.0000%","100.0000%","N/A"
"=""2390""","云辰","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""2392""","正崴","1,462.0000","832.0000","2,294.0000","正崴主要生產廠區","0.0187","公噸/百萬元營業額","21.0000%","","UL 2799"
"=""2393""","億光","232.5608","1,334.3500","1,566.9158","樹林總部、苗栗苑裡、苗栗銅鑼、蘇州吳江、廣東中山","0.0900","公噸/百萬元營業額","2.3200%","0.0880%","N/A"
"=""2395""","研華","5.8500","105.1655","111.0155","2024年度","71.9353","百萬工時","70.7692%","5.2695%","ISO 14001"
"=""2397""","友通","4.8280","72.0900","76.9180","地理範疇：包含汐止總部、桃園工廠、新店研發辦公室等擁有營運控制權範圍。 汐止總部：新北市汐止區新台五路一段 97 號 10 樓 桃園工廠：桃園市龜山區山鶯路 157 號 1、3 樓  新店研發：新北市新店區寶橋路 233-2 號 10 樓","0.0238","公噸/百萬元營業額","","","N/A"
"=""2399""","映泰","0.3150","0.0000","0.3150","母公司的有害廢棄物","0.0002","公噸/百萬元營業額","","","ISO 9001,ISO 14001"
"=""2401""","凌陽","0.3200","101.6500","101.9700","母公司(新竹科學園區創新一路19號、19-1號及新竹科學園區研發五路6號)","0.0624","公噸/百萬元營業額","23.1000%","0.3138%","ISO 14001"
"=""2402""","毅嘉","47.9600","82.2200","130.1800","母公司","0.0206","公噸/百萬元營業額","3.6072%","36.8400%","ISO 14001"
"=""2404""","漢唐","0.0000","4,624.2100","4,624.2100","已完成母公司 ","0.1388","公噸/百萬元營業額","","","N/A"
"=""2405""","輔信","0.0000","5.6700","5.6700","母公司","N/A","N/A","N/A","","N/A"
"=""2406""","國碩","9.2490","57.3633","66.6123","國碩二廠+新豐廠","0.1531","公噸/百萬元營業額","100.0000%","13.8848%","N/A"
"=""2408""","南亞科","16,671.0000","6,060.0000","22,731.0000","母公司","0.0231","公噸/千顆晶粒","99.8000%","73.3400%","ISO 14001"
"=""2409""","友達","11,247.9100","59,386.5000","70,634.4100","全球營運據點","0.3157","公噸/百萬元營業額","82.6900%","15.9200%","N/A"
"=""2412""","中華電","0.0000","1,850.6506","1,850.6506","數據涵蓋範疇為100%營運據點","0.0080","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001"
"=""2413""","環科","3.3000","85.7200","89.0200","台中市南屯區工業27路2號及3號","0.0275","公噸/百萬元營業額","0.0000%","3.7070%","N/A"
"=""2414""","精技","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2415""","錩新","5,018.7400","4.2000","5,022.9400","子公司_CX Technology (VN) Corporation","2.2000","公噸/百萬元營業額","","","N/A"
"=""2417""","圓剛","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2419""","仲琦","97.8560","166.0010","263.8570","母公司及越南子公司","0.0290","公噸/百萬元營業額","62.9100%","","ISO 14001"
"=""2420""","新巨","1.7050","29.1500","30.8550","台灣五股廠+台灣樹林廠+中國新豪廠","0.0138","公噸/百萬元營業額","","","N/A"
"=""2421""","建準","92.3540","1,553.0240","1,645.3780","建準電機工業股份有限公司(高雄總部及工廠) 昆山廣興電子有限公司 北海建準電子有限公司 北海立準電子有限公司 Sunon Electronics Philippines Corp. ","0.1125","公噸/百萬元營業額","19.3600%","5.6100%","ISO 9001,ISO 14001"
"=""2423""","固緯","0.4140","33.5360","33.9500","本公司於營運過程所產生的廢棄物，皆依法妥善處理，並在產生廢棄物源頭確實做好回收分類，對於製程廢棄物的處理模式為收集、分類、減量及回收，主要辦法是以回收取代掩埋及焚化，降低環境衝擊，並有效管理以提高資源再利用的價值。2024 年度有害事業廢棄物總產量為0.414 公噸。公司產出一般事業廢棄物及有害事業廢棄物皆委託符合規定的廠商清除處理，存放廠區廢棄物並符合存放規定定期清理。","N/A","N/A","","","N/A"
"=""2424""","隴華","0.0000","3.9638","3.9638","隴華母公司","N/A","N/A","0.0000%","0.0000%","N/A"
"=""2425""","承啟","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2426""","鼎元","496.8250","150.8906","647.7156","僅母公司","0.2753","公噸/百萬元營業額","49.1451%","76.7042%","ISO 14001"
"=""2427""","三商電","0.0000","46.9450","46.9450","全公司","0.0097","公噸/百萬元營業額","","","N/A"
"=""2428""","興勤","391.4600","1,099.0500","1,490.5100","本公司所有廠區及子公司元耀科技股份有限公司、興勤(常州)電子有限公司、東莞為勤電子有限公司、興勤(宜昌)電子有限公司及江西興勤電子有限公司","0.1141","公噸/百萬PCS產品","","","N/A"
"=""2429""","銘旺科","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2430""","燦坤","0.0000","1,340.2410","1,340.2410","全台門市、4 區物流中心及印尼物業","N/A","N/A","","","N/A"
"=""2431""","聯昌","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2432""","倚天酷碁-創","0.0000","1.9898","1.9898","包含合併財務報表之母子公司","0.0008","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2433""","互盛電","0.0000","86.6400","86.6400","僅母公司","0.0619","公噸/百萬元營業額","","","N/A"
"=""2434""","統懋","0.0000","4.8000","4.8000","母公司","0.1752","公噸/百萬元營業額","","","N/A"
"=""2436""","偉詮電","1.0600","15.2992","16.3592","已完成合併財務報表之母子公司","0.0053","公噸/百萬元營業額","1.7116%","6.4795%","ISO 9001,ISO 14001"
"=""2438""","翔耀","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""2439""","美律","35.9400","1,380.1500","1,416.0900","台灣總部、MECL、METC、MEVN、MSCS、MESG、MEST、MECA、MENA、SENM、MEMP、FUXM、ASCX。","0.0323","公噸/百萬元營業額","21.0014%","","AA1000 第二類高度保證"
"=""2440""","太空梭","1.9240","168.4660","170.3900","涵蓋合併財務報表之兩家子公司廢棄物；因總公司位於竹北市「昌益科技產發園區」，僅有生活垃圾且由園區管理中心統一處理故無統計。","0.0427","公噸/百萬元營業額","","","N/A"
"=""2441""","超豐","416.3824","1,458.7719","1,875.1543","母公司","0.1233","公噸/百萬元營業額","25.3044%","22.2052%","N/A"
"=""2442""","新美齊","0.0000","10,824.0000","10,824.0000","113年新美齊新建工程建案","N/A","N/A","","","N/A"
"=""2444""","兆勁","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
