"報告年度:2022","議題:人力發展"
"公司代號","公司名稱","員工福利平均數(仟元/人)(每年6/2起公開)-員工福利平均數(仟元/人)(每年6/2起公開)","員工薪資平均數(仟元/人)(每年6/2起公開)-員工薪資平均數(仟元/人)(每年6/2起公開)","非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開)-非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開)","非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開)-非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開)","管理職女性主管占比-管理職女性主管占比","職業災害人數及比率-人數","職業災害人數及比率-比率"
"=""2436""","偉詮電","1448","1246","1151","1071","14.78%","1","0.30%"
"=""2438""","翔耀","633","512","522","461","60.00%","0","0.00%"
"=""2439""","美律","1322","1051","985","765","34.73%","11","0.01%"
"=""2440""","太空梭","1162","964","783","737","25.00%","0","0.00%"
"=""2441""","超豐","895","750","783","630","42.66%","4","0.10%"
"=""2442""","新美齊","1854","1087","1079","879","21.43%","0","0.00%"
"=""2444""","兆勁","699","575","524","469","0.02%","4","0.80%"
"=""2449""","京元電子","942","809","863","711","33.09%","16","0.16%"
"=""2450""","神腦","772","626","622","584","35.20%","1","0.05%"
"=""2451""","創見","902","758","748","601","15.20%","0","0.00%"
"=""2453""","凌群","1262","1080","938","827","22.00%","7","0.59%"
"=""2454""","聯發科","5337","4992","4867","3747","5.60%","0","0.00%"
"=""2455""","全新","1211","1023","897","700","14.81%","1","0.33%"
"=""2457""","飛宏","1210","1015","919","794","32.22%","7","0.15%"
"=""2458""","義隆","2000","1746","1745","1572","15.59%","0","0.00%"
"=""2459""","敦吉","1360","1217","1032","920","0.00%","0","0.00%"
"=""2460""","建通","707","575","595","530","9.23%","0","0.00%"
"=""2461""","光群雷","1047","915","768","672","28.13%","4","2.68%"
"=""2462""","良得電","1283","1073","990","876","10.40%","48","0.00%"
"=""2464""","盟立","1196","1017","1083","893","9.80%","1","0.08%"
"=""2465""","麗臺","1014","855","857","718","31.82%","1","0.31%"
"=""2466""","冠西電","828","712","608","446","24.00%","2","1.27%"
"=""2467""","志聖","1278","1106","1189","993","11.96%","4","1.04%"
"=""2468""","華經","955","802","697","615","30.00%","5","1.36%"
"=""2471""","資通","1516","1323","1203","1079","21.43%","0","0.00%"
"=""2472""","立隆電","1850","1642","1312","1278","37.80%","0","0.00%"
"=""2474""","可成","739","620","687","579","28.57%","7","0.18%"
"=""2476""","鉅祥","792","688","716","631","30.20%","1","0.15%"
"=""2477""","美隆電","702","607","656","528","5.78%","3","1.32%"
"=""2478""","大毅","951","837","684","571","28.42%","6","0.70%"
"=""2480""","敦陽科","1336","1174","1050","962","26.81%","3","0.52%"
"=""2481""","強茂","921","774","770","555","41.38%","17","1.14%"
"=""2482""","連宇","1067","920","760","620","30.00%","0","0.00%"
"=""2483""","百容","657","560","535","469","11.00%","17","2.65%"
"=""2484""","希華","836","709","702","604","31.00%","0","0.00%"
"=""2485""","兆赫","653","540","562","422","34.98%","13","1.24%"
"=""2486""","一詮","729","604","603","546","13.00%","9","1.11%"
"=""2488""","漢平","1177","1019","794","662","33.00%","1","0.68%"
"=""2489""","瑞軒","1572","1359","1035","927","40.24%","3","0.14%"
"=""2491""","吉祥全","904","777","553","505","19.00%","0","0.00%"
"=""2492""","華新科","740","603","580","486","30.50%","5","0.18%"
"=""2493""","揚博","1303","1141","1077","882","25.00%","0","0.00%"
"=""2495""","普安","1078","935","931","759","15.00%","0","0.00%"
"=""2496""","卓越","1386","1112","659","682","100.00%","0","0.00%"
"=""2497""","怡利電","836","720","641","575","1.06%","0","0.00%"
"=""2498""","宏達電","1174","963","1139","897","25.48%","1","0.04%"
"=""2501""","國建","1441","1275","987","879","31.03%","2","1.25%"
"=""2504""","國產","1577","1450","1033","1018","16.67%","5","0.79%"
"=""2505""","國揚","1505","1292","1256","1170","42.86%","0","0.00%"
"=""2506""","太設","643","550","1042","836","0.00%","0","0.00%"
"=""2509""","全坤建","976","813","802","745","66.67%","0","0.00%"
"=""2511""","太子","1801","1574","1082","1048","35.70%","0","0.00%"
"=""2514""","龍邦","1164","1000","778","698","50.00%","0","0.00%"
"=""2515""","中工","1124","972","748","670","20.00%","5","0.50%"
"=""2516""","新建","839","724","616","483","11.00%","4","0.46%"
"=""2520""","冠德","2018","1777","1273","1081","36.00%","0","0.00%"
"=""2524""","京城","1589","1341","980","937","28.57%","0","0.00%"
"=""2527""","宏璟","1507","1280","830","852","39.00%","0","0.00%"
"=""2528""","皇普","1000","858","728","610","44.44%","0","0.00%"
"=""2530""","華建","1667","1465","1104","896","40.00%","0","0.00%"
"=""2534""","宏盛","1275","1091","972","836","8.24%","0","0.00%"
"=""2535""","達欣工","1441","1245","1119","1093","10.73%","0","0.00%"
"=""2536""","宏普","1176","998","841","857","25.00%","0","0.00%"
"=""2537""","聯上發","1133","945","888","791","55.56%","0","0.00%"
"=""2538""","基泰","2989","1619","1029","842","0.00%","0","0.00%"
"=""2539""","櫻花建","1126","941","891","756","20.00%","1","1.35%"
"=""2540""","愛山林","3127","2852","2036","1357","10.00%","0","0.00%"
"=""2542""","興富發","1538","1403","775","624","40.00%","0","0.00%"
"=""2543""","皇昌","859","687","720","564","12.79%","9","0.90%"
"=""2545""","皇翔","1501","1274","1165","970","17.54%","0","0.00%"
"=""2546""","根基","1075","939","978","916","11.00%","10","1.10%"
"=""2547""","日勝生","1477","1244","941","862","39.24%","1","0.48%"
"=""2548""","華固","3157","2805","1647","1566","18.00%","0","0.00%"
"=""2597""","潤弘","1492","1297","1160","959","7.03%","0","0.00%"
"=""2601""","益航","1519","1308","1097","1009","46.67%","0","0.00%"
"=""2603""","長榮","4888","4553","4575","4213","17.13%","9","0.29%"
"=""2605""","新興","2175","1931","1375","1380","28.57%","0","0.00%"
"=""2606""","裕民","2094","1638","1574","1359","26.70%","0","0.00%"
"=""2607""","榮運","1164","984","971","941","25.00%","10","0.97%"
"=""2608""","嘉里大榮","816","667","690","667","12.38%","60","1.38%"
"=""2609""","陽明","3833","3216","2957","2585","28.93%","1","0.05%"
"=""2610""","華航","1897","1343","1638","1159","28.74%","37","0.38%"
"=""2611""","志信","758","609","567","567","16.00%","0","0.00%"
"=""2612""","中航","1695","1479","1307","1000","32.30%","1","0.30%"
"=""2613""","中櫃","773","635","634","614","0.00%","6","0.82%"
"=""2614""","東森","1407","1230","986","914","47.22%","0","0.00%"
"=""2615""","萬海","3329","3025","2442","2242","37.38%","19","0.38%"
"=""2616""","山隆","707","601","771","632","3.29%","0","0.00%"
"=""2617""","台航","1577","1350","1388","1058","21.00%","0","0.00%"
"=""2618""","長榮航","1637","1278","1417","791","31.90%","131","1.39%"
"=""2630""","亞航","764","626","649","600","6.27%","9","0.79%"
"=""2633""","台灣高鐵","1111","938","948","860","18.82%","13","0.27%"
"=""2634""","漢翔","1253","1066","1024","848","19.60%","42","0.61%"
"=""2636""","台驊控股","2622","2378","787","493","9.44%","0","0.00%"
"=""2637""","慧洋-KY","","","","","53.00%","0","0.00%"
"=""2642""","宅配通","673","553","603","573","23.37%","43","1.98%"
"=""2645""","長榮航太","1270","1052","1039","975","6.92%","16","0.58%"
"=""2646""","星宇航空","","","","","","",""
"=""2701""","萬企","618","487","486","452","50.00%","0","0.00%"
"=""2702""","華園","587","496","578","468","50.00%","0","0.00%"
"=""2704""","國賓","1381","1237","586","468","37.55%","10","1.43%"
"=""2705""","六福","542","449","513","440","57.14%","128","0.76%"
"=""2706""","第一店","621","512","434","427","43.00%","0","0.00%"
"=""2707""","晶華","705","591","645","535","52.00%","25","2.35%"
"=""2712""","遠雄來","632","525","487","384","35.29%","7","2.08%"
"=""2722""","夏都","547","456","438","393","52.27%","13","3.10%"
"=""2723""","美食-KY","","","","","20.00%","251","1.67%"
"=""2727""","王品","521","440","663","559","53.05%","91","1.03%"
"=""2731""","雄獅","652","534","508","455","59.00%","20","0.01%"
"=""2739""","寒舍","769","631","577","489","45.93%","92","5.81%"
"=""2748""","雲品","795","672","560","465","48.05%","48","4.85%"
"=""2753""","八方雲集","1131","976","853","787","32.81%","13","1.06%"
"=""2762""","世界健身-KY","","","","","","",""
"=""2801""","彰銀","1734","1395","1338","1253","59.66%","4","0.06%"
"=""2812""","台中銀","1369","1173","1047","883","38.82%","17","0.60%"
"=""2816""","旺旺保","1179","1025","1007","781","41.67%","3","1.35%"
"=""2820""","華票","1874","1542","1474","1294","18.75%","0","0.00%"
"=""2832""","台產","1157","1023","1009","783","36.98%","4","0.76%"
"=""2834""","臺企銀","1589","1319","1283","1143","46.30%","28","0.52%"
"=""2836""","高雄銀","1607","1342","1223","1104","51.46%","8","0.74%"
"=""2838""","聯邦銀","1013","864","856","744","53.72%","69","1.76%"
"=""2845""","遠東銀","1573","1308","1199","1061","40.00%","1","0.04%"
"=""2849""","安泰銀","1170","1031","985","824","49.40%","19","1.25%"
"=""2850""","新產","1383","1263","1210","898","24.07%","0","0.00%"
"=""2851""","中再保","1927","1578","1286","1263","47.50%","2","1.18%"
"=""2852""","第一保","1226","1096","1075","836","13.20%","6","0.70%"
"=""2855""","統一證","1449","1214","1137","819","37.50%","18","1.25%"
"=""2867""","三商壽","1090","955","944","820","47.30%","3","0.20%"
"=""2880""","華南金","1662","1361","1309","1135","52.14%","37","0.35%"
"=""2881""","富邦金","1212","1021","1315","1068","56.10%","53","0.34%"
"=""2882""","國泰金","1163","1017","1327","1107","56.40%","79","0.14%"
"=""2883""","凱基金","1449","1224","1243","1025","60.00%","46","0.18%"
"=""2884""","玉山金","1453","1226","1210","1113","40.85%","20","0.22%"
"=""2885""","元大金","1688","1418","1252","1078","53.98%","11","0.10%"
"=""2886""","兆豐金","1996","1536","1432","1173","53.00%","66","0.66%"
"=""2887""","台新新光金","1464","1245","1267","1038","48.00%","1","0.01%"
"=""2889""","國票金","1520","1315","1079","777","5.13%","0","0.00%"
"=""2890""","永豐金","1614","1351","1265","1089","40.37%","22","0.24%"
"=""2891""","中信金","1725","1496","1469","1225","56.70%","32","0.21%"
"=""2892""","第一金","1777","1516","1337","1245","50.40%","17","0.17%"
"=""2897""","王道銀行","1782","1575","1279","1032","45.50%","6","0.55%"
"=""2901""","欣欣","902","742","633","577","14.81%","0","0.00%"
"=""2903""","遠百","906","786","743","700","25.49%","1","0.07%"
"=""2904""","匯僑","1248","1040","703","670","23.08%","0","0.00%"
"=""2905""","三商","2732","2537","947","814","46.88%","3","0.20%"
"=""2906""","高林","1174","1018","589","524","47.05%","0","0.00%"
"=""2908""","特力","1169","929","929","816","59.70%","1","0.27%"
"=""2910""","統領","725","589","560","511","3.77%","0","0.00%"
"=""2911""","麗嬰房","561","455","471","436","50.00%","0","0.00%"
"=""2912""","統一超","861","731","1009","851","50.16%","20","0.23%"
"=""2913""","農林","874","690","583","492","44.64%","5","0.91%"
"=""2915""","潤泰全","881","640","629","422","61.00%","0","0.00%"
"=""2923""","鼎固-KY","","","","","40.00%","0","0.00%"
"=""2929""","淘帝-KY","","","","","28.50%","0","0.00%"
"=""2939""","永邑-KY","","","","","53.66%","0","0.00%"
"=""2945""","三商家購","439","355","426","358","59.72%","26","0.66%"
"=""3002""","歐格","1281","1131","746","889","58.82%","0","0.00%"
"=""3003""","健和興","860","727","687","647","17.48%","2","0.28%"
"=""3004""","豐達科","1062","922","791","715","23.00%","4","0.88%"
"=""3005""","神基","3464","3231","1628","1428","22.60%","11","0.14%"
"=""3006""","晶豪科","2837","2590","2585","2443","23.73%","0","0.00%"
"=""3008""","大立光","1339","1204","1244","878","10.00%","17","0.24%"
"=""3010""","華立","2173","1909","1428","1180","11.11%","0","0.00%"
"=""3011""","今皓","997","860","708","620","13.30%","0","0.00%"
"=""3013""","晟銘電","1419","1186","998","956","35.00%","40","0.40%"
"=""3014""","聯陽","2306","2069","2013","1891","13.00%","0","0.00%"
"=""3015""","全漢","1177","1024","1001","877","30.32%","3","0.40%"
"=""3016""","嘉晶","1307","1108","1145","1050","27.66%","0","0.00%"
"=""3017""","奇鋐","1911","1682","1033","909","19.92%","22","0.23%"
"=""3018""","隆銘綠能","925","760","768","687","0.32%","0","0.00%"
"=""3019""","亞光","1059","897","848","685","13.82%","0","0.00%"
"=""3021""","鴻名","835","686","722","598","47.05%","0","0.00%"
"=""3022""","威強電","1295","1137","895","830","22.86%","0","0.00%"
"=""3023""","信邦","870","736","685","496","46.00%","35","0.77%"
"=""3024""","憶聲","844","677","586","512","57.14%","0","0.00%"
"=""3025""","星通","1198","1033","942","792","38.46%","0","0.00%"
"=""3026""","禾伸堂","1019","878","838","665","48.82%","5","0.49%"
"=""3027""","盛達","981","820","852","762","31.58%","0","0.00%"
"=""3028""","增你強","1338","1160","1141","1003","32.50%","1","0.27%"
"=""3029""","零壹","1419","1209","1198","993","51.85%","0","0.00%"
"=""3030""","德律","1580","1392","1302","1139","11.25%","4","0.67%"
"=""3031""","佰鴻","1193","1040","787","707","22.00%","0","0.00%"
"=""3032""","偉訓","1407","1218","999","917","30.00%","0","0.00%"
"=""3033""","威健","1762","1551","1310","1174","9.10%","2","0.39%"
"=""3034""","聯詠","4381","4053","3959","3222","7.53%","0","0.00%"
"=""3035""","智原","3108","2847","2550","2072","20.78%","0","0.00%"
"=""3036""","文曄","1988","1754","1425","1096","30.07%","0","0.00%"
"=""3037""","欣興","1357","1204","1099","795","19.20%","46","0.27%"
"=""3038""","全台","801","697","675","570","16.67%","3","0.34%"
"=""3040""","遠見","1229","1055","725","679","50.00%","0","0.00%"
"=""3041""","揚智","2090","1842","1798","1643","13.00%","0","0.00%"
"=""3042""","晶技","1149","1045","1063","808","16.28%","16","1.45%"
"=""3043""","科風","705","585","508","398","22.73%","0","0.00%"
"=""3044""","健鼎","1079","941","706","492","18.73%","0","0.00%"
"=""3045""","台灣大","1251","1070","1097","943","49.00%","3","0.08%"
"=""3046""","建碁","1615","1268","1166","1191","20.80%","0","0.00%"
"=""3047""","訊舟","1337","1143","1060","915","20.00%","0","0.00%"
"=""3048""","益登","1605","1411","1328","1124","37.50%","1","0.24%"
"=""3049""","精金","838","635","757","655","10.00%","0","0.00%"
"=""3050""","鈺德","742","607","655","600","37.00%","0","0.00%"
"=""3051""","力特","777","642","585","545","22.00%","5","0.83%"
"=""3052""","夆典","1103","961","649","562","11.11%","0","0.00%"
"=""3054""","立萬利","1198","1025","896","792","40.00%","0","0.00%"
"=""3055""","蔚華科","2286","1992","1516","1508","29.17%","1","1.30%"
"=""3056""","富華新","2059","1813","1394","799","42.00%","0","0.00%"
"=""3057""","喬鼎","1378","1179","1183","1010","26.00%","0","0.00%"
"=""3058""","立德","810","667","774","538","21.05%","0","0.00%"
"=""3059""","華晶科","2039","1835","1299","1209","20.00%","3","1.03%"
"=""3060""","銘異","874","721","643","553","22.00%","1","0.30%"
"=""3062""","建漢","1402","1200","1115","1021","15.56%","0","0.00%"
"=""3090""","日電貿","1446","1191","872","727","46.34%","0","0.00%"
"=""3092""","鴻碩","1757","1556","732","652","26.19%","382","16.99%"
"=""3094""","聯傑","1673","1459","1209","1177","16.67%","0","0.00%"
"=""3130""","一零四","1531","1343","1285","1129","59.00%","16","1.77%"
"=""3135""","凌航","","","","","","",""
"=""3138""","耀登","1485","1333","1551","1255","32.29%","0","0.00%"
"=""3149""","正達","767","647","629","557","16.19%","2","0.30%"
"=""3150""","鈺寶-創","","","","","","",""
"=""3164""","景岳","774","641","589","514","46.15%","0","0.00%"
"=""3167""","大量","886","589","689","602","15.38%","0","0.00%"
"=""3168""","眾福科","","","","","","",""
"=""3189""","景碩","1088","960","940","680","11.10%","32","0.52%"
"=""3209""","全科","1346","1090","1201","1016","7.40%","0","0.00%"
"=""3229""","晟鈦","686","564","551","481","0.00%","0","0.00%"
"=""3231""","緯創","1622","1432","1318","1107","21.26%","24","0.21%"
"=""3257""","虹冠電","1679","1496","1117","942","0.00%","0","0.00%"
"=""3266""","昇陽","1624","1404","1164","1157","20.00%","0","0.00%"
"=""3296""","勝德","943","791","693","655","39.47%","0","0.00%"
"=""3305""","昇貿","928","781","736","551","27.00%","0","0.00%"
"=""3308""","聯德","904","749","662","540","0.00%","0","0.00%"
"=""3311""","閎暉","776","629","611","421","33.33%","1","0.06%"
"=""3312""","弘憶股","1117","938","918","868","15.38%","0","0.00%"
"=""3321""","同泰","609","506","514","458","31.82%","16","3.37%"
"=""3338""","泰碩","1000","868","816","728","12.50%","0","0.00%"
"=""3346""","麗清","1238","1059","871","729","3.25%","0","0.00%"
"=""3356""","奇偶","1169","1010","1006","893","26.40%","0","0.00%"
"=""3376""","新日興","666","581","634","566","23.60%","22","1.02%"
"=""3380""","明泰","1380","1194","1116","1050","26.00%","0","0.00%"
"=""3406""","玉晶光","1178","1028","889","708","9.57%","22","0.18%"
"=""3413""","京鼎","1742","1577","1512","1222","26.97%","2","0.70%"
"=""3416""","融程電","995","839","829","690","24.00%","8","1.94%"
"=""3419""","譁裕","1129","973","774","670","21.00%","0","0.00%"
"=""3432""","台端","1396","1209","753","708","50.00%","0","0.00%"
"=""3437""","榮創","745","603","660","576","29.66%","7","0.91%"
"=""3443""","創意","4218","3925","2706","2163","13.83%","0","0.00%"
"=""3447""","展達","1822","1592","1397","1204","20.00%","0","0.00%"
"=""3450""","聯鈞","770","555","619","529","30.00%","7","1.20%"
"=""3481""","群創","1054","893","892","709","19.61%","263","0.01%"
"=""3494""","誠研","882","738","617","424","22.22%","1","0.01%"
"=""3501""","維熹","852","733","662","492","40.00%","1","0.30%"
"=""3504""","揚明光","927","783","742","571","23.64%","13","1.39%"
"=""3515""","華擎","2231","1988","1615","1358","38.89%","0","0.00%"
"=""3518""","柏騰","1132","962","807","806","23.80%","0","0.00%"
"=""3528""","安馳","1936","1717","1170","1009","26.32%","0","0.00%"
"=""3530""","晶相光","2716","2443","2777","1999","16.67%","0","0.00%"
"=""3532""","台勝科","1307","1134","1145","1094","5.00%","0","0.00%"
"=""3533""","嘉澤","2841","2563","1478","1178","20.30%","0","0.00%"
"=""3535""","晶彩科","1290","1123","1066","905","11.11%","0","0.00%"
"=""3543""","州巧","842","703","672","574","30.30%","7","2.14%"
"=""3545""","敦泰","3770","3508","1897","1536","9.09%","0","0.00%"
"=""3550""","聯穎","1056","890","852","738","29.55%","0","0.00%"
"=""3557""","嘉威","2916","2670","1167","881","36.00%","27","0.20%"
"=""3563""","牧德","1300","1094","1024","883","20.00%","9","3.26%"
"=""3576""","聯合再生","895","716","673","526","24.80%","13","0.74%"
"=""3583""","辛耘","1179","1010","975","817","20.71%","3","0.50%"
"=""3588""","通嘉","2049","1801","1645","1474","14.29%","1","0.57%"
"=""3591""","艾笛森","993","822","652","482","34.00%","0","0.00%"
"=""3592""","瑞鼎","5382","5001","4866","3719","9.76%","0","0.00%"
"=""3593""","力銘","992","824","682","680","5.00%","0","0.00%"
"=""3596""","智易","1942","1719","1780","1518","19.00%","0","0.00%"
"=""3605""","宏致","928","760","796","605","27.90%","7","1.06%"
"=""3607""","谷崧","750","618","564","478","26.09%","0","0.00%"
"=""3617""","碩天","1621","1435","1284","1132","32.00%","0","0.00%"
"=""3622""","洋華","1211","1080","820","691","20.45%","0","0.00%"
"=""3645""","達邁","871","734","778","708","16.67%","0","0.00%"
"=""3652""","精聯","980","838","836","733","25.00%","5","1.28%"
"=""3653""","健策","1089","989","783","666","24.40%","17","1.00%"
"=""3661""","世芯-KY","","","","","33.00%","0","0.00%"
"=""3665""","貿聯-KY","","","","","35.07%","70","0.40%"
"=""3669""","圓展","1190","1034","1018","884","20.59%","1","0.19%"
"=""3673""","TPK-KY","","","","","24.05%","18","0.12%"
"=""3679""","新至陞","1802","1629","663","613","30.00%","0","0.00%"
"=""3686""","達能","1584","1322","856","893","16.67%","0","0.00%"
"=""3694""","海華","1419","1063","1032","938","2.03%","1","0.11%"
"=""3701""","大眾控","3244","2976","889","759","25.00%","0","0.00%"
"=""3702""","大聯大","2149","1923","1550","1364","31.35%","0","0.00%"
"=""3703""","欣陸","2212","1510","885","825","9.60%","1","0.05%"
"=""3704""","合勤控","1525","1324","1160","944","28.60%","1","0.00%"
"=""3705""","永信","2024","1727","785","671","67.00%","0","0.00%"
"=""3706""","神達","2245","2245","1234","1038","25.00%","2","0.11%"
"=""3708""","上緯投控","2796","2743","681","466","33.33%","1","0.34%"
"=""3711""","日月光投控","6377","5508","1001","772","51.52%","100","0.00%"
"=""3712""","永崴投控","1107","1020","1089","920","25.00%","0","0.00%"
"=""3714""","富采","1825","1608","873","698","26.23%","18","0.00%"
"=""3715""","定穎投控","743","695","0","0","75.00%","0","0.00%"
"=""3716""","中化控股","","","","","","",""
"=""3717""","聯嘉投控","","","","","","",""
"=""4104""","佳醫","1214","1048","941","793","39.40%","0","0.00%"
"=""4106""","雃博","880","731","793","671","23.00%","6","2.16%"
"=""4108""","懷特","1142","993","761","575","58.82%","0","0.00%"
"=""4119""","旭富","1158","999","841","760","18.18%","1","0.50%"
"=""4133""","亞諾法","934","789","645","571","40.00%","0","0.00%"
"=""4137""","麗豐-KY","","","","","70.00%","0","0.00%"
"=""4142""","國光生","864","745","651","594","29.37%","6","1.05%"
"=""4148""","全宇生技-KY","","","","","42.00%","7","1.43%"
"=""4155""","訊映","1091","967","797","724","16.67%","0","0.00%"
"=""4164""","承業醫","1672","1492","994","824","6.30%","5","1.90%"
"=""4190""","佐登-KY","","","","","0.00%","0","0.00%"
"=""4306""","炎洲","676","572","574","530","14.00%","0","0.00%"
"=""4414""","如興","1820","1615","979","778","40.00%","0","0.00%"
"=""4426""","利勤","628","533","561","537","44.27%","17","2.50%"
"=""4438""","廣越","1151","963","892","806","78.00%","0","0.00%"
"=""4439""","冠星-KY","","","","","35.71%","0","0.00%"
"=""4440""","宜新實業","773","668","570","556","0.00%","0","0.00%"
"=""4441""","振大環球","","","","","","",""
"=""4526""","東台","834","689","704","649","8.64%","11","1.64%"
"=""4532""","瑞智","1239","1062","880","786","16.42%","1","0.31%"
"=""4536""","拓凱","1078","922","752","584","19.57%","1","0.31%"
"=""4540""","全球傳動","706","595","624","562","18.82%","8","0.61%"
"=""4545""","銘鈺","792","672","607","524","40.00%","7","0.76%"
"=""4551""","智伸科","2253","2046","1474","1213","33.00%","1","0.04%"
"=""4552""","力達-KY","","","","","20.00%","0","0.00%"
"=""4555""","氣立","660","539","520","441","25.00%","0","0.00%"
"=""4557""","永新-KY","","","","","0.00%","4","0.69%"
"=""4560""","強信-KY","","","","","6.93%","4","0.31%"
"=""4562""","穎漢","686","582","527","509","49.00%","4","1.30%"
"=""4564""","元翎","614","498","532","466","30.30%","8","2.80%"
"=""4566""","時碩工業","1144","1008","853","674","22.70%","3","0.91%"
"=""4569""","六方科-KY","","","","","","",""
"=""4571""","鈞興-KY","","","","","21.81%","5","0.60%"
"=""4572""","駐龍","771","663","621","567","20.59%","3","1.11%"
"=""4576""","大銀微系統","1105","961","913","803","19.50%","3","0.48%"
"=""4581""","光隆精密-KY","","","","","19.00%","0","0.00%"
"=""4583""","台灣精銳","843","743","664","605","28.57%","2","0.29%"
"=""4585""","達明","","","","","","",""
"=""4588""","玖鼎電力","","","","","","",""
"=""4590""","富田-創","","","","","","",""
"=""4720""","德淵","1040","870","748","677","28.00%","1","0.46%"
"=""4722""","國精化","1035","880","849","781","10.00%","0","0.00%"
"=""4736""","泰博","1239","1093","713","572","1.10%","0","0.00%"
"=""4737""","華廣","655","549","573","495","33.33%","20","1.84%"
"=""4739""","康普","1623","1462","876","756","10.90%","0","0.00%"
"=""4746""","台耀","1127","980","913","854","32.20%","3","0.35%"
"=""4755""","三福化","1303","1052","998","884","10.42%","0","0.00%"
"=""4763""","材料*-KY","","","","","7.14%","14","3.23%"
"=""4764""","雙鍵","1052","877","759","704","45.45%","0","0.00%"
"=""4766""","南寶","1122","981","845","717","11.22%","8","1.16%"
"=""4770""","上品","1381","1223","1054","827","19.00%","92","19.57%"
"=""4771""","望隼","","","","","","",""
"=""4807""","日成-KY","","","","","41.38%","13","0.44%"
"=""4904""","遠傳","1175","991","995","872","32.52%","0","0.00%"
"=""4906""","正文","1259","1081","1087","895","25.21%","3","0.06%"
"=""4912""","聯德控股-KY","","","","","23.00%","180","32.85%"
"=""4915""","致伸","2252","1996","1769","1544","25.50%","25","0.20%"
"=""4916""","事欣科","1473","1290","585","623","50.00%","0","0.00%"
"=""4919""","新唐","2045","1877","1880","1441","13.87%","2","0.13%"
"=""4927""","泰鼎-KY","","","","","0.52%","59","0.80%"
"=""4930""","燦星網","923","767","842","705","0.00%","0","0.00%"
"=""4934""","太極","1366","1196","983","854","2.80%","1","0.18%"
"=""4935""","茂林-KY","","","","","27.90%","0","0.00%"
"=""4938""","和碩","1497","1264","1299","1039","17.57%","15","0.02%"
"=""4942""","嘉彰","1112","980","782","563","20.55%","0","0.00%"
"=""4943""","康控-KY","","","","","0.00%","0","0.00%"
"=""4949""","有成精密","","","","","","",""
"=""4952""","凌通","2526","2284","2203","2081","16.70%","0","0.00%"
"=""4956""","光鋐","682","562","585","522","20.00%","0","0.00%"
"=""4958""","臻鼎-KY","","","","","14.40%","30","0.07%"
"=""4960""","誠美材","977","771","734","721","11.11%","10","0.95%"
"=""4961""","天鈺","3017","2736","2958","2225","16.90%","0","0.00%"
"=""4967""","十銓","762","631","625","545","43.75%","0","0.00%"
"=""4968""","立積","1699","1485","1453","1202","18.30%","0","0.00%"
"=""4976""","佳凌","629","530","550","523","22.00%","4","0.23%"
"=""4977""","眾達-KY","","","","","25.00%","0","0.00%"
"=""4989""","榮科","1192","971","985","953","16.67%","0","0.00%"
"=""4994""","傳奇","1055","898","764","679","42.86%","0","0.00%"
"=""4999""","鑫禾","811","695","694","532","20.00%","0","0.00%"
"=""5007""","三星","841","697","697","660","9.80%","13","0.93%"
"=""5203""","訊連","1741","1526","1501","1193","14.30%","0","0.00%"
"=""5215""","科嘉-KY","","","","","29.27%","6","0.38%"
"=""5222""","全訊","987","832","782","700","0.00%","0","0.00%"
"=""5225""","東科-KY","","","","","24.00%","0","0.00%"
"=""5234""","達興材料","1695","1496","1408","1102","24.44%","1","0.26%"
"=""5243""","乙盛-KY","","","","","13.73%","1","0.03%"
"=""5244""","弘凱","1869","1681","1218","956","25.00%","0","0.00%"
"=""5258""","虹堡","1053","899","813","645","30.00%","3","0.69%"
"=""5269""","祥碩","3407","3148","2361","1882","11.80%","0","0.00%"
"=""5283""","禾聯碩","811","684","691","631","15.79%","12","1.58%"
"=""5284""","jpp-KY","","","","","1.68%","26","2.10%"
"=""5285""","界霖","665","583","557","508","47.00%","6","1.80%"
"=""5288""","豐祥-KY","","","","","7.89%","9","0.18%"
"=""5292""","華懋","","","","","","",""
"=""5306""","桂盟","1509","1344","952","755","35.90%","0","0.00%"
"=""5388""","中磊","1495","1327","1063","647","17.13%","4","0.24%"
"=""5434""","崇越","2503","2257","1787","1345","30.00%","0","0.00%"
"=""5469""","瀚宇博","1055","892","844","724","19.44%","8","1.17%"
"=""5471""","松翰","1905","1684","1747","1598","16.00%","0","0.00%"
"=""5484""","慧友","827","676","668","589","23.33%","0","0.00%"
"=""5515""","建國","1040","882","901","755","14.91%","2","0.50%"
"=""5519""","隆大","1690","1430","1135","1082","5.10%","0","0.00%"
"=""5521""","工信","673","572","574","416","7.89%","1","0.57%"
"=""5522""","遠雄","2315","2023","1526","1443","37.00%","0","0.00%"
"=""5525""","順天","1754","1583","1334","1208","27.00%","0","0.00%"
"=""5531""","鄉林","1197","1045","710","617","36.59%","0","0.00%"
"=""5533""","皇鼎","1432","1062","928","800","45.45%","0","0.00%"
"=""5534""","長虹","1583","1388","1047","1001","23.00%","0","0.00%"
"=""5538""","東明-KY","","","","","41.67%","0","0.00%"
"=""5546""","永固-KY","","","","","20.00%","0","0.00%"
