報告年度:2022,議題:溫室氣體排放,,,,,,,,,,,
公司代號,公司名稱,直接(範疇一)溫室氣體排放量-數據(公噸CO₂e),直接(範疇一)溫室氣體排放量-資料邊界,直接(範疇一)溫室氣體排放量-確信範圍,能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e),能源間接(範疇二)溫室氣體排放量-資料邊界,能源間接(範疇二)溫室氣體排放量-確信範圍,其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e),其他間接(範疇三)溫室氣體排放量-資料邊界,其他間接(範疇三)溫室氣體排放量-確信範圍,溫室氣體排放密集度-密集度(噸CO2e/單位),溫室氣體排放密集度-單位
5471,松翰,無，無使用,,,681.648,僅母公司,,無，無使用,,,0.4461,營業額(新台幣仟元)                                                                                                                                                                                      
5484,慧友,279.1958,母公司111年度直接溫室氣體排放量,,無，無統計相關數據,,,無，無統計相關數據,,,0.9496,百萬元營業額
5515,建國,17,企業總部,,180.3,企業總部,,無，無統計相關數據,,,0.54,人                                                                                                                                                                                                      
5519,隆大,31194.7,僅母公司,,308681.52,僅母公司,,無，無統計相關數據,,,3.5039,組織員工數97人                                                                                                                                                                                          
5521,工信,327.004,僅母公司,,857.231,僅母公司,,無，無統計相關數據,,,0.26,百萬元營業額
5522,遠雄,74.2884,包含合併財務報表之母子公司,ISO 14064,3487.7456,包含合併財務報表之母子公司,ISO 14064,192696.937,包含合併財務報表之母子公司,ISO 14064,7.3832,百萬元營業額                                                                                                                                                                                            
5525,順天,39.9747,母公司,,194.5861,母公司,,26.9679,母公司,,0.0008,百萬元營業額
5531,鄉林,無，無統計相關數據,,,229.43,母公司個體,,無，無統計相關數據,,,1.58,員工人數                                                                                                                                                                                                
5533,皇鼎,無，無統計相關數據,,,60.81,僅母公司,,無，無統計相關數據,,,0.0134,百萬元營業額
5534,長虹,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5538,東明-KY,21.5949,母公司,,42.1146,母公司,,無，母公司為控股公司,,,無，母公司為控股公司,
5546,永固-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5607,遠雄港,無，因2023年為本公司盤查起始年,,,無，因2023年為本公司盤查起始年,,,無，因2023年為本公司盤查起始年,,,無，因2023年為本公司盤查起始年,
5608,四維航,374790.008,母子孫公司所屬船舶,永續報告書經BV查證，採用AA1000 Type 1 Moderate Assurance；船隊之範疇一排放使用日本海事協會(ClassNK)燃油耗油量認證書之數據換算                                                                           ,93.67,母公司總部辦公室,永續報告書經BV查證，採用AA1000 Type 1 Moderate Assurance                                                                                                                                                ,無，無統計相關數據,,,1.266,範疇二總排放量/辦公室人數；而船隊之溫室氣體排放強度，以範疇一總排放量/延噸海浬，得出0.0000009485。延噸海浬為載貨噸數與起訖港浬程數之乘積                                                                
5706,鳳凰,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5871,中租-KY,404.66,總部大樓至嘉義辦公室，包括台北－總公司、太欣、達爾文、仲信、城北；新北－新莊、新北；桃園－桃園、環西、環北辦公室；新竹－新竹辦公室；台中－台中辦公室；彰化－彰化微企、彰化、中彰辦公室；嘉義－嘉義辦公室，共計16個辦公室據點。,ISO 14064,2988.22,總部大樓至嘉義辦公室，包括台北－總公司、太欣、達爾文、仲信、城北；新北－新莊、新北；桃園－桃園、環西、環北辦公室；新竹－新竹辦公室；台中－台中辦公室；彰化－彰化微企、彰化、中彰辦公室；嘉義－嘉義辦公室，共計16個辦公室據點。,ISO 14064,837.45,總部大樓至嘉義辦公室，包括台北－總公司、太欣、達爾文、仲信、城北；新北－新莊、新北；桃園－桃園、環西、環北辦公室；新竹－新竹辦公室；台中－台中辦公室；彰化－彰化微企、彰化、中彰辦公室；嘉義－嘉義辦公室，共計16個辦公室據點。,ISO 14064,0.33,百萬元營業額
5876,上海商銀,725.11,僅母公司,1.確信準則3000號 2.通過ISO 14064驗證                                                                                                                                                                    ,7465.59,僅母公司,1.確信準則3000號 2.通過ISO 14064驗證                                                                                                                                                                    ,964332.2,僅母公司 排放源類型僅為上游電力、員工通勤、商務差旅、產品生命終止階段產生之排放及投融資活動,ISO 14064僅為上游電力、員工通勤、商務差旅、產品生命終止階段產生之排放                                                                                                                                   ,34.6072,百萬元營業額
5880,合庫金,2720.6,集團全據點334處,ISO 14064,23339.48,集團全據點334處,ISO 14064,6449840.82,自身營運範疇三：集團全據點334處；投融資範疇三：合併財務報表之母子公司。,ISO 14064,0.49,佰萬元淨收益                                                                                                                                                                                            
5906,台南-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5907,大洋-KY,無，無統計相關數據,,,65390,大洋商業大陸商場,,無，無統計相關數據,,,0.0103,新台幣千元                                                                                                                                                                                              
6005,群益證,447.24,母公司,,5034.04,母公司,,無，無統計相關數據,,,0.9713,百萬元營業額
6024,群益期,13.5584,全台營運據點,,421.1765,全台營運據點,,2.5042,"全台營運據點 僅計算範疇三之廢棄物排放量，無包含投資內容",,0.168,百萬元營業額
6108,競國,347,本公司,ISO 14064,14303,本公司,ISO 14064,3194,本公司,ISO 14064,0.0188,產品
6112,邁達特,45.2803,"1. 邁達特數位股份有限公司(台北總部、台北倉庫、新竹分公司、台中分公司、高雄分公司) 2. 啟迪國際資訊股份有限公司(台北總部、台北倉庫) 3. 聚上雲股份有限公司 4. 前進國際股份有限公司 5. 仁資專業服務有限公司 6. 典通股份有限公司 7. 浚鴻數據開發股份有限公司",ISO 14064,1420.5779,"1. 邁達特數位股份有限公司(台北總部、台北倉庫、新竹分公司、台中分公司、高雄分公司) 2. 啟迪國際資訊股份有限公司(台北總部、台北倉庫) 3. 聚上雲股份有限公司 4. 前進國際股份有限公司 5. 仁資專業服務有限公司 6. 典通股份有限公司 7. 浚鴻數據開發股份有限公司",ISO 14064,746.3127,"1. 邁達特數位股份有限公司(台北總部、台北倉庫、新竹分公司、台中分公司、高雄分公司) 2. 啟迪國際資訊股份有限公司(台北總部、台北倉庫) 3. 聚上雲股份有限公司 4. 前進國際股份有限公司 5. 仁資專業服務有限公司 6. 典通股份有限公司 7. 浚鴻數據開發股份有限公司",ISO 14064,0.1826,百萬元營業額
6115,鎰勝,480.353,母公司及昆山子公司,,13384.847,母公司及昆山子公司,,無，無統計相關數據,,,13865.2,產品
6116,彩晶,59101.22,母公司及子公司(南京瀚宇彩欣科技有限責任公司),ISO 14064,284941.46,母公司及子公司(南京瀚宇彩欣科技有限責任公司),ISO 14064,92467.12,母公司的南科廠及內湖營業所經DNV查證,ISO 14064,20.18,百萬元營業額
6117,迎廣,1571.58,母公司,,5839.01,母公司,,無，無統計相關數據,,,0.0034,千元營業額                                                                                                                                                                                              
6120,達運,3285,包含本公司及合併財務報表內子公司,,61930,包含本公司及合併財務報表內子公司,,無，無統計相關數據,,,4.51,百萬元營業額                                                                                                                                                                                            
6128,上福,21.02,上福全球在台灣營運據點為主(包含本廠、二廠及三廠),,1563.28,上福全球在台灣營運據點為主(包含本廠、二廠及三廠),,無，無統計相關數據,,,0.0011,仟元營業額                                                                                                                                                                                              
6133,金橋,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6136,富爾特,無，無統計相關數據,,,120.013,母公司,,無，無統計相關數據,,,無，無統計相關數據,
6139,亞翔,111,亞翔工程(股)公司三個辦公室,,352.5,亞翔工程(股)公司三個辦公室,,22900,亞翔公司採購之大宗物料中揭露電線、不繡鋼管、鍍鋅鋼管、塑管、EMT管、線架、球塞閥及蝶閥等。,,0.0103,百萬元營業額
6141,柏承,3810.6,昆山子公司廠區,ISO 14064,35597.6,昆山子公司廠區,ISO 14064,1615,昆山子公司廠區,ISO 14064,1.9198,仟元營業額                                                                                                                                                                                              
6142,友勁,150.65,母公司,ISO 14064,4168.1636,母公司,ISO 14064,722.2633,母公司,ISO 14064,1.2791,百萬元營業額
6152,百一,24.0447,母公司,,341.1623,母公司,,無，無統計相關數據,,,無，無統計相關數據,
6153,嘉聯益,7651.52,僅母公司樹林廠,ISO 14064,24469.87,僅母公司樹林廠,ISO 14064,無，無統計相關數據,,,無，無統計相關數據,
6155,鈞寶,29.08,母公司,,6989.43,母公司,,無，無統計相關數據,,,無，無統計相關數據,
6164,華興,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6165,浪凡,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6166,凌華,641.65,母公司,ISO 14064-1                                                                                                                                                                                             ,4738.66,母公司,ISO 14064-1                                                                                                                                                                                             ,914.92,母公司,ISO 14064-1                                                                                                                                                                                             ,0.0007,千元營業額                                                                                                                                                                                              
6168,宏齊,71.0264,母公司,,9348.9771,母公司,,5777.7437,母公司,,0.0042,千元營業額                                                                                                                                                                                              
6176,瑞儀,2633.44,台灣與中國大陸製造廠區,ISO 14064,104970.61,台灣與中國大陸製造廠區,ISO 14064,74260.72,台灣與中國大陸製造廠區,ISO 14064,0.0129,原物料塑膠粒投料量(公斤)                                                                                                                                                                                
6177,達麗,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6183,關貿,64.5181,臺北總公司、中部辦公室、台中營運中心、高雄營業部、公務車用油、化糞池及冷媒逸散,,1275.7342,南港總公司、中部辦公室、台中營運中心、高雄營業部營運用之電力,,"無，無相關統計數據,己逐步要求廠商配合揭露",,,0.5907,排放(噸)/營業額(百萬)                                                                                                                                                                                   
6184,大豐電,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6189,豐藝,470800,母公司,,220658,母公司,,無，無統計相關數據,,,無，無統計相關數據,
6191,精成科,0.5,包含合併財務報表之母子公司,,251715.9,包含合併財務報表之母子公司,,無，無統計相關數據,,,10.3796,百萬元營業額
6192,巨路,117.3,台北總部及台灣所屬分公司,,626.74,台北總部及台灣所屬分公司,,無，無統計相關數據,,,無，無統計相關數據,
6196,帆宣,158.544,已驗證-湖口廠；未驗證-頭份廠、南科一、三、五廠,ISO 14064,8278.908,已驗證-湖口廠；未驗證-頭份廠、南科一、三、五廠,ISO 14064,無，無統計相關數據,,,0.716,平方公尺(樓地板面積)                                                                                                                                                                                    
6197,佳必琪,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6201,亞弘電,無，無統計相關數據,,,1183,母公司,,無，無統計相關數據,,,無，無統計相關數據,
6202,盛群,87.5783,母公司,,1435.0524,母公司,,無，無統計相關數據,,,0.25,百萬元營業額
6205,詮欣,38.1511,母公司,ISO 14064,300.939,母公司,ISO 14064,87.8203,母公司,ISO 14064,0.2279,百萬元營業額
6206,飛捷,173.04,飛捷母公司,,1857.71,飛捷母公司,,576.58,飛捷母公司,,0.54,百萬元營業額
6209,今國光,無，無統計相關數據,,,14212,今國集團,,無，無統計相關數據,,,無，無統計相關數據,
6213,聯茂,3592.2,母公司,,8900.6,母公司,,無，無統計相關數據,,,0.0032,產品-每張-銅箔基板                                                                                                                                                                                      
6214,精誠,11.0019,僅母公司,ISO 14064,2804.221,僅母公司,ISO 14064,573.5518,僅母公司,ISO 14064,0.1023,百萬元營業額
6215,和椿,0.722,母公司,,372.27,母公司,,無，無統計相關數據,,,0.2069,百萬元營業額
6216,居易,無，無統計相關數據,,,475.429,僅母公司,,無，無統計相關數據,,,475.429,輸入電力而造成間接之溫室氣體排放                                                                                                                                                                        
6224,聚鼎,44.3051,母公司,,3383.2604,母公司,,無，無統計相關數據,,,無，無統計相關數據,
6225,天瀚,無，詳年報說明,,,無，詳年報說明,,,無，詳年報說明,,,無，詳年報說明,
6226,光鼎,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6230,尼得科超眾,58,中興廠、興德廠、陞泰廠,,3627.2,中興廠、興德廠、陞泰廠,,無，無統計相關數據,,,0.309,百萬元營業額
6235,華孚,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6239,力成,14452.871,僅台灣地區力成科技,ISO 14064,377208.717,僅台灣地區力成科技,ISO 14064,325703.2365,僅台灣地區力成科技,ISO 14064,7.4,百萬元營業額
6243,迅杰,無，無統計相關數據,,,147.134,母公司,,無，無統計相關數據,,,無，無統計相關數據,
6257,矽格,530.0681,矽格北興廠區 中興廠區 湖口廠區,ISAE 3410                                                                                                                                                                                               ,80174.626,矽格北興廠區 中興廠區 湖口廠區,ISAE 3410                                                                                                                                                                                               ,無，無揭露,,,7.6207,百萬元營業額
6269,台郡,42866.792,僅母公司,,46608.541,僅母公司,,無，無統計相關數據,,,0.089,產品
6271,同欣電,3592.43,"資料涵蓋合併財務報表之母子公司，共五個據點 1.台北總部-台北市延平南路83號6樓 2.台北廠-新北市鶯歌區鶯桃路365巷55號 3.龍潭廠-桃園市龍潭區龍園五路21號 4.竹北廠-新竹縣竹北市泰和路84號與 昌益辦公室-新竹縣竹北市環科一路1號6樓之1號 5.菲律賓廠-103Prosperity Ave, Calamba, 4037 Laguna, Philippines",ISO 14064,57585.64,"資料涵蓋合併財務報表之母子公司，共五個據點 1.台北總部-台北市延平南路83號6樓 2.台北廠-新北市鶯歌區鶯桃路365巷55號 3.龍潭廠-桃園市龍潭區龍園五路21號 4.竹北廠-新竹縣竹北市泰和路84號與 昌益辦公室-新竹縣竹北市環科一路1號6樓之1號 5.菲律賓廠-103Prosperity Ave, Calamba, 4037 Laguna, Philippines",ISO 14064,27471.63,"資料涵蓋合併財務報表之母子公司，共五個據點 1.台北總部-台北市延平南路83號6樓 2.台北廠-新北市鶯歌區鶯桃路365巷55號 3.龍潭廠-桃園市龍潭區龍園五路21號 4.竹北廠-新竹縣竹北市泰和路84號與 昌益辦公室-新竹縣竹北市環科一路1號6樓之1號 5.菲律賓廠-103Prosperity Ave, Calamba, 4037 Laguna, Philippines",ISO 14064,4.3026,百萬元營業額
6272,驊陞,,,N/A,N/A,N/A,N/A,,,N/A,,
6277,宏正,69.994,本公司及汐萬廠區,ISO 14064,2566.7519,本公司及汐萬廠區,ISO 14064,444.7691,本公司及汐萬廠區,ISO 14064,0.7,百萬元營業額
6278,台表科,1286.885,母公司及子公司-峻凌電子(蘇州)有限公司,,60557.9063,母公司及子公司-峻凌電子(蘇州)有限公司,,無，無統計相關數據,,,0.834,百萬元營業額
6281,全國電,無，無統計相關數據,,,18139.7949,母公司,,無，無統計相關數據,,,0.848,百萬元營業額
6282,康舒,2047.19,包含合併財務報表之母子公司,ISO 14064,40977.37,包含合併財務報表之母子公司,ISO 14064,2015677.92,包含合併財務報表之母子公司,ISO 14064,169.9165,NTD每億元營收                                                                                                                                                                                           
6283,淳安,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6285,啟碁,2361.3,溫室氣體排放量計算範圍為碁總部、力行廠、南科廠、佳、新、基永昌（昆山）、越南廠。,ISO14064-1                                                                                                                                                                                              ,61350.44,溫室氣體排放量計算範圍為碁總部、力行廠、南科廠、佳、新、基永昌（昆山）、越南廠。,ISO14064-1                                                                                                                                                                                              ,195385.1,溫室氣體排放量計算範圍為碁總部、力行廠、南科廠、佳、新、基永昌（昆山）、越南廠。,ISO14064-1                                                                                                                                                                                              ,0.67,百萬元營業額
6405,悅城,0.8606,母公司,,4419,母公司,,無，無統計相關數據,,,無，無統計相關數據,
6409,旭隼,258.36,包含合併財務報表之母子公司,ISO14607; 採用IISAE3000及ISAE3410進行確信                                                                                                                                                               ,21486,包含合併財務報表之母子公司,ISO14607;採用ISAE3000及ISAE3410進行確信                                                                                                                                                                 ,804669,包含合併財務報表之母子公司,ISO14607;採用ISAE3000及ISAE3410進行確信                                                                                                                                                                 ,1117,單位:百萬美金營業額                                                                                                                                                                                     
6412,群電,2937.72,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠,ISO 14064,35987.75,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠,ISO 14064,23603642.06,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠,ISO 14064,0.948,百萬元營業額
6414,樺漢,8,僅母公司,,342.11,僅母公司,,2509.2856,僅母公司,,無，無統計相關數據,
6415,矽力*-KY,102.36,矽力杰半導體技術（杭州）有限公司,,3143.98,矽力杰半導體技術（杭州）有限公司,,無，本企業不涉及生產活動，未統計範圍三溫室氣體排放,,,0.0001,千元營業額                                                                                                                                                                                              
6416,瑞祺電通,55.5763,僅母公司,ISO 14064,693.8588,僅母公司,ISO 14064,3761.3215,僅母公司,ISO 14064,0.2163,百萬元營業額
6426,統新,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6431,光麗-KY,無，未達盤查標準，尚未開始盤查。,,,無，未達盤查標準，尚未開始盤查。,,,無，未達盤查標準，尚未開始盤查。,,,無，未達盤查標準，尚未開始盤查。,
6438,迅得,292.2919,僅母公司,,757.901,僅母公司,,166.6132,僅母公司,,0.3564,百萬元營業額
6442,光聖,31.8353,僅母公司,,1919.5877,僅母公司,,無，無統計相關數據,,,0.6637,百萬元營業額
6443,元晶,6154.719,111年新竹廠及屏東廠資料加總,,48538.054,111年新竹廠及屏東廠資料加總,,無，無統計相關數據,,,6.074,百萬元營業額
6446,藥華藥,569.4792,藥華醫藥台中廠,,3085.5974,藥華醫藥台中廠,,711.5122,藥華醫藥台中廠,,27.7,產品
6449,鈺邦,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6451,訊芯-KY,318.46,2022.1~2022.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,ISO 14064,21959.12,2022.1~2022.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,ISO 14064,8458.62,2022.1~2022.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,ISO 14064,0.3367,萬元產值RMB                                                                                                                                                                                             
6456,GIS-KY,2724.6,本公司及子公司所有廠區,ISO 14064,13250.48,本公司及子公司所有廠區,ISO 14064,226617.6,本公司及子公司所有廠區,ISO 14064,0.13,百萬元營業額
6464,台數科,6.8214,僅母公司,,14.3187,僅母公司,,無，活動資料取得困難。,,,0.0012,千元營業額                                                                                                                                                                                              
6472,保瑞,19174.666,合併財務報表之母子公司,ISO 14064,12683.7841,合併財務報表之母子公司,ISO 14064,13740.41,合併財務報表之母子公司,ISO 14064,3.0359,百萬元營業額
6477,安集,"無，本公司屬實收資本額50億元以下之 公司別，應於第三階段(115年度) 適用溫室氣體盤查及查證，本公司 之合併子公司(包含合併報表報導 個體之各子公司)應於第四階段 (116年)適用溫室氣體盤查及查 證；將持續依主管機關之參考指引 及相關規定完成設置專（兼）職單 位、各計畫項目詳細推動時程、擬 定完整盤查程序及董事會督導及控 管階段性目標等計畫內容。",,,"無，本公司屬實收資本額50億元以下之 公司別，應於第三階段(115年度) 適用溫室氣體盤查及查證，本公司 之合併子公司(包含合併報表報導 個體之各子公司)應於第四階段 (116年)適用溫室氣體盤查及查 證；將持續依主管機關之參考指引 及相關規定完成設置專（兼）職單 位、各計畫項目詳細推動時程、擬 定完整盤查程序及董事會督導及控 管階段性目標等計畫內容。",,,"無，本公司屬實收資本額50億元以下之 公司別，應於第三階段(115年度) 適用溫室氣體盤查及查證，本公司 之合併子公司(包含合併報表報導 個體之各子公司)應於第四階段 (116年)適用溫室氣體盤查及查 證；將持續依主管機關之參考指引 及相關規定完成設置專（兼）職單 位、各計畫項目詳細推動時程、擬 定完整盤查程序及董事會督導及控 管階段性目標等計畫內容。",,,"無，本公司屬實收資本額50億元以下之 公司別，應於第三階段(115年度) 適用溫室氣體盤查及查證，本公司 之合併子公司(包含合併報表報導 個體之各子公司)應於第四階段 (116年)適用溫室氣體盤查及查 證；將持續依主管機關之參考指引 及相關規定完成設置專（兼）職單 位、各計畫項目詳細推動時程、擬 定完整盤查程序及董事會督導及控 管階段性目標等計畫內容。",
6491,晶碩,222.4793,僅母公司,,40969.4254,僅母公司,,15847.7315,僅母公司,,無，無統計相關數據,
6504,南六,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6505,台塑化,24000546.62,"母公司 母公司",ISO 14064,423554.8634,"母公司 母公司",ISO 14064,57911749.82,母公司,ISO 14064,28.8004,百萬元營業額
6515,穎崴,97.6803,台灣所有廠區,,3193.4088,台灣所有廠區,,無，無統計相關數據,,,0.643,百萬元營業額
6525,捷敏-KY,0,包含合併財務報表之子公司,,34479.29,包含合併財務報表之子公司,,0,包含合併財務報表之子公司,,0.007,產品
6526,達發,,,N/A,N/A,N/A,N/A,,,N/A,,
6531,愛普*,13.0395,母公司,,255.14,母公司,,無，無統計相關數據,,,0.0539,百萬元營業額
6533,晶心科,無，無統計相關數據,,,341,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,
6534,正瀚-創,,,N/A,N/A,N/A,N/A,,,N/A,,
6541,泰福-KY,40280.87,合併財務報表之母子公司,,2423573.24,合併財務報表之母子公司,,無，無統計相關數據,,,109.97,噸CO2e/新台幣仟元營收                                                                                                                                                                                   
6550,北極星藥業-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6552,易華電,331.0166,易華公司,ISO 14064,17536.8916,易華公司,ISO 14064,0,易華公司,ISO 14064,0,產品
6558,興能高,510.11,合併財務報表之母子公司,,8035.19,合併財務報表之母子公司,,22045.33,合併財務報表之母子公司,,26.6373,百萬元營業額
6573,虹揚-KY,42.5449,包含合併財務報表之母子公司,,7554.54,包含合併財務報表之母子公司,,無，無統計相關數據,,,0.0349,百萬元營業額
6579,研揚,41.63,僅母公司,,1456.73,僅母公司,,無，盤查資料/項目尚在進行中,,,0.25,百萬元營業額
6581,鋼聯,76313.8792,僅母公司,ISO 14064,9966.676,僅母公司,ISO 14064,62544.1672,僅母公司,ISO 14064,0.525,服務
6582,申豐,3571,母公司,,7495,母公司,,無，無統計相關數據,,,0.348,產品
6585,鼎基,1980,本公司之高雄辦公室以及台灣各廠(高雄廠、屏東廠),ISO 14064,19525,本公司之高雄辦公室以及台灣各廠(高雄廠、屏東廠),ISO 14064,無，無統計相關數據,,,0.0087,仟元                                                                                                                                                                                                    
6589,台康生技,990.4825,合併財務報表之母子公司,,8917.0685,合併財務報表之母子公司,,7885.5206,母公司,,3.4048,產品
6591,動力-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6592,和潤企業,286.2648,僅母公司,ISO 14064,736.8085,僅母公司,ISO 14064,217.3799,僅母公司,ISO 14064,無，詳年報說明,
6598,ABC-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6605,帝寶,無，盤查中,,,無，盤查中,,,無，盤查中,,,無，盤查中,
6606,建德工業,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6614,資拓宏宇,,,N/A,N/A,N/A,N/A,,,N/A,,
6625,必應,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6641,基士德-KY,102.15,合併報表之子公司之一-川源(中國)平湖廠區,,328.14,合併報表之子公司之一-川源(中國)平湖廠區,,176.34,合併報表之子公司之一-川源(中國)平湖廠區,,0.3157,百萬元營業額
6645,金萬林-創,,,N/A,N/A,N/A,N/A,,,N/A,,
6655,科定,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6657,華安,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6658,聯策,,,N/A,N/A,N/A,N/A,,,N/A,,
6666,羅麗芬-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6668,中揚光,123.489,母公司,,6010.149,母公司,,1262.401,母公司,,16.66,百萬元營業額
6669,緯穎,1186.6308,"母公司及全球主要營運與製造廠區(緯穎科技墨西哥子公司) 註:排除小於總排放量5%或排放數據未滿完整年度之營運據點",ISO 14064,19170.5147,"母公司及全球主要營運與製造廠區(緯穎科技墨西哥子公司) 註1:排除小於總排放量5%或排放數據未滿完整年度之營運據點 註2:市場基準;請詳閱緯穎2022年永續報告書",ISO 14064,4167073.65,"母公司 註:部分數據未列入查證範圍，請詳閱緯穎2022年永續報告書",ISO 14064,0.0695,百萬元營業額
6670,復盛應用,5184.4566,母公司,ISO 14064,20208.8179,母公司,ISO 14064,155720.6848,母公司,ISO 14064,0.91,百萬元營業額
6671,三能-KY,2003.9246,合併財務報表之母子公司,,5719.0044,合併財務報表之母子公司,,無，無統計相關數據,,,4.1477,百萬元營業額
6672,騰輝電子-KY,4814.63,合併財務報表之子公司生產型廠區,,14313.36,合併財務報表之子公司生產型廠區,,無，無統計相關數據,,,0.0034,千元營業額                                                                                                                                                                                              
6674,鋐寶科技,18.15,母公司,,512.17,母公司,,無，無統計相關數據,,,0.21,百萬元營業額
6689,伊雲谷,19.63,母公司,,160.44,母公司,,0.14,母公司,,0.0758,百萬元營業額
6691,洋基工程,349.53,僅母公司,,166.76,僅母公司,,無，無統計相關數據,,,0.037,百萬元營業額
6695,芯鼎,5.7173,母公司,,413.9455,母公司,,無，無統計相關數據,,,38.389,營業額(億元)                                                                                                                                                                                            
6698,旭暉應材,31.6,僅母公司,,4119.2,僅母公司,,22.92,Na2CO3&自來水排放量(僅母公司),,0.0033,千元營業額                                                                                                                                                                                              
6706,惠特,44.3754,包含合併財務報表之母子公司,,6566.645,包含合併財務報表之母子公司,,無，無其他間接範疇項目,,,1.483,百萬元營業額
6715,嘉基,418.3545,包含合併財務報表之母子公司-本公司及子公司嘉基蘇州,,2556.185,包含合併財務報表之母子公司-本公司及子公司嘉基蘇州,,無，無統計相關數據,,,0.5535,百萬元營業額
6719,力智,1.1,母公司,,950.16,母公司,,無，無統計相關數據,,,0.16,百萬元營業額
6722,輝創,,,N/A,N/A,N/A,N/A,,,N/A,,
6742,澤米,,,N/A,N/A,N/A,N/A,,,N/A,,
6743,安普新,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6753,龍德造船,515.0316,僅母公司,,1778.968,僅母公司,,無，無統計相關數據,,,0.5987,百萬元營業額
6754,匯僑設計,130.36,總公司+中壢鴻僑,,417.4,總公司+中壢鴻僑,,無，無統計相關數據,,,0.107,百萬元營業額
6756,威鋒電子,312,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6757,台灣虎航,,,N/A,N/A,N/A,N/A,,,N/A,,
6768,志強-KY,12.8718,台灣總部辦公室,,106.5327,台灣總部辦公室,,無，無統計相關數據,,,無，無統計相關數據,
6770,力積電,89694,母公司,ISO 14064,581994,母公司,ISO 14064,213668,母公司,ISO 14064,5.061,產品
6771,平和環保-創,,,N/A,N/A,N/A,N/A,,,N/A,,
6776,展碁國際,32,申報公司及100%持股子公司及博瑞達總部,ISO 14064,632,申報公司及100%持股子公司及博瑞達總部,ISO 14064,無，部份項目併入母公司宏碁進行計算,,ISO 14064,0.03,百萬元營業額
6781,AES-KY,122.0056,資料涵蓋範圍包含合併財務報表之母子公司,ISO 14064,3537.5863,資料涵蓋範圍包含合併財務報表之母子公司,ISO 14064,85262.1824,資料涵蓋範圍包含合併財務報表之母子公司,ISO 14064,0.243,百萬元營業額
6782,視陽,13.47,包含合併財務報表之母子公司,,13784.11,包含合併財務報表之母子公司,,無，未進行盤查,,,4.97,百萬元營業額
