"報告年度:2024","議題:水資源管理"
"公司代號","公司名稱","用水量(公噸(t))-用水量(公噸(t))","資料邊界-資料邊界","用水密集度-用水密集度","用水密集度-單位","驗證標準-取得驗證"
"=""6931""","青松健康","N/A","N/A","N/A","N/A","N/A"
"=""6933""","AMAX-KY","3,253.0000","蓋艾瑪斯科技控股股份有限公司及我們位於美國之總部 AMAX Engineering Corporation","0.0006","取水密集度（百萬公升/百萬營收） ","N/A"
"=""6936""","永鴻生技","41,178.0000","本公司之新竹廠、台北辦公室、台中辦公室","31.8195","公噸/百萬元營業額","N/A"
"=""6937""","天虹","15,186.7000","統計範疇為天虹科技總部／天虹科技湖口廠／天虹科技南科辦公室","5.8689","公噸/百萬元營業額","N/A"
"=""6944""","兆聯實業","144,631.0000","已完成母公司","14.0400","公噸/百萬元營業額","N/A"
"=""6949""","沛爾生醫-創","N/A","N/A","N/A","N/A","N/A"
"=""6951""","青新-創","6,890.0455","合併財務報表之母子公司","9.8609","公噸/百萬元營業額","N/A"
"=""6952""","大武山","68.1340","大武山公司屏東場區、台南場區及雲林場區","0.0170","公噸/年洗選量(萬顆)","N/A"
"=""6955""","邦睿生技-創","1,452.0000","已完成母公司","6.5405","公噸/百萬元營業額","N/A"
"=""6957""","裕慶-KY","102,158.0000","本年度報告書資訊揭露之組織邊界以生產基地為考量，範圍僅涵蓋裕慶集團之台灣分公司、子公司蘇州裕慶金屬制品有限公司及昆山環宇木業有限公司之營運與生產據點，其中Beeline Corp、BEELINE Group LLC及郁智康股份有限公司之性質為投資控股或貿易性質而未列入。","N/A","N/A","N/A"
"=""6958""","日盛台駿","N/A","N/A","N/A","N/A","N/A"
"=""6962""","奕力-KY","14,240.0000","奕力科技新竹辦公室","0.6340","公噸/百萬元營業額","N/A"
"=""6965""","中傑-KY","144,526,623.0000","台灣總部、中國上高廠、越南寧平廠","N/A","N/A","N/A"
"=""6969""","成信實業*-創","N/A","N/A","N/A","N/A","N/A"
"=""6988""","威力暘-創","2,136.0000","母公司","N/A","N/A","N/A"
"=""6994""","富威電力","1,538.0550","數據僅涵蓋頂埔大樓富威電力總部及富威電力蘇澳分公司","0.8150","公噸/百萬元營業額","N/A"
"=""7631""","聚賢研發","461.2000","母體公司","0.3100","萬公升/人","N/A"
"=""7705""","三商餐飲","85.8010","三商餐飲中央廚房","N/A","N/A","N/A"
"=""7722""","LINEPAY","2,103.0000","連加網路商業股份有限公司個體公司","0.3418","公噸/百萬元營業額","N/A"
"=""7732""","金興精密","16,465.1230","臺灣總部源自每月自來水費單 ; 泰國子公司自來水源自每月水費單、地表水及地下水為推估值。","9.7000","公噸/百萬元營業額","N/A"
"=""7736""","虎山","9,724.0000","母公司","N/A","N/A","N/A"
"=""7740""","熙特爾","N/A","N/A","N/A","N/A","N/A"
"=""7749""","意騰-KY","1,952.0000","用水範圍為意騰科技總公司，本公司無製程用水皆屬生活用水。","N/A","N/A","N/A"
"=""7788""","松川精密","63,663.0000","已完成母公司台灣廠區","14.1312","公噸/百萬元營業額","N/A"
"=""8011""","台通","7,454.3270","總部+工廠","N/A","N/A","N/A"
"=""8016""","矽創","6,969.5890","矽創(新竹總公司及臺北辦公室)","2.1895","N/A","N/A"
"=""8021""","尖點","24,381.0000","僅母公司","22.5204","公噸/百萬元營業額","N/A"
"=""8028""","昇陽半導體","746,246.0000","新竹巿力行路6號;台中巿梧棲區建七路2號","210.1150","公噸/百萬元營業額","N/A"
"=""8033""","雷虎","8,132.0000","雷虎科技母公司","57.6517","公噸/百萬元營業額","N/A"
"=""8039""","台虹","91.8500","一廠、二廠、三廠、五廠","11.1802","公噸/百萬元營業額","N/A"
"=""8045""","達運光電","5,184.0000","已完成母公司。","0.0299","公噸/百萬元營業額","N/A"
"=""8046""","南電","3,460,784.6000","母公司","107.2000","公噸/百萬元營業額","ISO 14046"
"=""8070""","長華*","1,377,000.0000","包含合併財務報表之母子公司","79.9100","公噸/百萬元營業額","確信準則3000號（TWSAE3000）"
"=""8072""","陞泰","N/A","N/A","N/A","N/A","N/A"
"=""8081""","致新","8,785.0000","僅母公司","1.2050","公噸/百萬元營業額","N/A"
"=""8101""","華冠","N/A","N/A","N/A","N/A","N/A"
"=""8103""","瀚荃","3,947.9822","新北市淡水區中正東路一段3巷9號9樓","N/A","N/A","N/A"
"=""8104""","錸寶","N/A","N/A","3.0820","百萬公升/產品量","N/A"
"=""8105""","凌巨","3,251,195.0000","凌巨科技股份有限公司台灣八德廠、台灣新竹廠、台灣頭份廠、大陸和霖廠","370.8393","公噸/百萬元營業額","ISO14001"
"=""8110""","華東","1,039,581.0000","僅母公司","0.0027","公噸/產品","N/A"
"=""8112""","至上","4.4080","2024年度至上電子(母公司)、尚驛、保康特、高達能源、威恆香港、高照國際、香港芯知己。","N/A","N/A","N/A"
"=""8114""","振樺電","11,057.0000","母公司","N/A","N/A","N/A"
"=""8131""","福懋科","1,658,216.0000","福懋科技公司全廠區","N/A","N/A","N/A"
"=""8150""","南茂","1,611,852.0000","113年度南茂集團台灣六個廠區","71.0195","公噸/百萬元營業額","ISO 46001"
"=""8162""","微矽電子-創","124,000.0000","公司竹東廠及竹南廠","116.5249","公噸/百萬元營業額","中華民國確信準則3000號"
"=""8163""","達方","527,490.0000","達方(包含總部與桃園廠、台南廠、蘇州廠、淮安廠、重慶廠、越南廠)","37.1900","公噸/百萬元營業額","N/A"
"=""8201""","無敵","2.9800","母公司與子公司。","N/A","N/A","N/A"
"=""8210""","勤誠","147,350.0000","勤誠總部、嘉義廠、勤昆廠、前盛廠、勤鋒廠、美國辦公室、德國辦公室、中國辦公室","0.0100","百萬公升/百萬營收","N/A"
"=""8213""","志超","4,359.6650","本公司(母公司)、統盟無錫、祥豐中山、志超遂寧、志超越南、宇環科技、志昱科技","0.2462","公噸/百萬元營業額","N/A"
"=""8215""","明基材","13,520,895.0616","桃園廠區、雲林廠區及大陸廠區","727.1644","公噸/百萬元營業額","ISO 46001"
"=""8222""","寶一","18,860.0000","母公司","0.0210","百萬公升/百萬元營業額","N/A"
"=""8249""","菱光","0.7461","母公司","0.0178","公噸/百萬元營業額","N/A"
"=""8261""","富鼎","3,582.0500","母公司","1.2276","公噸/百萬元營業額","N/A"
"=""8271""","宇瞻","10,490.0000","宇瞻營業總部1-7樓，自來水水費單","1.3385","公噸/百萬元營業額","確信準則3000號"
"=""8341""","日友","274,094.0000","日友公司雲林廠、彰濱廠、台北辦公室","0.0031","百萬公升/公噸=所有地區總取水量÷總廢棄物處理量(總廢棄物處理量包含焚化處理、固化處理及物化處理量，不包含掩埋處理量","N/A"
"=""8367""","建新國際","N/A","N/A","N/A","N/A","N/A"
"=""8374""","羅昇","1,065.0000","台灣營運據點","1.0400","公噸/百萬元營業額","N/A"
"=""8404""","百和興業-KY","1,168,396.0000","江蘇百宏複合材料科技股份有限公司、東莞百宏實業有限公司、越南百宏責任有限公司","170.4300","公噸/百萬元營業額","N/A"
"=""8411""","福貞-KY","397,130.0000","本公司(福貞控股)及所屬轉投資孫公司(「鼎新金屬股份有限公司」、「鼎立金屬包裝股份有限公司」、「福建福貞金屬包裝有限公司」、「福建福天食品有限公司」、「山東福貞金屬包裝有限公司」、「河南福貞金屬包裝有限公司」)作為揭露範疇","N/A","N/A","N/A"
"=""8422""","可寧衛","531,317.1184","本公司以下營運據點：上評資源循環股份有限公司、大倉實業股份有限公司、大創綠能股份有限公司、大寧股份有限公司、可寧衛企業股份有限公司、可寧衛股份有限公司-固化廠、可寧衛股份有限公司-總部、吉鼎材料股份有限公司、吉衛股份有限公司","102.7910","公噸/百萬元營業額","N/A"
"=""8429""","金麗-KY","9,560.3125","合併報表母子公司","72.1119","公噸/百萬元營業額","N/A"
"=""8438""","昶昕","46,884.0000","2024大園一廠、大園廠、海湖廠、蘆竹廠、含銅廢液處理廠","0.3628","公噸/百萬元營業額","N/A"
"=""8442""","威宏-KY","175.9000","合併財務報表之母子公司","N/A","N/A","N/A"
"=""8443""","阿瘦","13,079.0000","母公司","11.5100","公噸/百萬元營業額","N/A"
"=""8454""","富邦媒","107,407.3346","合併財務報表之母子公司。","0.8763","公噸/百萬元營業額","N/A"
"=""8462""","柏文","819,098.8600","包含合併財務報表之母子公司","159.8866","公噸/百萬元營業額","N/A"
"=""8463""","潤泰材","59,220.0000","母公司個體(涵蓋所有營運據點)","12.6703","公噸/百萬元營業額","N/A"
"=""8464""","億豐","N/A","N/A","N/A","N/A","N/A"
"=""8466""","美吉吉-KY","178,020.0000","美喆國際企業股份有限公司(土城總公司：新北市土城區大暖路126號及台南廠區：台南市安南區工業三路16號) 東莞美哲塑膠製品有限公司 東莞普隆塑膠製品有限公司","46.1033","公噸/百萬元營業額","N/A"
"=""8467""","波力-KY","N/A","N/A","1.0300","公噸/產品","N/A"
"=""8473""","山林水","N/A","N/A","N/A","N/A","N/A"
"=""8476""","台境*","7,600.0000","母公司","0.5200","百萬公升/億元 ","N/A"
"=""8478""","東哥遊艇","12,880.0000","台灣營運據點","0.0026","百萬公升/百萬營業額","N/A"
"=""8481""","政伸","15,392.0000","母公司","26.4342","公噸/百萬元營業額","N/A"
"=""8482""","商億-KY","N/A","N/A","N/A","N/A","N/A"
"=""8487""","愛爾達-創","4.8380","本公司以下營運據點：愛爾達科技股份有限公司","2.9245","公噸/百萬元營業額","N/A"
"=""8488""","吉源-KY","N/A","N/A","N/A","N/A","N/A"
"=""8499""","鼎炫-KY","3,502.0000","就主要生產基地隆揚電子(昆山)股份有限公司進行蒐集。","N/A","N/A","N/A"
"=""8926""","台汽電","907,950.0000","台汽電官田廠","154.1126","公噸/百萬元營業額","確信準則3000號（TWSAE3000）"
"=""8940""","新天地","57,780.0000","新天地梧棲創始店、新天地崇德旗艦店、新天地旱溪東區店","89.6092","公噸/百萬元營業額","N/A"
"=""8996""","高力","28,330.0000","已完成母公司","7.5086","公噸/百萬元營業額","N/A"
"=""9802""","鈺齊-KY","547,033.0000","合併財務報表之母子公司","N/A","N/A","N/A"
"=""9902""","台火","0.8090","合併財務報表之母子公司","0.0030","公噸/百萬元營業額","N/A"
"=""9904""","寶成","5,132,100.0000","本公司製鞋業務範圍","0.0228","公噸/產品","113年臺灣區域水資源數據，由臺灣檢驗科技股份有限公司(SGS Taiwan Ltd.)以AA 1000AS v3第二類型高度保證等級(Type 2 High Level) 進行保證"
"=""9905""","大華","106,960.0000","僅母公司","46.3400","公噸/百萬元營業額","N/A"
"=""9906""","欣巴巴","N/A","N/A","N/A","N/A","N/A"
"=""9907""","統一實","1,096,118.0000","母公司個體(包含:台灣個體一廠及二廠)","67.5200","公噸/百萬元營業額","N/A"
"=""9908""","大台北","13,527.0000","母公司二棟大樓自用樓層及內湖工務部","4.0770","公噸/百萬元營業額","N/A"
"=""9910""","豐泰","1,052,000.0000","包含豐泰集團總部及各地區子公司，但不包含控股等關係企業。","12.0246","公噸/百萬元營業額","N/A"
"=""9911""","櫻花","13,715.6568","盤查邊界為台灣櫻花國內各廠區及部份子公司。","1.4300","公噸/百萬元營業額","N/A"
"=""9912""","偉聯","577.0000","母公司","N/A","N/A","N/A"
"=""9914""","美利達","65,710.0000","母公司","0.0012","公噸/百萬元營業額","N/A"
"=""9917""","中保科","56,873.2000","總公司旗下據點及分公司","7.2480","公噸/百萬元營業額","N/A"
"=""9918""","欣天然","1,646.0000","欣欣大樓","0.8343","公噸/百萬元營業額","N/A"
"=""9919""","康那香","190,291.0000","佳里廠: 臺南市佳里區民安里同安寮77-1號 口寮廠: 臺南市將軍區將軍里三吉66之1號 佳里三廠: 臺南市將軍區苓仔寮里源頭1-2號","96.7918","公噸/百萬元營業額","N/A"
"=""9921""","巨大","2,267,467.4073","巨大集團不含台灣與大陸以外之銷售據點","0.5622","公噸/產品","N/A"
"=""9924""","福興","N/A","N/A","N/A","N/A","N/A"
"=""9925""","新保","6,536.0000","科技總部","N/A","N/A","N/A"
"=""9926""","新海","5,229.0000","母公司","2.2400","公噸/百萬元營業額","N/A"
"=""9927""","泰銘","29,150.0000","全廠","5.2295","公噸/百萬元營業額","N/A"
"=""9928""","中視","N/A","N/A","N/A","N/A","N/A"
"=""9929""","秋雨","N/A","N/A","N/A","N/A","N/A"
"=""9930""","中聯資源","240,020.0000","涵蓋母公司南部研磨廠及中部研磨廠","20.1877","公噸/百萬元營業額","ISO 46001"
"=""9931""","欣高","1,230.0000","母公司","10.1200","公噸/產品","N/A"
"=""9933""","中鼎","108,795.0000","中鼎工程所有營運據點","11.1000","公噸/⼈","N/A"
"=""9934""","成霖","3,927.0000","A.6.僅揭露母公司 B.子公司(山東美林衛浴有限公司)-用水量732763公噸；用水密度304.1773公噸/百萬元營業額","0.5219","公噸/百萬元營業額","N/A"
"=""9935""","慶豐富","13,683.9197","母公司","N/A","N/A","N/A"
"=""9937""","全國","449,087.1100","包含合併財務報表之母子公司","0.5077","公噸/產品銷售量(公秉)","N/A"
"=""9938""","百和","2,224,559.5200","本公司、越南百和責任有限公司、印尼百和股份有限公司、江蘇百宏複合材料股份有限公司、東莞百宏實業有限公司及越南百宏責任有限公司","146.5305","公噸/百萬元營業額","N/A"
"=""9939""","宏全","1,824.4700","宏全國際包材、飲料事業體","0.1811","公噸/百萬元營業額","ISAE 3000"
"=""9940""","信義","73,558.9905","信義房屋股份有限公司","5.9189","公噸/一千工時","ISO 46001"
"=""9941""","裕融","14,665.0000","母公司+子公司新鑫、裕富","8.8200","公噸/員工人數","N/A"
"=""9942""","茂順","84,954.0000","茂順一至六廠及租賃廠","N/A","N/A","N/A"
"=""9943""","好樂迪","378.2970","無","0.1400","取水量(百萬公升)/組織特定度量值(營業收入(佰萬元))","N/A"
"=""9944""","新麗","11,223.0000","母公司","7.6600","公噸/產品","N/A"
"=""9945""","潤泰新","55,283.8180","已完成母公司","8.1002","公噸/百萬元營業額","N/A"
"=""9946""","三發地產","2,506.0000","已完成合併財務報表之母子公司","N/A","N/A","N/A"
"=""9955""","佳龍","4,698.0000","已完成母公司","0.2520","公噸/百萬元營業額","N/A"
"=""9958""","世紀鋼","20,179.6071","世紀鋼個體公司","3.8874","公噸/百萬元營業額","N/A"
